#time	 tcoeff.meanspd	  <x^3>-3<x^2><x>+2<x>^3
0.009998	 1.577947	 0.00031
0.019998	 1.939147	 0.00082
0.029997	 2.174233	 0.00006
0.039998	 1.982258	 0.00224
0.049998	 1.818720	 0.00969
0.059998	 1.623091	 0.01118
0.069998	 1.430364	 0.00539
0.079998	 1.260566	 -0.00159
0.089998	 1.218167	 0.00679
0.099998	 1.240432	 0.01394
0.109998	 1.078525	 0.00903
0.119998	 1.152116	 0.01321
0.129998	 1.003620	 0.01011
0.139998	 0.935174	 0.01546
0.149997	 1.008380	 0.03581
0.159997	 1.034359	 0.04622
0.169997	 1.041789	 0.04217
0.179997	 1.058038	 0.02216
0.189997	 0.996234	 0.01997
0.199997	 0.977777	 0.01312
0.209997	 1.080816	 0.01203
0.219997	 1.144260	 0.03918
0.229997	 1.188173	 0.06507
0.239997	 1.130924	 0.06740
0.249997	 1.113103	 0.09167
0.259997	 1.134362	 0.07890
0.269997	 1.082794	 0.05958
0.279997	 1.057941	 0.03969
0.289997	 1.026151	 0.03632
0.299997	 1.025062	 0.03051
0.010000	 5.787949	 -0.00174
0.020000	 3.577208	 0.00729
0.030000	 2.300746	 0.01901
0.040000	 2.214234	 0.02790
0.050000	 1.871598	 0.04001
0.060000	 1.400161	 0.03297
0.070000	 1.304565	 0.03039
0.080000	 1.302422	 0.01841
0.090000	 1.004104	 0.02148
0.100000	 1.030796	 0.02678
0.110000	 0.959658	 0.01712
0.120000	 0.921769	 0.01168
0.130000	 0.804608	 0.02456
0.140000	 0.789241	 0.01402
0.150000	 0.774779	 0.03628
0.160000	 0.787143	 0.02171
0.170000	 0.741442	 0.01921
0.180000	 0.752306	 0.04664
0.190000	 0.798790	 0.04810
0.200000	 0.750697	 0.06559
0.210000	 0.719429	 0.09472
0.220000	 0.746694	 0.08140
0.230000	 0.684188	 0.08937
0.240000	 0.737841	 0.12757
0.250000	 0.668891	 0.14446
0.260000	 0.543804	 0.12908
0.270000	 0.541326	 0.12677
0.280000	 0.500140	 0.12920
0.290000	 0.584791	 0.19823
0.300000	 0.590193	 0.19818
0.310000	 0.557528	 0.20235
0.320000	 0.568079	 0.15561
0.330000	 0.621213	 0.15172
0.340000	 0.649002	 0.14419
0.350000	 0.645515	 0.19899
0.360000	 0.623479	 0.21137
0.370000	 0.714424	 0.25486
0.380000	 0.646509	 0.22959
0.390000	 0.654602	 0.18855
0.400000	 0.681579	 0.13054


Average of all Threads:

meanx = 0.27263	 meanxsqu = 0.62942	 mthree = 0.13054

