#xpositions	 ypositions
0.45138	 0.27150
0.96038	 -0.07860
0.95012	 -0.14012
0.34437	 0.04993
0.33655	 -0.47043
0.45698	 -0.24910
0.57195	 -0.09263
0.44740	 0.19926
0.30906	 0.40056
0.36015	 -0.09569
0.93924	 -0.03778
0.91912	 -0.08885
0.37289	 0.33255
0.11453	 0.16797
0.95639	 -0.23943
0.31049	 -0.46164
0.54231	 -0.13415
0.57141	 -0.14767
0.31407	 0.50029
0.19790	 -0.12861
0.39565	 0.30707
0.67518	 0.03515
0.45129	 0.10217
0.98290	 0.18021
0.12856	 -0.22065
0.46327	 0.38631
0.95671	 -0.14161
0.97297	 0.10881
0.14492	 -0.10796
0.97935	 0.10572
0.46477	 0.20293
0.44865	 0.23225
0.34694	 -0.27877
0.83314	 0.06337
0.51244	 0.15823
0.86478	 -0.00084
0.37874	 0.30500
0.61174	 0.00278
0.40365	 0.44053
0.98659	 0.11014
0.11113	 -0.41521
0.51336	 0.04562
0.62069	 -0.10615
0.39565	 0.51525
0.37604	 0.35978
0.60540	 -0.09639
0.22307	 -0.39409
0.62271	 -0.07222
0.81132	 -0.00606
0.85301	 -0.08047
0.26156	 -0.27470
0.40877	 0.13259
0.21495	 -0.53177
0.39645	 0.06558
0.65120	 0.03329
0.26007	 0.50142
0.25404	 0.00645
0.96899	 0.12941
0.99299	 0.05279
0.42223	 -0.13829
0.16376	 -0.13237
0.87847	 0.00369
0.85070	 0.01199
0.51393	 -0.06361
0.49676	 0.13838
0.99360	 0.16962
0.48447	 -0.25464
0.38537	 -0.20191
0.54862	 0.20619
0.09669	 0.27229
0.12448	 -0.05856
0.11975	 -0.06516
0.47621	 -0.25096
0.98634	 -0.21682
0.32074	 -0.33774
0.38566	 -0.51969
0.50509	 0.11813
0.53221	 -0.24061
0.98714	 0.22751
0.56463	 -0.14088
0.40088	 0.51801
0.55523	 -0.05435
0.15816	 0.12365
0.47863	 0.21758
0.94750	 -0.05779
0.30766	 0.11738
0.46515	 -0.20102
0.82597	 0.04265
0.42502	 -0.21425
0.11984	 -0.36773
0.50643	 -0.16056
0.47443	 0.12841
0.68275	 0.05635
0.40103	 -0.13517
0.41841	 0.18970
0.17210	 -0.36895
0.53319	 0.15087
0.49812	 0.19580
0.10278	 0.01915
0.30423	 -0.01645
0.87486	 -0.05894
0.33422	 -0.43852
0.24601	 0.22741
0.32598	 -0.31370
0.06494	 -0.13691
0.66148	 0.01571
0.57218	 0.16398
0.26699	 0.17508
0.49530	 0.32452
0.94289	 0.14113
0.50740	 0.16972
0.18201	 0.01635
0.46139	 0.31707
0.40133	 0.21064
0.28844	 0.52612
0.49696	 -0.24752
0.58034	 -0.14352
0.32892	 0.46620
0.16299	 -0.19924
0.10772	 -0.09436
0.48267	 0.06545
0.29953	 -0.39705
0.76784	 -0.02377
0.80587	 -0.03976
0.95213	 -0.13690
0.97009	 0.07809
0.33166	 0.12484
0.41817	 0.43320
0.52066	 -0.23819
0.09743	 -0.10920
0.05248	 0.13226
0.15263	 -0.31868
0.01225	 0.01787
0.15541	 0.00771
0.29720	 -0.21434
0.35984	 0.19877
0.34215	 0.45737
0.47461	 0.19606
0.30922	 0.25730
0.64331	 -0.09284
0.93602	 0.14682
0.26787	 -0.35991
0.18521	 0.13049
0.50678	 -0.05975
0.25980	 -0.56357
0.34021	 0.39528
0.19711	 0.47129
0.51189	 -0.14478
0.48162	 -0.32333
0.10957	 0.06658
0.20707	 0.07857
0.49391	 0.14375
0.16769	 0.09697
0.74415	 0.02125
0.11956	 -0.00058
0.63407	 0.10391
0.95417	 -0.11207
0.99333	 0.25975
0.58520	 -0.12847
0.56757	 0.18726
0.54021	 -0.00121
0.27730	 0.61160
0.10086	 0.02001
0.39799	 -0.20408
0.30479	 -0.15814
0.64784	 0.00066
0.31806	 -0.03620
0.10752	 0.12112
0.48303	 -0.24973
0.50748	 -0.08915
0.18927	 -0.00800
0.34999	 -0.51436
0.41528	 -0.27966
0.69402	 -0.05525
0.96084	 -0.14595
0.92507	 0.10731
0.42875	 0.00027
0.99226	 0.00126
0.42146	 -0.29063
0.45272	 -0.14066
0.57487	 -0.12201
0.46363	 0.05017
0.22873	 -0.62890
0.79222	 -0.01407
0.73611	 0.03195
0.25165	 0.02707
0.83352	 0.07159
0.39600	 0.03315
0.27492	 -0.19217
0.90677	 -0.08365
0.93771	 -0.15516
0.95269	 0.08948
0.40683	 -0.14198
0.09336	 -0.46710
0.96356	 0.07683
0.57813	 0.10304
0.20351	 0.19733
0.05941	 0.11638
0.12777	 -0.06653
0.26118	 0.09626
0.43709	 0.13798
0.69434	 0.03377
0.87523	 -0.04864
0.55303	 0.12668
0.37062	 -0.05638
0.23542	 -0.53115
0.59448	 -0.09164
0.61571	 0.00566
0.00237	 -0.00582
0.84793	 0.06585
0.96967	 -0.22788
0.97041	 0.04978
0.31992	 -0.42870
0.94553	 0.08057
0.45708	 -0.36278
0.53544	 0.02077
0.18173	 0.47235
0.44450	 0.42029
0.31739	 0.01268
0.33972	 -0.00269
0.34999	 -0.53271
0.49603	 0.08574
0.41688	 0.29330
0.51368	 0.13876
0.98077	 -0.26259
0.57505	 0.14591
0.46418	 0.32667
0.25912	 0.67470
0.36618	 0.00512
0.70154	 0.05283
0.55213	 -0.10637
0.56152	 -0.00916
0.34190	 0.39794
0.14093	 -0.46584
0.19647	 0.15242
0.39439	 0.35096
0.26666	 0.14732
0.95012	 -0.15257
0.70232	 0.05220
0.98258	 0.10778
0.52409	 0.26458
0.47906	 -0.12511
0.83765	 0.07248
0.06627	 0.05616
0.07052	 -0.07082
0.06823	 -0.00499
