#time	 meanx: <x>	 meanspeed: <v>	 mu	 abb	 abbdeff
0.999998	 0.2359	 0.23589	 0.2359	  0	 0
1.499997	 0.3696	 0.24639	 0.2464	  0	 0
1.999997	 0.3712	 0.18562	 0.1856	  0	 0
2.499997	 0.3947	 0.15789	 0.1579	  0	 0
2.999997	 0.5276	 0.17586	 0.1759	  0	 0
3.499997	 0.6363	 0.18179	 0.1818	  0	 0
3.999997	 0.7794	 0.19486	 0.1949	  0	 0
4.499997	 0.8217	 0.18259	 0.1826	  0	 0
4.999997	 0.8449	 0.16898	 0.1690	  0	 0
0.500000	 0.1782	 0.35637	 0.3564	  0	 0
1.000000	 0.3652	 0.36516	 0.3652	  0	 0
1.500000	 0.3776	 0.25170	 0.2517	  0	 0
2.000000	 0.2435	 0.12174	 0.1217	  0	 0
2.500000	 0.2616	 0.10464	 0.1046	  0	 0
3.000000	 0.2987	 0.09955	 0.0996	  0	 0
3.500000	 0.4641	 0.13259	 0.1326	  0	 0
4.000000	 0.5981	 0.14953	 0.1495	  0	 0
4.500000	 0.7052	 0.15672	 0.1567	  0	 0
5.000000	 0.7574	 0.15148	 0.1515	  0	 0
5.500000	 0.8944	 0.16262	 0.1626	  0	 0
6.000000	 0.9469	 0.15782	 0.1578	  0	 0
6.500000	 1.0535	 0.16208	 0.1621	  0	 0
7.000000	 1.2464	 0.17806	 0.1781	  0	 0
7.500000	 1.3017	 0.17356	 0.1736	  0	 0
8.000000	 1.2832	 0.16040	 0.1604	  0	 0
8.500000	 1.4145	 0.16641	 0.1664	  0	 0
9.000000	 1.5909	 0.17677	 0.1768	  0	 0
9.500000	 1.6196	 0.17048	 0.1705	  0	 0
10.000000	 1.7539	 0.17539	 0.1754	  0	 0
10.500000	 1.8684	 0.17795	 0.1779	  0	 0
11.000000	 1.9482	 0.17711	 0.1771	  0	 0
11.500000	 1.8528	 0.16111	 0.1611	  0	 0
12.000000	 2.1553	 0.17961	 0.1796	  0	 0
12.500000	 2.1601	 0.17281	 0.1728	  0	 0
13.000000	 2.3026	 0.17713	 0.1771	  0	 0
13.500000	 2.4496	 0.18145	 0.1815	  0	 0
14.000000	 2.5054	 0.17896	 0.1790	  0	 0
14.500000	 2.5591	 0.17649	 0.1765	  0	 0
15.000000	 2.6096	 0.17397	 0.1740	  0	 0
15.500000	 2.7259	 0.17586	 0.1759	  0	 0
16.000000	 2.8005	 0.17503	 0.1750	  0	 0
16.500000	 2.9035	 0.17597	 0.1760	  0	 0
17.000000	 2.9390	 0.17288	 0.1729	  0	 0
17.500000	 3.0533	 0.17447	 0.1745	  0	 0
18.000000	 3.1106	 0.17281	 0.1728	  0	 0
18.500000	 3.2541	 0.17589	 0.1759	  0	 0
19.000000	 3.3983	 0.17886	 0.1789	  0	 0
19.500000	 3.3718	 0.17291	 0.1729	  0	 0
20.000000	 3.5291	 0.17645	 0.1765	  0	 0
20.500000	 3.4820	 0.16986	 0.1699	  1	 1
21.000000	 3.5118	 0.16723	 0.1672	  2	 2
21.500000	 3.5447	 0.16487	 0.1649	  3	 3
22.000000	 3.6491	 0.16587	 0.1659	  4	 4
22.500000	 3.7200	 0.16533	 0.1653	  5	 5
23.000000	 3.8194	 0.16606	 0.1661	  6	 6
23.500000	 3.9518	 0.16816	 0.1682	  7	 7
24.000000	 3.9547	 0.16478	 0.1648	  8	 8
24.500000	 4.0806	 0.16656	 0.1666	  9	 9
25.000000	 4.0726	 0.16290	 0.1629	  10	 10
25.500000	 4.1254	 0.16178	 0.1618	  11	 11
26.000000	 4.2140	 0.16208	 0.1621	  12	 12
26.500000	 4.3136	 0.16278	 0.1628	  13	 13
27.000000	 4.2044	 0.15572	 0.1557	  14	 14
27.500000	 4.2823	 0.15572	 0.1557	  15	 15
28.000000	 4.3725	 0.15616	 0.1562	  16	 16
28.500000	 4.4507	 0.15617	 0.1562	  17	 17
29.000000	 4.5803	 0.15794	 0.1579	  18	 18
29.500000	 4.7484	 0.16096	 0.1610	  19	 19
30.000000	 4.8915	 0.16305	 0.1631	  20	 20


Average of all Threads:

meanx = 4.89152	 meanspeed = 0.16305	 mu = 0.16305

