1.158356	0.459062	2.732587	-0.221554	
1.149149	0.447343	2.703448	-0.229500	
1.161179	0.478007	2.715210	-0.201034	
1.120111	0.489078	2.758891	-0.181484	
1.118758	0.451485	2.717875	-0.202550	
1.064572	0.444403	2.724341	-0.186886	
1.063197	0.452038	2.679539	-0.200689	
1.053627	0.446105	2.646142	-0.172573	
1.056060	0.483805	2.655257	-0.161029	
1.051044	0.497023	2.698513	-0.120620	
1.065402	0.501432	2.701965	-0.174235	
1.129671	0.513027	2.729505	-0.178552	
1.117192	0.436434	2.731627	-0.156565	
1.105920	0.484005	2.765643	-0.214537	
1.069854	0.450651	2.739341	-0.243976	
1.090142	0.429477	2.726644	-0.261208	
1.085785	0.485013	2.702087	-0.216408	
1.083988	0.473830	2.708344	-0.209705	
1.099264	0.454528	2.698342	-0.217362	
1.073491	0.436460	2.725382	-0.209984	
1.092973	0.443551	2.738190	-0.227548	
1.054398	0.500441	2.739633	-0.184116	
1.059695	0.547018	2.674174	-0.129716	
1.061632	0.526569	2.677729	-0.113298	
1.101056	0.549950	2.678086	-0.111987	
1.106603	0.541609	2.666505	-0.081566	
1.110390	0.515023	2.682246	-0.063948	
1.082101	0.475664	2.689118	-0.043434	
1.059708	0.505323	2.746689	-0.042003	
1.065696	0.496565	2.743286	-0.032767	
1.099437	0.459810	2.799404	-0.020273	
1.084180	0.452861	2.795847	-0.000996	
1.072631	0.469058	2.822190	0.014246	
1.052382	0.472873	2.841652	-0.019728	
1.075676	0.490001	2.882044	-0.076724	
1.062794	0.520588	2.851302	-0.095384	
1.090596	0.520437	2.824418	-0.150689	
