#time	 meanx: <x>	 meanspeed: <v>	 mu	 abb	 abbdeff
0.399990	 0.1835	 0.45879	 0.4588	  0	 0
0.599990	 0.2394	 0.39906	 0.3991	  0	 0
0.799990	 0.2529	 0.31618	 0.3162	  0	 0
0.999990	 0.3254	 0.32540	 0.3254	  0	 0
1.199990	 0.3461	 0.28843	 0.2884	  0	 0
1.399990	 0.3879	 0.27708	 0.2771	  0	 0
1.599990	 0.4065	 0.25407	 0.2541	  0	 0
1.799990	 0.5034	 0.27964	 0.2796	  0	 0
1.999990	 0.5423	 0.27115	 0.2712	  0	 0
0.200000	 0.0730	 0.36522	 0.3652	  0	 0
0.400000	 0.2100	 0.52497	 0.5250	  0	 0
0.600000	 0.1500	 0.25003	 0.2500	  0	 0
0.800000	 0.1767	 0.22085	 0.2208	  0	 0
1.000000	 0.2494	 0.24937	 0.2494	  0	 0
1.200000	 0.2883	 0.24026	 0.2403	  0	 0
1.400000	 0.3176	 0.22686	 0.2269	  0	 0
1.600000	 0.3780	 0.23622	 0.2362	  0	 0
1.800000	 0.4427	 0.24597	 0.2460	  0	 0
2.000000	 0.4575	 0.22876	 0.2288	  0	 0
2.200000	 0.5112	 0.23238	 0.2324	  0	 0
2.400000	 0.5283	 0.22014	 0.2201	  0	 0
2.600000	 0.6484	 0.24937	 0.2494	  0	 0
2.800000	 0.6245	 0.22303	 0.2230	  0	 0
3.000000	 0.6161	 0.20536	 0.2054	  0	 0
3.200000	 0.6151	 0.19220	 0.1922	  0	 0
3.400000	 0.6553	 0.19274	 0.1927	  0	 0
3.600000	 0.6948	 0.19301	 0.1930	  0	 0
3.800000	 0.7648	 0.20126	 0.2013	  0	 0
4.000000	 0.6805	 0.17012	 0.1701	  0	 0
4.200000	 0.7469	 0.17783	 0.1778	  0	 0
4.400000	 0.8005	 0.18192	 0.1819	  0	 0
4.600000	 0.8187	 0.17798	 0.1780	  0	 0
4.800000	 0.8660	 0.18042	 0.1804	  0	 0
5.000000	 0.8661	 0.17323	 0.1732	  0	 0
5.200000	 0.9444	 0.18162	 0.1816	  0	 0
5.400000	 0.9501	 0.17594	 0.1759	  0	 0
5.600000	 0.9756	 0.17421	 0.1742	  0	 0
5.800000	 1.0241	 0.17657	 0.1766	  0	 0
6.000000	 1.0035	 0.16725	 0.1672	  0	 0
6.200000	 1.0503	 0.16941	 0.1694	  0	 0
6.400000	 1.0994	 0.17178	 0.1718	  0	 0
6.600000	 1.1669	 0.17680	 0.1768	  0	 0
6.800000	 1.1999	 0.17645	 0.1764	  0	 0
7.000000	 1.2507	 0.17867	 0.1787	  0	 0
7.200000	 1.2602	 0.17502	 0.1750	  0	 0
7.400000	 1.3280	 0.17946	 0.1795	  0	 0
7.600000	 1.4046	 0.18481	 0.1848	  0	 0
7.800000	 1.4942	 0.19156	 0.1916	  0	 0
8.000000	 1.5483	 0.19353	 0.1935	  0	 0
8.200000	 1.5685	 0.19128	 0.1913	  1	 1
8.400000	 1.5922	 0.18955	 0.1896	  2	 2
8.600000	 1.6219	 0.18859	 0.1886	  3	 3
8.800000	 1.6142	 0.18344	 0.1834	  4	 4
9.000000	 1.6573	 0.18414	 0.1841	  5	 5
9.200000	 1.6769	 0.18227	 0.1823	  6	 6
9.400000	 1.7678	 0.18806	 0.1881	  7	 7
9.600000	 1.7550	 0.18282	 0.1828	  8	 8
9.800000	 1.8340	 0.18715	 0.1871	  9	 9
10.000000	 1.8370	 0.18370	 0.1837	  10	 10
10.200000	 1.8991	 0.18619	 0.1862	  11	 11
10.400000	 1.9082	 0.18348	 0.1835	  12	 12
10.600000	 1.9762	 0.18643	 0.1864	  13	 13
10.800000	 2.0708	 0.19174	 0.1917	  14	 14
11.000000	 2.1476	 0.19523	 0.1952	  15	 15
11.200000	 2.0987	 0.18738	 0.1874	  16	 16
11.400000	 2.1521	 0.18878	 0.1888	  17	 17
11.600000	 2.1702	 0.18708	 0.1871	  18	 18
11.800000	 2.2256	 0.18861	 0.1886	  19	 19
12.000000	 2.1973	 0.18311	 0.1831	  20	 20


Average of all Threads:

meanx = 2.19732	 meanspeed = 0.18311	 mu = 0.18311

