#xpositions	 ypositions
0.37576	 0.68510
0.72792	 0.43992
0.64282	 -0.05573
0.01273	 -0.04237
0.81051	 -0.46405
0.61785	 0.66868
0.23899	 0.99539
0.07956	 0.11503
0.64881	 -0.22837
0.85707	 -0.38711
0.18187	 -0.37856
0.66746	 -0.22632
0.67783	 -0.36635
0.32559	 0.76059
0.43241	 -1.01890
0.39599	 -0.72729
0.30503	 -0.41818
0.57225	 -0.11152
0.19712	 0.86343
0.11746	 -0.32804
0.41389	 -0.12641
0.74833	 -0.67402
0.41722	 -0.19650
0.76730	 1.01498
0.92598	 -0.09097
0.54410	 -0.36797
0.62724	 0.73200
0.68179	 0.68379
0.76752	 0.69572
0.46543	 -0.01265
0.06528	 0.04105
0.52270	 0.42906
0.45081	 -0.22303
0.18590	 0.61787
0.77071	 -0.58227
0.88206	 0.41083
0.88773	 -0.11496
0.93819	 0.01511
0.46567	 -0.99970
0.92247	 0.97234
0.25474	 -0.92618
0.58949	 0.49168
0.76748	 1.02755
0.42907	 0.62483
0.83226	 0.71255
0.68883	 0.36068
0.21161	 0.67889
0.60955	 0.42185
0.09162	 -0.32411
0.48551	 -0.65206
0.17086	 0.84818
0.47169	 0.69026
0.21405	 0.48706
0.43636	 -0.53404
0.05126	 0.00106
0.06901	 0.75392
0.52386	 -1.01241
0.19831	 -0.31654
0.48605	 -0.05714
0.40174	 -0.96264
0.21805	 0.26645
0.65318	 0.18386
0.64611	 0.38360
0.79919	 -0.23755
0.86098	 -0.22583
0.27088	 -0.63021
0.56184	 -0.19623
0.80717	 -0.10244
0.75670	 0.91782
0.85315	 -0.91392
0.28279	 -0.65941
0.86344	 0.30061
0.37560	 -0.68643
0.60895	 -0.09708
0.71139	 0.52114
0.67205	 -0.66646
0.08387	 0.75787
0.05533	 -0.16674
0.84406	 0.10869
0.47205	 0.83094
0.48328	 -0.84491
0.07216	 0.49696
0.39860	 -0.74579
0.71139	 0.01318
0.70942	 1.02003
0.78970	 0.29975
0.22762	 0.00466
0.87035	 0.41591
0.69888	 0.19693
0.37503	 0.28690
0.51010	 0.69398
0.76945	 0.73209
0.79685	 0.85459
0.52111	 0.57396
0.44597	 0.67708
0.75068	 -0.40152
0.82825	 -0.79176
0.83963	 0.87922
0.31259	 0.07675
0.88174	 -0.59383
0.82659	 0.38957
0.10666	 -0.13471
0.62686	 0.73950
0.71544	 0.30846
0.67871	 -0.69528
0.46900	 -0.36298
0.97059	 -0.04872
0.19642	 0.01225
0.26970	 0.81340
0.73085	 0.18493
0.28878	 -0.93863
0.22606	 -0.24165
0.34319	 0.66123
0.63478	 0.19252
0.82114	 0.48675
0.78036	 -0.85816
0.62718	 -0.83729
0.16143	 -0.69616
0.23080	 -0.03489
0.17530	 0.41403
0.19776	 0.03740
0.78567	 -0.58373
0.49143	 -0.09377
0.34072	 0.26065
0.49800	 -0.90555
0.51704	 -0.07996
0.56581	 0.89098
0.55129	 0.74322
0.11624	 0.70059
0.72990	 0.29001
0.34615	 0.69544
0.31083	 -0.18788
0.30448	 0.21853
0.17404	 -0.86631
0.23210	 0.47914
0.17970	 0.08500
0.13435	 0.59677
0.69481	 0.56095
0.13892	 0.36977
0.88702	 -0.95900
0.88724	 0.60039
0.25166	 -0.06465
0.27795	 -0.38660
0.10715	 -0.11023
0.55775	 0.89083
0.59866	 -0.36988
0.09948	 0.58179
0.68636	 -0.55285
0.79322	 0.19782
0.16187	 0.21450
0.32552	 0.56136
0.38798	 0.86635
0.10917	 0.18260
0.07103	 0.06598
0.83485	 0.40278
0.69985	 0.56018
0.80106	 -0.93197
0.33970	 0.72969
0.29051	 -0.26452
0.07008	 0.08206
0.50767	 0.84542
0.76872	 0.45222
0.19577	 -0.83808
0.72281	 -0.99877
0.78344	 -0.19884
0.48467	 -0.30081
0.11427	 0.65868
0.05712	 -0.50443
0.88353	 -0.43568
0.28258	 -0.81279
0.54714	 0.28495
0.76874	 0.92474
0.19483	 -0.94600
0.73092	 0.79934
0.23124	 -0.87853
0.55082	 0.99898
0.38787	 0.32626
0.09300	 0.68404
0.79884	 0.10804
0.32393	 -0.61213
0.24371	 0.68714
0.20770	 0.69858
0.73643	 -0.06498
0.79055	 0.81429
0.86922	 0.87159
0.51492	 -0.75564
0.49013	 -0.58952
0.25690	 0.52531
0.64758	 1.03477
0.88251	 0.95598
0.66624	 0.42643
0.84916	 -0.37692
0.76145	 0.78245
0.64444	 -0.66129
0.49970	 0.91094
0.94523	 -0.84620
0.71257	 0.58039
0.32423	 -0.19333
0.93770	 0.90737
0.64678	 0.15124
