#time	 meanx: <x>	 meanspeed: <v>	 mu	 abb	 abbdeff
0.002000	 -0.6678	 -333.93329	 0.3339	  0	 0
0.003000	 -0.9213	 -307.10368	 0.3071	  0	 0
0.004000	 -1.1819	 -295.46623	 0.2955	  0	 0
0.005000	 -1.4518	 -290.37210	 0.2904	  0	 0
0.006000	 -1.7402	 -290.03654	 0.2900	  0	 0
0.007000	 -2.0144	 -287.77726	 0.2878	  0	 0
0.008000	 -2.2931	 -286.64395	 0.2866	  0	 0
0.009000	 -2.5758	 -286.19955	 0.2862	  0	 0
0.010000	 -2.8682	 -286.82332	 0.2868	  0	 0
0.001000	 -0.4698	 -469.77166	 0.4698	  0	 0
0.002000	 -0.7706	 -385.29404	 0.3853	  0	 0
0.003000	 -1.0710	 -356.99742	 0.3570	  0	 0
0.004000	 -1.3764	 -344.10783	 0.3441	  0	 0
0.005000	 -1.6632	 -332.64033	 0.3326	  0	 0
0.006000	 -1.9618	 -326.97080	 0.3270	  0	 0
0.007000	 -2.2656	 -323.66188	 0.3237	  0	 0
0.008000	 -2.5598	 -319.97793	 0.3200	  0	 0
0.009000	 -2.8467	 -316.29732	 0.3163	  0	 0
0.010000	 -3.1481	 -314.80658	 0.3148	  0	 0
0.011000	 -3.4517	 -313.79018	 0.3138	  0	 0
0.012000	 -3.7796	 -314.96384	 0.3150	  0	 0
0.013000	 -4.0750	 -313.45845	 0.3135	  0	 0
0.014000	 -4.3436	 -310.25613	 0.3103	  0	 0
0.015000	 -4.6202	 -308.01487	 0.3080	  0	 0
0.016000	 -4.9019	 -306.37160	 0.3064	  0	 0
0.017000	 -5.1873	 -305.13515	 0.3051	  0	 0
0.018000	 -5.4742	 -304.12339	 0.3041	  0	 0
0.019000	 -5.7530	 -302.78978	 0.3028	  0	 0
0.020000	 -6.0335	 -301.67288	 0.3017	  0	 0
0.021000	 -6.3169	 -300.80440	 0.3008	  0	 0
0.022000	 -6.6128	 -300.58397	 0.3006	  0	 0
0.023000	 -6.8998	 -299.99209	 0.3000	  0	 0
0.024000	 -7.1907	 -299.61450	 0.2996	  0	 0
0.025000	 -7.4663	 -298.65028	 0.2987	  0	 0
0.026000	 -7.7536	 -298.21463	 0.2982	  0	 0
0.027000	 -8.0702	 -298.89480	 0.2989	  0	 0
0.028000	 -8.3508	 -298.24464	 0.2982	  0	 0
0.029000	 -8.6257	 -297.43801	 0.2974	  0	 0
0.030000	 -8.9007	 -296.68987	 0.2967	  0	 0
0.031000	 -9.1820	 -296.19413	 0.2962	  0	 0
0.032000	 -9.4779	 -296.18317	 0.2962	  0	 0
0.033000	 -9.7755	 -296.22788	 0.2962	  0	 0
0.034000	 -10.0842	 -296.59371	 0.2966	  0	 0
0.035000	 -10.3837	 -296.67627	 0.2967	  0	 0
0.036000	 -10.6811	 -296.69706	 0.2967	  0	 0
0.037000	 -10.9744	 -296.60443	 0.2966	  0	 0
0.038000	 -11.2603	 -296.32346	 0.2963	  0	 0
0.039000	 -11.5508	 -296.17340	 0.2962	  0	 0
0.040000	 -11.8481	 -296.20238	 0.2962	  0	 0
0.041000	 -12.1369	 -296.02311	 0.2960	  1	 1
0.042000	 -12.4048	 -295.35330	 0.2954	  2	 2
0.043000	 -12.6742	 -294.74901	 0.2947	  3	 3
0.044000	 -12.9241	 -293.73031	 0.2937	  4	 4
0.045000	 -13.1515	 -292.25543	 0.2923	  5	 5
0.046000	 -13.3887	 -291.05766	 0.2911	  6	 6
0.047000	 -13.6353	 -290.11247	 0.2901	  7	 7
0.048000	 -13.8841	 -289.25155	 0.2893	  8	 8
0.049000	 -14.1102	 -287.96266	 0.2880	  9	 9
0.050000	 -14.3364	 -286.72775	 0.2867	  10	 10
0.051000	 -14.5778	 -285.83866	 0.2858	  11	 11
0.052000	 -14.8156	 -284.91619	 0.2849	  12	 12
0.053000	 -15.0731	 -284.39860	 0.2844	  13	 13
0.054000	 -15.3412	 -284.09609	 0.2841	  14	 14
0.055000	 -15.6016	 -283.66576	 0.2837	  15	 15
0.056000	 -15.8570	 -283.16071	 0.2832	  16	 16
0.057000	 -16.1140	 -282.70163	 0.2827	  17	 17
0.058000	 -16.3836	 -282.47624	 0.2825	  18	 18
0.059000	 -16.6497	 -282.19872	 0.2822	  19	 19
0.060000	 -16.9022	 -281.70348	 0.2817	  20	 20


Average of all Threads:

meanx = -16.90221	 meanspeed = -281.70348	 mu = 0.28170

