#time	 meanx: <x>	 meanxsquare: <x^2>	 Meansqdist: <x^2> - <x>^2	  deff: (<x^2> - <x>^2)/(2t)	 third cumulant: <x^3>-3<x^2><x>+2<x>^3
0.015000	 0.194881	 0.08498	 0.04700	 0.78337	 0.00236
0.016250	 0.209323	 0.09558	 0.05177	 0.79641	 0.00295
0.017500	 0.227241	 0.10874	 0.05710	 0.81575	 0.00327
0.018750	 0.240519	 0.12033	 0.06248	 0.83302	 0.00325
0.020000	 0.257627	 0.13248	 0.06611	 0.82632	 0.00363
0.021250	 0.272107	 0.14608	 0.07204	 0.84753	 0.00412
0.022500	 0.286528	 0.15813	 0.07603	 0.84480	 0.00377
0.023750	 0.304096	 0.17368	 0.08120	 0.85477	 0.00365
0.025000	 0.320189	 0.18786	 0.08534	 0.85343	 0.00268
0.026250	 0.337796	 0.20259	 0.08848	 0.84269	 0.00260
0.027500	 0.355446	 0.21943	 0.09308	 0.84621	 0.00247
0.028750	 0.372919	 0.23788	 0.09881	 0.85921	 0.00190
0.030000	 0.391553	 0.25575	 0.10243	 0.85362	 0.00163
0.031250	 0.409091	 0.27669	 0.10933	 0.87468	 0.00153
0.032500	 0.428072	 0.29586	 0.11261	 0.86625	 0.00229
0.033750	 0.443817	 0.31413	 0.11715	 0.86781	 0.00167
0.035000	 0.458808	 0.33111	 0.12061	 0.86149	 0.00110
0.036250	 0.474178	 0.34937	 0.12453	 0.85880	 0.00293
0.037500	 0.491110	 0.36938	 0.12819	 0.85462	 0.00238
0.038750	 0.505797	 0.38616	 0.13033	 0.84086	 0.00237
0.040000	 0.521000	 0.40557	 0.13413	 0.83832	 0.00098
0.041250	 0.534515	 0.42546	 0.13975	 0.84697	 0.00009
0.042500	 0.546885	 0.44216	 0.14308	 0.84163	 0.00138
0.043750	 0.564616	 0.46578	 0.14699	 0.83993	 0.00071
0.045000	 0.582834	 0.49007	 0.15037	 0.83541	 0.00077
0.046250	 0.598431	 0.51235	 0.15423	 0.83367	 0.00067
0.047500	 0.610263	 0.53123	 0.15881	 0.83585	 -0.00172
0.048750	 0.627314	 0.55622	 0.16270	 0.83436	 -0.00031
0.050000	 0.645665	 0.58399	 0.16711	 0.83555	 -0.00182
0.051250	 0.658305	 0.60503	 0.17167	 0.83740	 0.00048
0.052500	 0.670718	 0.62763	 0.17777	 0.84653	 0.00108
0.053750	 0.689253	 0.65572	 0.18065	 0.84025	 -0.00042
0.055000	 0.702435	 0.67740	 0.18398	 0.83628	 0.00014
0.056250	 0.720513	 0.70963	 0.19049	 0.84662	 0.00214
0.057500	 0.737086	 0.73907	 0.19578	 0.85121	 0.00156
0.058750	 0.751662	 0.76386	 0.19886	 0.84622	 0.00393
0.060000	 0.765834	 0.78855	 0.20204	 0.84185	 0.00185
0.061250	 0.782308	 0.81881	 0.20680	 0.84409	 -0.00070
0.062500	 0.799922	 0.85148	 0.21160	 0.84641	 0.00206
0.063750	 0.815933	 0.88422	 0.21848	 0.85677	 0.00345
0.065000	 0.835793	 0.92010	 0.22155	 0.85213	 0.00319
0.066250	 0.853897	 0.95294	 0.22380	 0.84453	 0.00270
0.067500	 0.870832	 0.98568	 0.22733	 0.84197	 0.00126
0.068750	 0.887936	 1.02267	 0.23424	 0.85179	 0.00251
0.070000	 0.903551	 1.05183	 0.23543	 0.84082	 0.00113
0.071250	 0.919167	 1.08454	 0.23967	 0.84094	 0.00031
0.072500	 0.935466	 1.12144	 0.24635	 0.84948	 -0.00044
0.073750	 0.949332	 1.15173	 0.25050	 0.84914	 -0.00290
0.075000	 0.966376	 1.18676	 0.25287	 0.84291	 -0.00344
0.076250	 0.979973	 1.21963	 0.25929	 0.85012	 -0.00422
0.077500	 1.000506	 1.26539	 0.26438	 0.85284	 -0.00344
0.078750	 1.015841	 1.30101	 0.26907	 0.85420	 -0.00988
0.080000	 1.030546	 1.32969	 0.26767	 0.83646	 -0.01152
0.081250	 1.045847	 1.36441	 0.27062	 0.83267	 -0.00988
0.082500	 1.065671	 1.40829	 0.27263	 0.82616	 -0.00829
0.083750	 1.081278	 1.44353	 0.27437	 0.81901	 -0.00795
0.085000	 1.097429	 1.48680	 0.28245	 0.83074	 -0.00698
0.086250	 1.111561	 1.52329	 0.28772	 0.83397	 -0.00267
0.087500	 1.129006	 1.56888	 0.29423	 0.84064	 0.00008
0.088750	 1.144448	 1.60888	 0.29912	 0.84260	 -0.00119
0.090000	 1.162708	 1.65954	 0.30765	 0.85458	 -0.00135
0.091250	 1.176869	 1.69968	 0.31466	 0.86208	 -0.00524
0.092500	 1.193726	 1.74378	 0.31880	 0.86161	 -0.00356
0.093750	 1.207852	 1.78225	 0.32334	 0.86224	 -0.00575
0.095000	 1.224612	 1.83216	 0.33249	 0.87497	 -0.00617
0.096250	 1.240652	 1.87545	 0.33623	 0.87332	 -0.00484
0.097500	 1.257039	 1.91882	 0.33867	 0.86838	 -0.00474
0.098750	 1.273984	 1.96315	 0.34012	 0.86106	 -0.00593
0.100000	 1.290521	 2.01024	 0.34480	 0.86199	 -0.00190
0.101250	 1.304767	 2.05344	 0.35103	 0.86673	 -0.00348
0.102500	 1.322377	 2.10865	 0.35997	 0.87797	 -0.00492
0.103750	 1.338811	 2.15336	 0.36095	 0.86975	 -0.00678
0.105000	 1.354808	 2.20253	 0.36703	 0.87387	 -0.01315
0.106250	 1.374075	 2.25916	 0.37108	 0.87314	 -0.01205
0.107500	 1.389799	 2.31083	 0.37929	 0.88206	 -0.00470
0.108750	 1.410479	 2.36896	 0.37951	 0.87244	 -0.00076
0.110000	 1.433177	 2.43959	 0.38560	 0.87635	 -0.00280
0.111250	 1.454458	 2.50712	 0.39167	 0.88015	 -0.00739
0.112500	 1.474009	 2.56375	 0.39104	 0.86899	 -0.00717
0.113750	 1.489111	 2.61642	 0.39897	 0.87685	 -0.00636
0.115000	 1.502427	 2.66055	 0.40326	 0.87666	 -0.00235
0.116250	 1.513802	 2.69926	 0.40767	 0.87670	 -0.00597
0.117500	 1.529943	 2.75055	 0.40983	 0.87197	 -0.00454
0.118750	 1.543385	 2.79609	 0.41405	 0.87169	 -0.00337
0.120000	 1.563378	 2.86392	 0.41977	 0.87452	 -0.00469
0.121250	 1.581449	 2.92745	 0.42648	 0.87933	 -0.00227
0.122500	 1.596223	 2.97956	 0.43163	 0.88088	 -0.00034
0.123750	 1.608701	 3.02279	 0.43487	 0.87852	 -0.00055
0.125000	 1.625106	 3.07985	 0.43888	 0.87777	 -0.00227
0.126250	 1.644128	 3.14193	 0.43878	 0.86887	 0.00108
0.127500	 1.661256	 3.19606	 0.43629	 0.85547	 0.00501
0.128750	 1.675542	 3.24884	 0.44140	 0.85709	 0.00364
0.130000	 1.693970	 3.31824	 0.44871	 0.86290	 0.00772
0.131250	 1.713737	 3.39044	 0.45355	 0.86390	 0.00916


Average of all Threads:

meanx = 1.71374	 meanxsqu = 3.39044	 msdall = 0.45355	 deff = 0.86390	 thirdcum = 0.00916

