#time	 meanx: <x>	 meanxsquare: <x^2>	 Meansqdist: <x^2> - <x>^2	  deff: (<x^2> - <x>^2)/(2t)	 third cumulant: <x^3>-3<x^2><x>+2<x>^3
0.001247	 0.020719	 0.00471	 0.00428	 0.85752	 -0.00000
0.002497	 0.043566	 0.00951	 0.00762	 0.76232	 -0.00003
0.003747	 0.060311	 0.01478	 0.01114	 0.74336	 0.00009
0.004997	 0.075508	 0.02093	 0.01523	 0.76168	 0.00041
0.006247	 0.092121	 0.02761	 0.01912	 0.76518	 0.00057
0.007497	 0.108450	 0.03348	 0.02172	 0.72433	 0.00071
0.008748	 0.122397	 0.04005	 0.02507	 0.71653	 0.00091
0.009998	 0.140103	 0.04866	 0.02903	 0.72587	 0.00084
0.011248	 0.157903	 0.05779	 0.03285	 0.73027	 0.00111
0.012498	 0.170152	 0.06621	 0.03726	 0.74537	 0.00102
0.013748	 0.184773	 0.07608	 0.04194	 0.76275	 0.00124
0.014998	 0.202649	 0.08695	 0.04589	 0.76490	 0.00147
0.016248	 0.215101	 0.09712	 0.05085	 0.78248	 0.00178
0.017498	 0.230165	 0.10686	 0.05389	 0.76993	 0.00272
0.018748	 0.245706	 0.11794	 0.05757	 0.76767	 0.00279
0.001250	 0.014414	 0.00462	 0.00442	 0.88330	 0.00000
0.002500	 0.028475	 0.00875	 0.00794	 0.79355	 0.00011
0.003750	 0.044233	 0.01393	 0.01198	 0.79837	 0.00012
0.005000	 0.060915	 0.02019	 0.01648	 0.82395	 0.00012
0.006250	 0.076813	 0.02643	 0.02053	 0.82101	 0.00012
0.007500	 0.092684	 0.03337	 0.02477	 0.82583	 0.00014
0.008750	 0.112487	 0.04156	 0.02891	 0.82589	 0.00033
0.010000	 0.129008	 0.04896	 0.03231	 0.80782	 0.00049
0.011250	 0.143172	 0.05692	 0.03643	 0.80947	 0.00078
0.012500	 0.157827	 0.06397	 0.03906	 0.78129	 0.00093
0.013750	 0.173755	 0.07358	 0.04339	 0.78895	 0.00117
