#time	 meanx: <x>	 meanspeed: <v>	 mu	 abb	 abbdeff
0.399990	 0.1144	 0.28594	 0.2859	  0	 0
0.599990	 0.1403	 0.23386	 0.2339	  0	 0
0.799990	 0.1915	 0.23936	 0.2394	  0	 0
0.999990	 0.1947	 0.19466	 0.1947	  0	 0
1.199990	 0.2586	 0.21547	 0.2155	  0	 0
1.399990	 0.3393	 0.24238	 0.2424	  0	 0
1.599990	 0.3585	 0.22405	 0.2241	  0	 0
1.799990	 0.4633	 0.25737	 0.2574	  0	 0
1.999990	 0.4939	 0.24694	 0.2469	  0	 0
0.200000	 0.0680	 0.33983	 0.3398	  0	 0
0.400000	 0.1412	 0.35290	 0.3529	  0	 0
0.600000	 0.1464	 0.24403	 0.2440	  0	 0
0.800000	 0.1594	 0.19929	 0.1993	  0	 0
1.000000	 0.2167	 0.21673	 0.2167	  0	 0
1.200000	 0.2874	 0.23948	 0.2395	  0	 0
1.400000	 0.3306	 0.23614	 0.2361	  0	 0
1.600000	 0.3678	 0.22985	 0.2298	  0	 0
1.800000	 0.3833	 0.21295	 0.2130	  0	 0
2.000000	 0.4481	 0.22404	 0.2240	  0	 0
2.200000	 0.4971	 0.22597	 0.2260	  0	 0
2.400000	 0.5328	 0.22199	 0.2220	  0	 0
2.600000	 0.5439	 0.20919	 0.2092	  0	 0
2.800000	 0.5947	 0.21241	 0.2124	  0	 0
3.000000	 0.5483	 0.18278	 0.1828	  0	 0
3.200000	 0.6383	 0.19947	 0.1995	  0	 0
3.400000	 0.7391	 0.21737	 0.2174	  0	 0
3.600000	 0.8009	 0.22246	 0.2225	  0	 0
3.800000	 0.8479	 0.22314	 0.2231	  0	 0
4.000000	 0.8558	 0.21395	 0.2139	  0	 0
4.200000	 0.8625	 0.20536	 0.2054	  0	 0
4.400000	 0.9476	 0.21537	 0.2154	  0	 0
4.600000	 0.9499	 0.20651	 0.2065	  0	 0
4.800000	 1.0601	 0.22086	 0.2209	  0	 0
5.000000	 1.0890	 0.21780	 0.2178	  0	 0
5.200000	 1.1668	 0.22439	 0.2244	  0	 0
5.400000	 1.2179	 0.22554	 0.2255	  0	 0
5.600000	 1.3196	 0.23564	 0.2356	  0	 0
5.800000	 1.3455	 0.23198	 0.2320	  0	 0
6.000000	 1.4062	 0.23436	 0.2344	  0	 0
6.200000	 1.4345	 0.23137	 0.2314	  0	 0
6.400000	 1.4785	 0.23102	 0.2310	  0	 0
6.600000	 1.5298	 0.23179	 0.2318	  0	 0
6.800000	 1.5005	 0.22066	 0.2207	  0	 0
7.000000	 1.5659	 0.22370	 0.2237	  0	 0
7.200000	 1.5723	 0.21838	 0.2184	  0	 0
7.400000	 1.6555	 0.22371	 0.2237	  0	 0
7.600000	 1.6475	 0.21678	 0.2168	  0	 0
7.800000	 1.5883	 0.20363	 0.2036	  0	 0
8.000000	 1.6878	 0.21097	 0.2110	  0	 0
8.200000	 1.7073	 0.20821	 0.2082	  1	 1
8.400000	 1.7973	 0.21396	 0.2140	  2	 2
8.600000	 1.8625	 0.21657	 0.2166	  3	 3
8.800000	 1.9600	 0.22273	 0.2227	  4	 4
9.000000	 2.0013	 0.22237	 0.2224	  5	 5
9.200000	 1.9806	 0.21528	 0.2153	  6	 6
9.400000	 2.0525	 0.21835	 0.2184	  7	 7
9.600000	 2.1766	 0.22673	 0.2267	  8	 8
9.800000	 2.2067	 0.22517	 0.2252	  9	 9
10.000000	 2.2697	 0.22697	 0.2270	  10	 10
10.200000	 2.3473	 0.23013	 0.2301	  11	 11
10.400000	 2.3675	 0.22765	 0.2276	  12	 12
10.600000	 2.4606	 0.23213	 0.2321	  13	 13
10.800000	 2.4855	 0.23014	 0.2301	  14	 14
11.000000	 2.5508	 0.23189	 0.2319	  15	 15
11.200000	 2.6320	 0.23500	 0.2350	  16	 16
11.400000	 2.6345	 0.23109	 0.2311	  17	 17
11.600000	 2.6962	 0.23243	 0.2324	  18	 18
11.800000	 2.7436	 0.23251	 0.2325	  19	 19
12.000000	 2.7415	 0.22846	 0.2285	  20	 20


Average of all Threads:

meanx = 2.74152	 meanspeed = 0.22846	 mu = 0.22846

