#time	 tcoeff.meanspd	  <x^3>-3<x^2><x>+2<x>^3
0.009998	 1.506757	 0.00035
0.019998	 1.730731	 -0.00039
0.029997	 2.055303	 -0.00336
0.039998	 1.457240	 0.00614
0.049998	 1.396344	 0.00543
0.059998	 1.130214	 0.01257
0.069998	 0.912625	 0.01455
0.079998	 0.811892	 0.02161
0.089998	 1.142148	 0.01859
0.099998	 1.315998	 0.01371
0.109998	 1.158038	 0.01306
0.119998	 1.078957	 -0.01058
0.129998	 1.144788	 -0.02543
0.139998	 1.129733	 -0.02396
0.149997	 1.239522	 -0.02537
0.159997	 1.212796	 -0.05423
0.169997	 1.306179	 -0.04747
0.179997	 1.226638	 -0.01382
0.189997	 1.182629	 -0.00088
0.199997	 1.175853	 -0.01652
0.209997	 1.269361	 -0.03659
0.219997	 1.262629	 -0.03649
0.229997	 1.184157	 -0.02320
0.239997	 1.117265	 -0.00148
0.249997	 1.184935	 -0.01209
0.259997	 1.237892	 -0.03633
0.269997	 1.244996	 -0.03379
0.279997	 1.274871	 -0.03027
0.289997	 1.251507	 -0.07326
0.299997	 1.201616	 -0.01150
0.010000	 2.491053	 0.00343
0.020000	 1.259785	 0.01254
0.030000	 0.565911	 0.01966
0.040000	 0.763148	 0.00849
0.050000	 0.705017	 0.01191
0.060000	 0.833284	 0.02378
0.070000	 0.790763	 0.00052
0.080000	 0.570837	 0.02243
0.090000	 0.619193	 0.00281
0.100000	 0.607661	 0.01440
0.110000	 0.869191	 0.02828
0.120000	 0.755012	 0.02824
0.130000	 0.706950	 0.04030
0.140000	 0.740456	 0.00651
0.150000	 0.837954	 -0.01484
0.160000	 0.859090	 -0.03248
0.170000	 0.884407	 -0.01586
0.180000	 0.944450	 0.01561
0.190000	 0.963875	 0.03053
0.200000	 0.955566	 -0.01021
0.210000	 0.898486	 0.01374
0.220000	 0.819405	 -0.01188
0.230000	 0.890739	 0.01502
0.240000	 0.936387	 0.02115
0.250000	 0.950407	 -0.00063
0.260000	 0.920784	 -0.03072
0.270000	 0.943920	 -0.00416
0.280000	 0.962586	 0.02214
0.290000	 0.972008	 -0.00275
0.300000	 0.943500	 -0.05560
0.310000	 0.898958	 -0.06533
0.320000	 0.926979	 -0.02759
0.330000	 0.954479	 -0.02562
0.340000	 0.937863	 -0.03515
0.350000	 0.957886	 -0.03884
0.360000	 0.947273	 -0.02577
0.370000	 1.035393	 -0.03793
0.380000	 1.009872	 -0.06517
0.390000	 1.023247	 -0.14441
0.400000	 1.000886	 -0.09606


Average of all Threads:

meanx = 0.40035	 meanxsqu = 0.90755	 mthree = -0.09606

