#time	 tcoeff.meanx	 tcoeff.mu	 Meansqdist	  tcoeff.deff  	 abb	 abbdeff
0.009998	 0.0151	 0.75338	 0.0321	 0.79652	 0	 0
0.019998	 0.0346	 0.86537	 0.0551	 0.67351	 0	 0
0.029997	 0.0617	 1.02765	 0.0814	 0.64690	 0	 0
0.039998	 0.0583	 0.72862	 0.1002	 0.60488	 0	 0
0.049998	 0.0698	 0.69817	 0.1140	 0.54546	 0	 0
0.059998	 0.0678	 0.56511	 0.1260	 0.50573	 0	 0
0.069998	 0.0639	 0.45631	 0.1412	 0.48988	 0	 0
0.079998	 0.0649	 0.40595	 0.1629	 0.49577	 0	 0
0.089998	 0.1028	 0.57107	 0.1833	 0.47976	 0	 0
0.099998	 0.1316	 0.65800	 0.2238	 0.51619	 0	 0
0.109998	 0.1274	 0.57902	 0.2513	 0.53422	 0	 0
0.119998	 0.1295	 0.53948	 0.2633	 0.51359	 0	 0
0.129998	 0.1488	 0.57239	 0.2988	 0.53194	 0	 0
0.139998	 0.1582	 0.56487	 0.3123	 0.51297	 0	 0
0.149997	 0.1859	 0.61976	 0.3493	 0.52464	 0	 0
0.159997	 0.1940	 0.60640	 0.4102	 0.58211	 0	 0
0.169997	 0.2220	 0.65309	 0.4469	 0.58466	 0	 0
0.179997	 0.2208	 0.61332	 0.4803	 0.59943	 0	 0
0.189997	 0.2247	 0.59131	 0.4897	 0.57790	 0	 0
0.199997	 0.2352	 0.58793	 0.5066	 0.56410	 0	 0
0.209997	 0.2666	 0.63468	 0.5386	 0.55660	 0	 0
0.219997	 0.2778	 0.63131	 0.5668	 0.55646	 0	 0
0.229997	 0.2724	 0.59208	 0.5801	 0.54993	 0	 0
0.239997	 0.2681	 0.55863	 0.5759	 0.52498	 0	 0
0.249997	 0.2962	 0.59247	 0.5800	 0.49229	 0	 0
0.259997	 0.3218	 0.61895	 0.6128	 0.48965	 0	 0
0.269997	 0.3361	 0.62250	 0.6209	 0.47027	 0	 0
0.279997	 0.3570	 0.63744	 0.6737	 0.48772	 0	 0
0.289997	 0.3629	 0.62575	 0.6997	 0.48960	 0	 0
0.299997	 0.3605	 0.60081	 0.7111	 0.48429	 0	 0
0.010000	 0.0249	 1.24553	 0.1944	 4.84480	 0	 0
0.020000	 0.0252	 0.62989	 0.2171	 2.70577	 0	 0
0.030000	 0.0170	 0.28296	 0.2411	 2.00688	 0	 0
0.040000	 0.0305	 0.38157	 0.2688	 1.67405	 0	 0
0.050000	 0.0353	 0.35251	 0.2900	 1.44370	 0	 0
0.060000	 0.0500	 0.41664	 0.3213	 1.32827	 0	 0
0.070000	 0.0554	 0.39538	 0.3347	 1.18433	 0	 0
0.080000	 0.0457	 0.28542	 0.3409	 1.05873	 0	 0
0.090000	 0.0557	 0.30960	 0.3596	 0.99020	 0	 0
0.100000	 0.0608	 0.30383	 0.3478	 0.86017	 0	 0
0.110000	 0.0956	 0.43460	 0.3525	 0.78029	 0	 0
0.120000	 0.0906	 0.37751	 0.3550	 0.72239	 0	 0
0.130000	 0.0919	 0.35348	 0.3842	 0.72264	 0	 0
0.140000	 0.1037	 0.37023	 0.3808	 0.66076	 0	 0
0.150000	 0.1257	 0.41898	 0.3995	 0.63954	 0	 0
0.160000	 0.1375	 0.42954	 0.4285	 0.64009	 0	 0
0.170000	 0.1503	 0.44220	 0.4427	 0.61783	 0	 0
0.180000	 0.1700	 0.47223	 0.5047	 0.66081	 0	 0
0.190000	 0.1831	 0.48194	 0.5456	 0.67382	 0	 0
0.200000	 0.1911	 0.47778	 0.5788	 0.67780	 0	 0
0.210000	 0.1887	 0.44924	 0.5740	 0.64090	 1	 1
0.220000	 0.1803	 0.40970	 0.6057	 0.65138	 2	 2
0.230000	 0.2049	 0.44537	 0.6056	 0.61259	 3	 3
0.240000	 0.2247	 0.46819	 0.6269	 0.60045	 4	 4
0.250000	 0.2376	 0.47520	 0.6525	 0.59601	 5	 5
0.260000	 0.2394	 0.46039	 0.6713	 0.59041	 6	 6
0.270000	 0.2549	 0.47196	 0.6635	 0.55421	 7	 7
0.280000	 0.2695	 0.48129	 0.6782	 0.54071	 8	 8
0.290000	 0.2819	 0.48600	 0.6680	 0.50739	 9	 9
0.300000	 0.2830	 0.47175	 0.6684	 0.49023	 10	 10
0.310000	 0.2787	 0.44948	 0.7165	 0.51515	 11	 11
0.320000	 0.2966	 0.46349	 0.7551	 0.52120	 12	 12
0.330000	 0.3150	 0.47724	 0.7775	 0.51386	 13	 13
0.340000	 0.3189	 0.46893	 0.7799	 0.49872	 14	 14
0.350000	 0.3353	 0.47894	 0.8083	 0.49707	 15	 15
0.360000	 0.3410	 0.47364	 0.8459	 0.50667	 16	 16
0.370000	 0.3831	 0.51770	 0.8616	 0.48297	 17	 17
0.380000	 0.3838	 0.50494	 0.8832	 0.48415	 18	 18
0.390000	 0.3991	 0.51162	 0.9093	 0.48077	 19	 19
0.400000	 0.4004	 0.50044	 0.9076	 0.46704	 20	 20


Average of all Threads:

msd = 0.74727	 meanspd = 1.00089	 mu = 0.50044	 deff = 0.46704

