#time	 meanx: <x>	 meanspeed: <v>	 mu	 abb	 abbdeff
7.999990	 0.2707	 0.03384	 0.2115	  0	 0
11.999990	 0.3835	 0.03196	 0.1997	  0	 0
15.999990	 0.6686	 0.04179	 0.2612	  0	 0
19.999990	 1.0694	 0.05347	 0.3342	  0	 0
23.999990	 0.9862	 0.04109	 0.2568	  0	 0
27.999990	 1.2369	 0.04418	 0.2761	  0	 0
31.999990	 1.6854	 0.05267	 0.3292	  0	 0
35.999990	 1.7283	 0.04801	 0.3000	  0	 0
39.999990	 2.1622	 0.05406	 0.3378	  0	 0
4.000000	 0.2143	 0.05358	 0.3349	  0	 0
8.000000	 0.4294	 0.05367	 0.3355	  0	 0
12.000000	 0.6938	 0.05782	 0.3614	  0	 0
16.000000	 1.0702	 0.06689	 0.4181	  0	 0
20.000000	 1.3849	 0.06924	 0.4328	  0	 0
24.000000	 1.7624	 0.07343	 0.4590	  0	 0
28.000000	 2.2294	 0.07962	 0.4976	  0	 0
32.000000	 2.3398	 0.07312	 0.4570	  0	 0
36.000000	 2.5358	 0.07044	 0.4402	  0	 0
40.000000	 2.6583	 0.06646	 0.4154	  0	 0
44.000000	 2.6586	 0.06042	 0.3776	  0	 0
48.000000	 3.0422	 0.06338	 0.3961	  0	 0
52.000000	 3.2045	 0.06163	 0.3852	  0	 0
56.000000	 3.6154	 0.06456	 0.4035	  0	 0
60.000000	 3.6847	 0.06141	 0.3838	  0	 0
64.000000	 3.9157	 0.06118	 0.3824	  0	 0
68.000000	 4.0111	 0.05899	 0.3687	  0	 0
72.000000	 4.3014	 0.05974	 0.3734	  0	 0
76.000000	 4.6585	 0.06130	 0.3831	  0	 0
80.000000	 5.0814	 0.06352	 0.3970	  0	 0
84.000000	 5.2108	 0.06203	 0.3877	  0	 0
88.000000	 5.1760	 0.05882	 0.3676	  0	 0
92.000000	 5.3198	 0.05782	 0.3614	  0	 0
96.000000	 5.6319	 0.05867	 0.3667	  0	 0
100.000000	 5.7043	 0.05704	 0.3565	  0	 0
104.000000	 5.7534	 0.05532	 0.3458	  0	 0
108.000000	 6.1186	 0.05665	 0.3541	  0	 0
112.000000	 6.4745	 0.05781	 0.3613	  0	 0
116.000000	 6.5236	 0.05624	 0.3515	  0	 0
120.000000	 6.7233	 0.05603	 0.3502	  0	 0
124.000000	 7.0753	 0.05706	 0.3566	  0	 0
128.000000	 7.2344	 0.05652	 0.3532	  0	 0
132.000000	 7.3715	 0.05584	 0.3490	  0	 0
136.000000	 7.6874	 0.05652	 0.3533	  0	 0
140.000000	 7.3778	 0.05270	 0.3294	  0	 0
144.000000	 7.6256	 0.05296	 0.3310	  0	 0
148.000000	 8.3271	 0.05626	 0.3517	  0	 0
152.000000	 8.3877	 0.05518	 0.3449	  0	 0
156.000000	 8.4216	 0.05398	 0.3374	  0	 0
160.000000	 8.9743	 0.05609	 0.3506	  0	 0
164.000000	 9.2541	 0.05643	 0.3527	  1	 1
168.000000	 9.1679	 0.05457	 0.3411	  2	 2
172.000000	 9.3602	 0.05442	 0.3401	  3	 3
176.000000	 9.9885	 0.05675	 0.3547	  4	 4
180.000000	 10.3490	 0.05749	 0.3593	  5	 5
184.000000	 10.8197	 0.05880	 0.3675	  6	 6
188.000000	 10.9404	 0.05819	 0.3637	  7	 7
192.000000	 11.6596	 0.06073	 0.3795	  8	 8
196.000000	 11.9478	 0.06096	 0.3810	  9	 9
200.000000	 12.4896	 0.06245	 0.3903	  10	 10
204.000000	 12.7262	 0.06238	 0.3899	  11	 11
208.000000	 12.9032	 0.06203	 0.3877	  12	 12
212.000000	 13.2182	 0.06235	 0.3897	  13	 13
216.000000	 13.4763	 0.06239	 0.3899	  14	 14
220.000000	 13.7589	 0.06254	 0.3909	  15	 15
224.000000	 13.7243	 0.06127	 0.3829	  16	 16
228.000000	 14.1201	 0.06193	 0.3871	  17	 17
232.000000	 14.3314	 0.06177	 0.3861	  18	 18
236.000000	 14.2884	 0.06054	 0.3784	  19	 19
240.000000	 14.4528	 0.06022	 0.3764	  20	 20


Average of all Threads:

meanx = 14.45283	 meanspeed = 0.06022	 mu = 0.37638

