#time	 meanx: <x>	 meanspeed: <v>	 mu	 abb	 abbdeff
0.399990	 0.1724	 0.43092	 0.4309	  0	 0
0.599990	 0.2125	 0.35416	 0.3542	  0	 0
0.799990	 0.2959	 0.36992	 0.3699	  0	 0
0.999990	 0.2909	 0.29086	 0.2909	  0	 0
1.199990	 0.3674	 0.30619	 0.3062	  0	 0
1.399990	 0.4579	 0.32706	 0.3271	  0	 0
1.599990	 0.5683	 0.35519	 0.3552	  0	 0
1.799990	 0.5721	 0.31785	 0.3179	  0	 0
1.999990	 0.6433	 0.32167	 0.3217	  0	 0
0.200000	 0.0337	 0.16872	 0.1687	  0	 0
0.400000	 0.1379	 0.34481	 0.3448	  0	 0
0.600000	 0.2221	 0.37019	 0.3702	  0	 0
0.800000	 0.1642	 0.20519	 0.2052	  0	 0
1.000000	 0.2037	 0.20366	 0.2037	  0	 0
1.200000	 0.2318	 0.19313	 0.1931	  0	 0
1.400000	 0.2973	 0.21238	 0.2124	  0	 0
1.600000	 0.3526	 0.22036	 0.2204	  0	 0
1.800000	 0.3603	 0.20014	 0.2001	  0	 0
2.000000	 0.3670	 0.18349	 0.1835	  0	 0
2.200000	 0.3840	 0.17452	 0.1745	  0	 0
2.400000	 0.4218	 0.17575	 0.1758	  0	 0
2.600000	 0.3665	 0.14097	 0.1410	  0	 0
2.800000	 0.4884	 0.17444	 0.1744	  0	 0
3.000000	 0.5010	 0.16699	 0.1670	  0	 0
3.200000	 0.5537	 0.17303	 0.1730	  0	 0
3.400000	 0.6176	 0.18165	 0.1817	  0	 0
3.600000	 0.6018	 0.16716	 0.1672	  0	 0
3.800000	 0.6350	 0.16710	 0.1671	  0	 0
4.000000	 0.7186	 0.17965	 0.1796	  0	 0
4.200000	 0.7775	 0.18511	 0.1851	  0	 0
4.400000	 0.7911	 0.17979	 0.1798	  0	 0
4.600000	 0.7751	 0.16850	 0.1685	  0	 0
4.800000	 0.8210	 0.17104	 0.1710	  0	 0
5.000000	 0.8946	 0.17893	 0.1789	  0	 0
5.200000	 0.9417	 0.18109	 0.1811	  0	 0
5.400000	 0.9251	 0.17131	 0.1713	  0	 0
5.600000	 0.9525	 0.17008	 0.1701	  0	 0
5.800000	 0.9968	 0.17186	 0.1719	  0	 0
6.000000	 0.9719	 0.16198	 0.1620	  0	 0
6.200000	 0.9839	 0.15869	 0.1587	  0	 0
6.400000	 1.0036	 0.15681	 0.1568	  0	 0
6.600000	 1.0705	 0.16220	 0.1622	  0	 0
6.800000	 1.0800	 0.15883	 0.1588	  0	 0
7.000000	 1.0467	 0.14953	 0.1495	  0	 0
7.200000	 1.1032	 0.15323	 0.1532	  0	 0
7.400000	 1.1234	 0.15182	 0.1518	  0	 0
7.600000	 1.1362	 0.14949	 0.1495	  0	 0
7.800000	 1.1657	 0.14945	 0.1495	  0	 0
8.000000	 1.2900	 0.16124	 0.1612	  0	 0
8.200000	 1.3222	 0.16125	 0.1612	  1	 1
8.400000	 1.4336	 0.17067	 0.1707	  2	 2
8.600000	 1.4691	 0.17083	 0.1708	  3	 3
8.800000	 1.4992	 0.17037	 0.1704	  4	 4
9.000000	 1.5714	 0.17460	 0.1746	  5	 5
9.200000	 1.5700	 0.17065	 0.1707	  6	 6
9.400000	 1.6242	 0.17279	 0.1728	  7	 7
9.600000	 1.6819	 0.17519	 0.1752	  8	 8
9.800000	 1.7630	 0.17990	 0.1799	  9	 9
10.000000	 1.7477	 0.17477	 0.1748	  10	 10
10.200000	 1.8351	 0.17991	 0.1799	  11	 11
10.400000	 1.7943	 0.17253	 0.1725	  12	 12
10.600000	 1.8919	 0.17848	 0.1785	  13	 13
10.800000	 1.9226	 0.17802	 0.1780	  14	 14
11.000000	 2.0039	 0.18217	 0.1822	  15	 15
11.200000	 2.0336	 0.18157	 0.1816	  16	 16
11.400000	 2.0830	 0.18272	 0.1827	  17	 17
11.600000	 2.0874	 0.17995	 0.1799	  18	 18
11.800000	 2.1208	 0.17973	 0.1797	  19	 19
12.000000	 2.2008	 0.18340	 0.1834	  20	 20


Average of all Threads:

meanx = 2.20084	 meanspeed = 0.18340	 mu = 0.18340

