#time	 meanx: <x>	 meanspeed: <v>	 mu	 abb	 abbdeff
3.999990	 0.3258	 0.08144	 0.5090	  0	 0
5.999990	 0.5461	 0.09102	 0.5689	  0	 0
7.999990	 0.7644	 0.09555	 0.5972	  0	 0
9.999990	 1.0690	 0.10690	 0.6681	  0	 0
11.999990	 1.2935	 0.10779	 0.6737	  0	 0
13.999990	 1.3808	 0.09863	 0.6164	  0	 0
15.999990	 1.6387	 0.10242	 0.6401	  0	 0
17.999990	 1.6962	 0.09423	 0.5890	  0	 0
19.999990	 1.7216	 0.08608	 0.5380	  0	 0
2.000000	 0.1676	 0.08379	 0.5237	  0	 0
4.000000	 0.2833	 0.07082	 0.4426	  0	 0
6.000000	 0.4773	 0.07955	 0.4972	  0	 0
8.000000	 0.5264	 0.06580	 0.4113	  0	 0
10.000000	 0.7669	 0.07669	 0.4793	  0	 0
12.000000	 1.0751	 0.08959	 0.5599	  0	 0
14.000000	 1.2397	 0.08855	 0.5534	  0	 0
16.000000	 1.3405	 0.08378	 0.5236	  0	 0
18.000000	 1.5261	 0.08478	 0.5299	  0	 0
20.000000	 1.7598	 0.08799	 0.5499	  0	 0
22.000000	 1.8148	 0.08249	 0.5156	  0	 0
24.000000	 2.0262	 0.08443	 0.5277	  0	 0
26.000000	 2.3599	 0.09077	 0.5673	  0	 0
28.000000	 2.3568	 0.08417	 0.5261	  0	 0
30.000000	 2.5941	 0.08647	 0.5404	  0	 0
32.000000	 3.0197	 0.09437	 0.5898	  0	 0
34.000000	 3.3668	 0.09902	 0.6189	  0	 0
36.000000	 3.5988	 0.09997	 0.6248	  0	 0
38.000000	 3.9490	 0.10392	 0.6495	  0	 0
40.000000	 4.6398	 0.11600	 0.7250	  0	 0
42.000000	 4.6555	 0.11084	 0.6928	  0	 0
44.000000	 4.9944	 0.11351	 0.7094	  0	 0
46.000000	 5.2774	 0.11473	 0.7170	  0	 0
48.000000	 5.4046	 0.11260	 0.7037	  0	 0
50.000000	 5.3657	 0.10731	 0.6707	  0	 0
52.000000	 5.5063	 0.10589	 0.6618	  0	 0
54.000000	 5.7425	 0.10634	 0.6646	  0	 0
56.000000	 6.1545	 0.10990	 0.6869	  0	 0
58.000000	 6.2391	 0.10757	 0.6723	  0	 0
60.000000	 6.3799	 0.10633	 0.6646	  0	 0
62.000000	 6.4639	 0.10426	 0.6516	  0	 0
64.000000	 6.6008	 0.10314	 0.6446	  0	 0
66.000000	 6.9406	 0.10516	 0.6573	  0	 0
68.000000	 7.0325	 0.10342	 0.6464	  0	 0
70.000000	 7.1639	 0.10234	 0.6396	  0	 0
72.000000	 7.2517	 0.10072	 0.6295	  0	 0
74.000000	 7.4643	 0.10087	 0.6304	  0	 0
76.000000	 7.7794	 0.10236	 0.6398	  0	 0
78.000000	 7.8788	 0.10101	 0.6313	  0	 0
80.000000	 8.1735	 0.10217	 0.6386	  0	 0
82.000000	 8.2196	 0.10024	 0.6265	  1	 1
84.000000	 8.4947	 0.10113	 0.6320	  2	 2
86.000000	 8.4083	 0.09777	 0.6111	  3	 3
88.000000	 8.8269	 0.10031	 0.6269	  4	 4
90.000000	 8.9816	 0.09980	 0.6237	  5	 5
92.000000	 9.2402	 0.10044	 0.6277	  6	 6
94.000000	 9.1799	 0.09766	 0.6104	  7	 7
96.000000	 9.2868	 0.09674	 0.6046	  8	 8
98.000000	 9.3715	 0.09563	 0.5977	  9	 9
100.000000	 9.4501	 0.09450	 0.5906	  10	 10
102.000000	 9.4593	 0.09274	 0.5796	  11	 11
104.000000	 9.5234	 0.09157	 0.5723	  12	 12
106.000000	 9.5055	 0.08967	 0.5605	  13	 13
108.000000	 9.7661	 0.09043	 0.5652	  14	 14
110.000000	 9.8398	 0.08945	 0.5591	  15	 15
112.000000	 10.0354	 0.08960	 0.5600	  16	 16
114.000000	 10.3928	 0.09116	 0.5698	  17	 17
116.000000	 10.4381	 0.08998	 0.5624	  18	 18
118.000000	 10.5491	 0.08940	 0.5587	  19	 19
120.000000	 10.7955	 0.08996	 0.5623	  20	 20


Average of all Threads:

meanx = 10.79554	 meanspeed = 0.08996	 mu = 0.56227

