#time	 meanx: <x>	 meanspeed: <v>	 mu	 abb	 abbdeff
0.006280	 -3.0233	 -481.43393	 0.4814	  0	 0
0.009420	 -4.3371	 -460.41732	 0.4604	  0	 0
0.012560	 -5.6730	 -451.67834	 0.4517	  0	 0
0.015700	 -7.0698	 -450.31224	 0.4503	  0	 0
0.018840	 -8.5277	 -452.64368	 0.4526	  0	 0
0.021980	 -10.0417	 -456.85826	 0.4569	  0	 0
0.025120	 -11.5868	 -461.26060	 0.4613	  0	 0
0.028260	 -13.1365	 -464.84668	 0.4648	  0	 0
0.031400	 -14.6871	 -467.74509	 0.4677	  0	 0
0.003140	 -2.1254	 -676.87161	 0.6769	  0	 0
0.006280	 -3.8410	 -611.62206	 0.6116	  0	 0
0.009420	 -5.5782	 -592.16435	 0.5922	  0	 0
0.012560	 -7.3666	 -586.50911	 0.5865	  0	 0
0.015700	 -9.1568	 -583.23768	 0.5832	  0	 0
0.018840	 -10.9796	 -582.77928	 0.5828	  0	 0
0.021980	 -12.7899	 -581.88611	 0.5819	  0	 0
0.025120	 -14.6221	 -582.09143	 0.5821	  0	 0
0.028260	 -16.4388	 -581.69966	 0.5817	  0	 0
0.031400	 -18.2705	 -581.86149	 0.5819	  0	 0
0.034540	 -20.1665	 -583.85939	 0.5839	  0	 0
0.037680	 -22.0560	 -585.34959	 0.5853	  0	 0
0.040820	 -23.9436	 -586.56550	 0.5866	  0	 0
0.043960	 -25.8221	 -587.39919	 0.5874	  0	 0
0.047100	 -27.7032	 -588.17766	 0.5882	  0	 0
0.050240	 -29.6078	 -589.32652	 0.5893	  0	 0
0.053380	 -31.4949	 -590.01304	 0.5900	  0	 0
0.056520	 -33.4151	 -591.20921	 0.5912	  0	 0
0.059660	 -35.2536	 -590.90924	 0.5909	  0	 0
0.062800	 -37.0637	 -590.18563	 0.5902	  0	 0
0.065940	 -38.8565	 -589.27020	 0.5893	  0	 0
0.069080	 -40.6793	 -588.87284	 0.5889	  0	 0
0.072220	 -42.4972	 -588.44065	 0.5884	  0	 0
0.075360	 -44.2857	 -587.65526	 0.5877	  0	 0
0.078500	 -46.1032	 -587.30204	 0.5873	  0	 0
0.081640	 -47.9285	 -587.07078	 0.5871	  0	 0
0.084780	 -49.7519	 -586.83484	 0.5868	  0	 0
0.087920	 -51.5441	 -586.26144	 0.5863	  0	 0
0.091060	 -53.3776	 -586.18095	 0.5862	  0	 0
0.094200	 -55.2539	 -586.55992	 0.5866	  0	 0
0.097340	 -57.1134	 -586.74095	 0.5867	  0	 0
0.100480	 -58.9365	 -586.54952	 0.5865	  0	 0
0.103620	 -60.7815	 -586.58097	 0.5866	  0	 0
0.106760	 -62.6964	 -587.26470	 0.5873	  0	 0
0.109900	 -64.5638	 -587.47797	 0.5875	  0	 0
0.113040	 -66.4868	 -588.17053	 0.5882	  0	 0
0.116180	 -68.4580	 -589.24042	 0.5892	  0	 0
0.119320	 -70.4325	 -590.28233	 0.5903	  0	 0
0.122460	 -72.4160	 -591.34424	 0.5913	  0	 0
0.125600	 -74.4085	 -592.42459	 0.5924	  0	 0
0.128740	 -76.4200	 -593.59925	 0.5936	  1	 1
0.131880	 -78.3992	 -594.47390	 0.5945	  2	 2
0.135020	 -80.4493	 -595.83258	 0.5958	  3	 3
0.138160	 -82.5418	 -597.43630	 0.5974	  4	 4
0.141300	 -84.6189	 -598.85960	 0.5989	  5	 5
0.144440	 -86.6726	 -600.05921	 0.6001	  6	 6
0.147580	 -88.7353	 -601.26912	 0.6013	  7	 7
0.150720	 -90.7935	 -602.39878	 0.6024	  8	 8
0.153860	 -92.8737	 -603.62467	 0.6036	  9	 9
0.157000	 -94.9208	 -604.59104	 0.6046	  10	 10
0.160140	 -96.9336	 -605.30525	 0.6053	  11	 11
0.163280	 -98.9262	 -605.86875	 0.6059	  12	 12
0.166420	 -100.9788	 -606.77100	 0.6068	  13	 13
0.169560	 -103.0026	 -607.47014	 0.6075	  14	 14
0.172700	 -105.0221	 -608.11884	 0.6081	  15	 15
0.175840	 -107.0318	 -608.68854	 0.6087	  16	 16
0.178980	 -109.0612	 -609.34869	 0.6093	  17	 17
0.182120	 -111.1036	 -610.05705	 0.6101	  18	 18
0.185260	 -113.0839	 -610.40668	 0.6104	  19	 19
0.188400	 -115.0784	 -610.81954	 0.6108	  20	 20


Average of all Threads:

meanx = -115.07840	 meanspeed = -610.81954	 mu = 0.61082

