#xpositions	 ypositions
0.10620	 -0.67212
0.07137	 0.68372
0.49708	 0.41137
0.09820	 0.40870
0.76409	 0.09809
0.18580	 0.52960
0.40813	 -0.30747
0.63975	 -0.35503
0.08595	 0.33393
0.21506	 0.52820
0.17843	 0.56892
0.77799	 -0.18937
0.14248	 -0.35320
0.68083	 -0.05803
0.64538	 0.28561
0.48641	 -0.20353
0.08504	 0.23879
0.25983	 0.39155
0.13280	 0.08878
0.48421	 -0.42804
0.73418	 0.03519
0.13768	 0.74389
0.36718	 -0.07702
0.26576	 0.03968
0.43284	 0.38421
0.08539	 0.63918
0.69451	 0.11994
0.07581	 0.04489
0.27321	 0.18397
0.58969	 0.21953
0.77859	 0.15348
0.30579	 -0.43536
0.78455	 -0.05561
0.71299	 -0.23734
0.28300	 0.13364
0.12276	 -0.68008
0.39723	 -0.13148
0.91548	 -0.02367
0.07596	 -0.81547
0.35707	 -0.45026
0.33835	 0.09018
0.61018	 0.34041
0.17116	 0.64538
0.29324	 0.17192
0.58156	 0.17055
0.39226	 0.32445
0.27079	 0.58266
0.18409	 -0.65984
0.27847	 0.10049
0.55055	 -0.10873
0.42392	 -0.06806
0.15469	 -0.13265
0.52847	 0.26851
0.08897	 -0.72383
0.34479	 -0.17364
0.39927	 -0.42955
0.50583	 -0.13316
0.21059	 0.30080
0.17520	 -0.01074
0.34140	 -0.19676
0.43867	 -0.12074
0.50125	 0.08207
0.18150	 0.64458
0.61387	 0.34801
0.80212	 0.15710
0.66560	 0.14592
0.49967	 0.43971
0.20969	 -0.33180
0.17632	 -0.21258
0.02115	 0.04467
0.74881	 -0.10431
0.82591	 0.11019
0.10490	 0.10375
0.33446	 0.34544
0.55105	 0.03386
0.40669	 0.32734
0.28048	 -0.53548
0.63804	 -0.27786
0.49866	 0.36762
0.21038	 -0.45337
0.21806	 0.47049
0.32921	 -0.44691
0.12286	 0.17114
0.69299	 0.19797
0.27694	 0.27917
0.69282	 0.09286
0.50172	 0.28742
0.15405	 -0.69435
0.73556	 0.18598
0.21584	 0.00607
0.44754	 0.18438
0.23509	 0.35142
0.17593	 -0.70174
0.08980	 -0.75570
0.64923	 0.24603
0.35494	 -0.17140
0.39433	 -0.37642
0.31180	 -0.43185
0.23333	 -0.08844
0.70637	 -0.21435
0.69636	 -0.22551
0.71869	 0.08514
0.43670	 -0.00955
0.31958	 -0.14044
0.91297	 -0.00128
0.15223	 -0.36163
0.44715	 -0.38107
0.44136	 0.06986
0.16069	 0.46224
0.51580	 0.18566
0.11295	 -0.75558
0.26591	 -0.56749
0.06167	 -0.47000
0.09876	 0.54485
0.20046	 -0.06566
0.57374	 -0.41078
0.40956	 -0.35622
0.72096	 0.08427
0.19619	 -0.59286
0.74245	 -0.04266
0.26649	 -0.22756
0.55408	 0.12324
0.36013	 0.18814
0.61304	 0.14937
0.29042	 0.56540
0.42820	 -0.22532
0.29873	 -0.36145
0.39091	 -0.41800
0.41998	 0.40799
0.49058	 0.12877
0.31315	 0.29562
0.62042	 0.24219
0.12920	 -0.21621
0.29526	 -0.18004
0.05479	 0.25196
0.70959	 0.11723
0.07419	 0.18428
0.09290	 0.70244
0.31534	 0.32674
0.24602	 0.48245
0.25959	 0.54167
0.42793	 0.21681
0.10625	 -0.28181
0.64172	 -0.15775
0.69627	 0.12457
0.29999	 0.42877
0.14582	 0.19144
0.20215	 -0.26563
0.20550	 0.65438
0.48970	 -0.02565
0.08537	 -0.80003
0.28753	 -0.31567
0.22548	 -0.15487
0.47984	 -0.12291
0.71374	 0.12531
0.38879	 -0.22171
0.70932	 -0.03488
0.00372	 -0.01426
0.08358	 0.72093
0.12263	 0.42868
0.18429	 0.67224
0.14971	 0.00470
0.08647	 -0.11611
0.22126	 -0.23298
0.22610	 -0.23599
0.72077	 0.00032
0.07358	 -0.36730
0.18545	 0.08246
0.45121	 0.33856
0.58199	 0.37836
0.06604	 0.49208
0.55290	 0.35082
0.62600	 0.27639
0.56146	 -0.38372
0.58389	 -0.36070
0.47585	 0.25950
0.48435	 0.06882
0.16676	 -0.47777
0.80165	 -0.06747
0.57439	 -0.02861
0.42292	 -0.05826
0.18985	 -0.22447
0.22744	 -0.28687
0.30620	 0.65331
0.51951	 -0.08582
0.46829	 -0.49507
0.41917	 0.26064
0.39213	 -0.40810
0.16039	 0.41312
0.14841	 0.60770
0.15581	 0.26602
0.65632	 0.25574
0.57388	 -0.23422
0.13455	 -0.39848
0.65562	 0.13566
0.71214	 -0.28038
0.80931	 0.19775
0.32524	 0.62358
0.32367	 0.14703
0.23947	 0.52859
