#time	 tcoeff.meanx	 tcoeff.mu	 Meansqdist	  tcoeff.deff  	 abb	 abbdeff
0.009998	 0.0136	 0.68161	 0.0284	 0.70464	 0	 0
0.019998	 0.0199	 0.49832	 0.0620	 0.77035	 0	 0
0.029997	 0.0528	 0.87970	 0.0915	 0.73897	 0	 0
0.039998	 0.0512	 0.63950	 0.1069	 0.65181	 0	 0
0.049998	 0.0655	 0.65540	 0.1221	 0.58893	 0	 0
0.059998	 0.0675	 0.56258	 0.1327	 0.53408	 0	 0
0.069998	 0.0486	 0.34740	 0.1382	 0.48498	 0	 0
0.079998	 0.0537	 0.33542	 0.1661	 0.51010	 0	 0
0.089998	 0.0580	 0.32234	 0.1894	 0.51670	 0	 0
0.099998	 0.0637	 0.31830	 0.1995	 0.48870	 0	 0
0.010000	 0.0229	 1.14740	 0.1246	 3.10279	 0	 0
0.020000	 0.0466	 1.16429	 0.1410	 1.73556	 0	 0
0.030000	 0.0548	 0.91348	 0.1672	 1.36829	 0	 0
0.040000	 0.0734	 0.91722	 0.1955	 1.18793	 0	 0
0.050000	 0.0780	 0.78043	 0.2217	 1.07790	 0	 0
0.060000	 0.0911	 0.75878	 0.2530	 1.01944	 0	 0
0.070000	 0.0903	 0.64534	 0.2577	 0.89112	 0	 0
0.080000	 0.0766	 0.47889	 0.2591	 0.79122	 0	 0
0.090000	 0.0859	 0.47700	 0.2530	 0.68235	 0	 0
0.100000	 0.1231	 0.61546	 0.2961	 0.70246	 0	 0
0.110000	 0.1327	 0.60324	 0.3379	 0.72799	 0	 0
0.120000	 0.1297	 0.54046	 0.3499	 0.69391	 0	 0
0.130000	 0.1426	 0.54865	 0.3655	 0.66379	 0	 0
0.140000	 0.1444	 0.51583	 0.3875	 0.65480	 0	 0
0.150000	 0.1475	 0.49175	 0.4390	 0.69544	 0	 0
0.160000	 0.1688	 0.52750	 0.4794	 0.70451	 0	 0
0.170000	 0.1838	 0.54057	 0.4958	 0.67948	 0	 0
0.180000	 0.2092	 0.58110	 0.5410	 0.69060	 0	 0
0.190000	 0.2212	 0.58222	 0.5967	 0.72071	 0	 0
0.200000	 0.2334	 0.58338	 0.6091	 0.69335	 0	 0
0.210000	 0.2633	 0.62685	 0.6582	 0.70104	 0	 0
0.220000	 0.2688	 0.61098	 0.6698	 0.67906	 0	 0
0.230000	 0.2763	 0.60066	 0.6495	 0.62300	 0	 0
0.240000	 0.3016	 0.62829	 0.6700	 0.60317	 0	 0
0.250000	 0.3011	 0.60230	 0.6721	 0.58141	 0	 0
0.260000	 0.2881	 0.55404	 0.6871	 0.58084	 0	 0
0.270000	 0.2876	 0.53265	 0.6789	 0.55203	 0	 0
0.280000	 0.3151	 0.56263	 0.7228	 0.55669	 0	 0
0.290000	 0.3090	 0.53281	 0.7167	 0.53553	 0	 0
0.300000	 0.3008	 0.50141	 0.7228	 0.52689	 0	 0
0.310000	 0.3177	 0.51242	 0.7304	 0.50760	 0	 0
0.320000	 0.3294	 0.51471	 0.7920	 0.53400	 0	 0
0.330000	 0.3424	 0.51876	 0.8038	 0.52011	 0	 0
0.340000	 0.3361	 0.49422	 0.7910	 0.49857	 0	 0
0.350000	 0.3349	 0.47843	 0.8470	 0.52488	 0	 0
0.360000	 0.3665	 0.50905	 0.8845	 0.52094	 0	 0
0.370000	 0.3504	 0.47354	 0.9125	 0.53356	 0	 0
0.380000	 0.3402	 0.44767	 0.9023	 0.51746	 0	 0
0.390000	 0.3414	 0.43767	 0.8883	 0.49471	 0	 0
0.400000	 0.3450	 0.43123	 0.8761	 0.47321	 0	 0
0.410000	 0.3656	 0.44591	 0.8889	 0.46047	 1	 1
0.420000	 0.3686	 0.43876	 0.9271	 0.47100	 2	 2
0.430000	 0.3878	 0.45091	 0.9544	 0.46744	 3	 3
0.440000	 0.3810	 0.43300	 0.9673	 0.46709	 4	 4
0.450000	 0.4005	 0.44501	 0.9919	 0.46193	 5	 5
0.460000	 0.3999	 0.43470	 0.9723	 0.44152	 6	 6
0.470000	 0.4230	 0.45000	 0.9965	 0.43486	 7	 7
0.480000	 0.4263	 0.44405	 0.9887	 0.42028	 8	 8
0.490000	 0.4433	 0.45230	 1.0224	 0.42139	 9	 9
0.500000	 0.4759	 0.47592	 1.1264	 0.44996	 10	 10
0.510000	 0.4863	 0.47673	 1.1366	 0.44123	 11	 11
0.520000	 0.4787	 0.46030	 1.1226	 0.42956	 12	 12
0.530000	 0.5058	 0.47716	 1.1473	 0.42049	 13	 13
0.540000	 0.5136	 0.47554	 1.1818	 0.42501	 14	 14
0.550000	 0.5265	 0.47866	 1.1803	 0.41050	 15	 15
0.560000	 0.5130	 0.45801	 1.1734	 0.40639	 16	 16
0.570000	 0.5253	 0.46076	 1.2225	 0.41516	 17	 17
0.580000	 0.5312	 0.45790	 1.2207	 0.40457	 18	 18
0.590000	 0.5420	 0.45935	 1.2366	 0.39947	 19	 19
0.600000	 0.5509	 0.45911	 1.2448	 0.39221	 20	 20


Average of all Threads:

msd = 0.94131	 meanspd = 0.91823	 mu = 0.45911	 deff = 0.39221

