#time	 tcoeff.meanspd	  <x^3>-3<x^2><x>+2<x>^3
0.009998	 1.363226	 -0.00016
0.019998	 0.996633	 -0.00771
0.029997	 1.759398	 -0.01568
0.039998	 1.279002	 -0.00597
0.049998	 1.310803	 -0.00325
0.059998	 1.125163	 0.00060
0.069998	 0.694804	 -0.00180
0.079998	 0.670839	 -0.00171
0.089998	 0.644670	 0.02216
0.099998	 0.636609	 0.02790
0.010000	 2.294806	 0.00365
0.020000	 2.328579	 -0.00172
0.030000	 1.826960	 0.02030
0.040000	 1.834439	 0.03304
0.050000	 1.560852	 0.04239
0.060000	 1.517553	 0.03852
0.070000	 1.290687	 0.03799
0.080000	 0.957772	 0.05292
0.090000	 0.953993	 0.03417
0.100000	 1.230926	 0.03250
0.110000	 1.206486	 0.06397
0.120000	 1.080918	 0.08915
0.130000	 1.097305	 0.06556
0.140000	 1.031669	 0.03040
0.150000	 0.983506	 0.01627
0.160000	 1.054992	 0.00517
0.170000	 1.081131	 -0.02331
0.180000	 1.162196	 -0.05160
0.190000	 1.164437	 -0.08490
0.200000	 1.166755	 -0.06133
0.210000	 1.253700	 -0.03480
0.220000	 1.221956	 -0.03932
0.230000	 1.201325	 -0.05951
0.240000	 1.256571	 -0.08077
0.250000	 1.204593	 -0.12240
0.260000	 1.108089	 -0.11641
0.270000	 1.065305	 -0.09757
0.280000	 1.125251	 -0.09600
0.290000	 1.065628	 -0.06065
0.300000	 1.002824	 -0.06821
0.310000	 1.024838	 -0.05949
0.320000	 1.029429	 0.00010
0.330000	 1.037514	 0.03099
0.340000	 0.988449	 -0.04170
0.350000	 0.956856	 -0.04032
0.360000	 1.018104	 0.02266
0.370000	 0.947080	 0.04522
0.380000	 0.895343	 -0.00412
0.390000	 0.875346	 -0.04364
0.400000	 0.862464	 0.05838
0.410000	 0.891823	 0.01738
0.420000	 0.877524	 -0.00658
0.430000	 0.901819	 -0.06139
0.440000	 0.866004	 -0.07619
0.450000	 0.890027	 -0.09150
0.460000	 0.869406	 -0.03414
0.470000	 0.899997	 0.01510
0.480000	 0.888092	 0.00348
0.490000	 0.904602	 -0.02399
0.500000	 0.951847	 -0.06909
0.510000	 0.953469	 -0.08856
0.520000	 0.920598	 -0.10948
0.530000	 0.954326	 -0.00060
0.540000	 0.951086	 -0.11691
0.550000	 0.957313	 -0.17177
0.560000	 0.916012	 -0.16573
0.570000	 0.921530	 -0.09809
0.580000	 0.915806	 -0.09278
0.590000	 0.918709	 -0.15300
0.600000	 0.918226	 -0.20487


Average of all Threads:

meanx = 0.55094	 meanxsqu = 1.24484	 mthree = -0.20487

