#time	 tcoeff.meanx	 tcoeff.mu	 Meansqdist	  tcoeff.deff  	 abb	 abbdeff
0.009998	 -0.0092	 -0.45936	 0.0233	 0.58014	 0	 0
0.019998	 -0.0090	 -0.22582	 0.0418	 0.52181	 0	 0
0.029997	 0.0074	 0.12338	 0.0691	 0.57536	 0	 0
0.039998	 0.0197	 0.24647	 0.0911	 0.56671	 0	 0
0.049998	 0.0179	 0.17875	 0.1173	 0.58486	 0	 0
0.059998	 0.0421	 0.35082	 0.1608	 0.66262	 0	 0
0.069998	 0.0416	 0.29740	 0.1764	 0.62397	 0	 0
0.079998	 0.0491	 0.30681	 0.1890	 0.58326	 0	 0
0.089998	 0.0857	 0.47628	 0.2251	 0.60476	 0	 0
0.099998	 0.0982	 0.49084	 0.2497	 0.60012	 0	 0
0.109998	 0.1222	 0.55564	 0.2674	 0.57379	 0	 0
0.119998	 0.1313	 0.54720	 0.2864	 0.56075	 0	 0
0.129998	 0.1336	 0.51373	 0.2926	 0.52833	 0	 0
0.139998	 0.1314	 0.46912	 0.3108	 0.52420	 0	 0
0.149997	 0.1434	 0.47809	 0.3217	 0.50190	 0	 0
0.159997	 0.1503	 0.46981	 0.3481	 0.50855	 0	 0
0.169997	 0.1503	 0.44210	 0.3643	 0.50253	 0	 0
0.179997	 0.1587	 0.44085	 0.3787	 0.49096	 0	 0
0.189997	 0.1692	 0.44522	 0.3756	 0.45656	 0	 0
0.199997	 0.1857	 0.46416	 0.4001	 0.45710	 0	 0
0.209997	 0.2085	 0.49641	 0.4311	 0.46143	 0	 0
0.219997	 0.2227	 0.50625	 0.4755	 0.48398	 0	 0
0.229997	 0.2376	 0.51650	 0.5219	 0.50591	 0	 0
0.239997	 0.2506	 0.52202	 0.5378	 0.49484	 0	 0
0.249997	 0.2538	 0.50759	 0.5402	 0.47580	 0	 0
0.259997	 0.2841	 0.54643	 0.5812	 0.48124	 0	 0
0.269997	 0.3016	 0.55858	 0.6209	 0.49068	 0	 0
0.279997	 0.3157	 0.56381	 0.6468	 0.48854	 0	 0
0.289997	 0.3117	 0.53741	 0.6656	 0.49002	 0	 0
0.299997	 0.3097	 0.51610	 0.6990	 0.50263	 0	 0
0.010000	 0.0092	 0.45821	 0.1919	 4.79583	 0	 0
0.020000	 0.0169	 0.42266	 0.2280	 2.84627	 0	 0
0.030000	 0.0226	 0.37586	 0.2406	 2.00035	 0	 0
0.040000	 0.0265	 0.33184	 0.2607	 1.62466	 0	 0
0.050000	 0.0506	 0.50621	 0.2731	 1.35251	 0	 0
0.060000	 0.0520	 0.43301	 0.2967	 1.22491	 0	 0
0.070000	 0.0655	 0.46812	 0.3098	 1.09102	 0	 0
0.080000	 0.0626	 0.39151	 0.3105	 0.95819	 0	 0
0.090000	 0.0813	 0.45175	 0.3495	 0.95246	 0	 0
0.100000	 0.1226	 0.61297	 0.3813	 0.91573	 0	 0
0.110000	 0.1472	 0.66890	 0.4172	 0.89891	 0	 0
0.120000	 0.1478	 0.61591	 0.4244	 0.83863	 0	 0
0.130000	 0.1894	 0.72839	 0.4574	 0.81073	 0	 0
0.140000	 0.2015	 0.71949	 0.5071	 0.83312	 0	 0
0.150000	 0.2159	 0.71958	 0.5200	 0.78896	 0	 0
0.160000	 0.2380	 0.74362	 0.5276	 0.73588	 0	 0
0.170000	 0.2311	 0.67979	 0.5331	 0.70538	 0	 0
0.180000	 0.2376	 0.66013	 0.5442	 0.67742	 0	 0
0.190000	 0.2411	 0.63454	 0.5781	 0.68413	 0	 0
0.200000	 0.2621	 0.65537	 0.6213	 0.69071	 0	 0
0.210000	 0.2877	 0.68489	 0.6336	 0.65574	 1	 1
0.220000	 0.2884	 0.65545	 0.6582	 0.65342	 2	 2
0.230000	 0.2931	 0.63728	 0.6927	 0.65952	 3	 3
0.240000	 0.3117	 0.64929	 0.7030	 0.63113	 4	 4
0.250000	 0.3105	 0.62097	 0.7222	 0.62582	 5	 5
0.260000	 0.3153	 0.60638	 0.7414	 0.61728	 6	 6
0.270000	 0.3283	 0.60803	 0.7649	 0.60844	 7	 7
0.280000	 0.3428	 0.61219	 0.8187	 0.62607	 8	 8
0.290000	 0.3751	 0.64675	 0.8541	 0.61498	 9	 9
0.300000	 0.3807	 0.63456	 0.8755	 0.60878	 10	 10
0.310000	 0.3925	 0.63308	 0.9317	 0.62710	 11	 11
0.320000	 0.3875	 0.60548	 0.9775	 0.64633	 12	 12
0.330000	 0.3965	 0.60070	 1.0110	 0.64683	 13	 13
0.340000	 0.4251	 0.62512	 1.0527	 0.64120	 14	 14
0.350000	 0.4384	 0.62632	 1.0886	 0.64027	 15	 15
0.360000	 0.4617	 0.64128	 1.1326	 0.63847	 16	 16
0.370000	 0.4757	 0.64285	 1.1938	 0.65371	 17	 17
0.380000	 0.4637	 0.61015	 1.1994	 0.64763	 18	 18
0.390000	 0.4610	 0.59096	 1.1732	 0.61585	 19	 19
0.400000	 0.4736	 0.59205	 1.2399	 0.63472	 20	 20


Average of all Threads:

msd = 1.01555	 meanspd = 1.18409	 mu = 0.59205	 deff = 0.63472

