#time	 meanx: <x>	 meanspeed: <v>	 mu	 abb	 abbdeff
0.199990	 0.0936	 0.46796	 0.4680	  0	 0
0.299990	 0.0979	 0.32650	 0.3265	  0	 0
0.399990	 0.1934	 0.48343	 0.4834	  0	 0
0.499990	 0.2558	 0.51168	 0.5117	  0	 0
0.599990	 0.3252	 0.54195	 0.5419	  0	 0
0.699990	 0.3377	 0.48240	 0.4824	  0	 0
0.799990	 0.3815	 0.47687	 0.4769	  0	 0
0.899990	 0.3780	 0.41995	 0.4200	  0	 0
0.999990	 0.4362	 0.43621	 0.4362	  0	 0
0.100000	 0.0691	 0.69073	 0.6907	  0	 0
0.200000	 0.1511	 0.75532	 0.7553	  0	 0
0.300000	 0.1729	 0.57620	 0.5762	  0	 0
0.400000	 0.2394	 0.59858	 0.5986	  0	 0
0.500000	 0.2675	 0.53500	 0.5350	  0	 0
0.600000	 0.2170	 0.36160	 0.3616	  0	 0
0.700000	 0.2651	 0.37867	 0.3787	  0	 0
0.800000	 0.2956	 0.36949	 0.3695	  0	 0
0.900000	 0.3693	 0.41038	 0.4104	  0	 0
1.000000	 0.4497	 0.44971	 0.4497	  0	 0
1.100000	 0.4765	 0.43314	 0.4331	  0	 0
1.200000	 0.5207	 0.43388	 0.4339	  0	 0
1.300000	 0.5269	 0.40532	 0.4053	  0	 0
1.400000	 0.6065	 0.43321	 0.4332	  0	 0
1.500000	 0.6760	 0.45066	 0.4507	  0	 0
1.600000	 0.7733	 0.48330	 0.4833	  0	 0
1.700000	 0.8483	 0.49899	 0.4990	  0	 0
1.800000	 0.8623	 0.47903	 0.4790	  0	 0
1.900000	 0.8761	 0.46111	 0.4611	  0	 0
2.000000	 0.9988	 0.49941	 0.4994	  0	 0
2.100000	 1.0374	 0.49399	 0.4940	  0	 0
2.200000	 1.1089	 0.50405	 0.5040	  0	 0
2.300000	 1.1439	 0.49734	 0.4973	  0	 0
2.400000	 1.2660	 0.52751	 0.5275	  0	 0
2.500000	 1.3133	 0.52532	 0.5253	  0	 0
2.600000	 1.2637	 0.48606	 0.4861	  0	 0
2.700000	 1.3550	 0.50185	 0.5018	  0	 0
2.800000	 1.4414	 0.51479	 0.5148	  0	 0
2.900000	 1.4312	 0.49353	 0.4935	  0	 0
3.000000	 1.4848	 0.49495	 0.4949	  0	 0
3.100000	 1.5279	 0.49286	 0.4929	  0	 0
3.200000	 1.4948	 0.46713	 0.4671	  0	 0
3.300000	 1.6842	 0.51036	 0.5104	  0	 0
3.400000	 1.7630	 0.51853	 0.5185	  0	 0
3.500000	 1.8376	 0.52502	 0.5250	  0	 0
3.600000	 1.9200	 0.53332	 0.5333	  0	 0
3.700000	 1.9678	 0.53183	 0.5318	  0	 0
3.800000	 2.0754	 0.54615	 0.5461	  0	 0
3.900000	 2.1701	 0.55642	 0.5564	  0	 0
4.000000	 2.2325	 0.55812	 0.5581	  0	 0
4.100000	 2.4019	 0.58583	 0.5858	  1	 1
4.200000	 2.5024	 0.59580	 0.5958	  2	 2
4.300000	 2.5540	 0.59396	 0.5940	  3	 3
4.400000	 2.6639	 0.60544	 0.6054	  4	 4
4.500000	 2.7159	 0.60354	 0.6035	  5	 5
4.600000	 2.6836	 0.58339	 0.5834	  6	 6
4.700000	 2.7355	 0.58203	 0.5820	  7	 7
4.800000	 2.8010	 0.58354	 0.5835	  8	 8
4.900000	 2.8597	 0.58362	 0.5836	  9	 9
5.000000	 2.8883	 0.57766	 0.5777	  10	 10
5.100000	 3.0206	 0.59227	 0.5923	  11	 11
5.200000	 3.1177	 0.59955	 0.5995	  12	 12
5.300000	 3.0769	 0.58054	 0.5805	  13	 13
5.400000	 3.1887	 0.59049	 0.5905	  14	 14
5.500000	 3.2187	 0.58522	 0.5852	  15	 15
5.600000	 3.1963	 0.57076	 0.5708	  16	 16
5.700000	 3.2631	 0.57247	 0.5725	  17	 17
5.800000	 3.2952	 0.56813	 0.5681	  18	 18
5.900000	 3.3754	 0.57209	 0.5721	  19	 19
6.000000	 3.4343	 0.57238	 0.5724	  20	 20


Average of all Threads:

meanx = 3.43426	 meanspeed = 0.57238	 mu = 0.57238

