#time	 tcoeff.meanspd	  <x^3>-3<x^2><x>+2<x>^3
0.009998	 1.403307	 0.00000
0.019998	 1.768759	 -0.00137
0.029997	 1.604738	 0.00097
0.039998	 1.451172	 0.00098
0.049998	 1.263118	 -0.00471
0.059998	 1.254628	 -0.01260
0.069998	 1.389304	 -0.01187
0.079998	 1.526933	 -0.01655
0.089998	 1.539827	 -0.02222
0.099998	 1.655936	 -0.03800
0.109998	 1.760848	 -0.04340
0.119998	 1.778735	 -0.02831
0.129998	 1.715957	 -0.02467
0.139998	 1.591787	 -0.00940
0.149997	 1.620044	 -0.01706
0.159997	 1.544395	 -0.02194
0.169997	 1.431157	 -0.03158
0.179997	 1.303278	 -0.03058
0.189997	 1.203831	 -0.06305
0.199997	 1.304353	 -0.04330
0.209997	 1.365998	 -0.03185
0.219997	 1.338070	 -0.03364
0.229997	 1.247167	 -0.01505
0.239997	 1.263716	 0.00438
0.249997	 1.289090	 -0.00111
0.259997	 1.292799	 0.03903
0.269997	 1.264355	 0.02059
0.279997	 1.232671	 0.03892
0.289997	 1.224085	 0.01786
0.299997	 1.242093	 0.01929
0.010000	 0.997205	 -0.00724
0.020000	 1.088573	 -0.00509
0.030000	 1.480498	 0.00159
0.040000	 1.469872	 0.01390
0.050000	 1.511493	 0.00360
0.060000	 1.272954	 0.01910
0.070000	 1.331649	 0.02078
0.080000	 1.112264	 0.03742
0.090000	 1.013873	 0.02730
0.100000	 0.992074	 -0.00206
0.110000	 0.783638	 0.01241
0.120000	 0.652122	 0.04273
0.130000	 0.850953	 0.02659
0.140000	 0.735561	 0.04754
0.150000	 0.789813	 0.05835
0.160000	 0.734695	 0.03852
0.170000	 0.802272	 0.01709
0.180000	 0.768468	 0.04179
0.190000	 0.876815	 0.03711
0.200000	 0.782576	 0.02234
0.210000	 0.911425	 0.01428
0.220000	 0.866731	 0.04615
0.230000	 0.814796	 0.04840
0.240000	 0.725236	 0.02708
0.250000	 0.747907	 0.02804
0.260000	 0.746699	 0.03992
0.270000	 0.750087	 -0.03257
0.280000	 0.809277	 0.03057
0.290000	 0.740906	 -0.01025
0.300000	 0.742364	 -0.04936
0.310000	 0.727017	 0.00025
0.320000	 0.823005	 0.00119
0.330000	 0.832670	 0.04337
0.340000	 0.852457	 0.04585
0.350000	 0.850204	 -0.02226
0.360000	 0.881213	 -0.04383
0.370000	 0.935102	 -0.07316
0.380000	 0.879730	 -0.05721
0.390000	 0.914849	 -0.09394
0.400000	 0.886975	 -0.05248


Average of all Threads:

meanx = 0.35479	 meanxsqu = 0.88149	 mthree = -0.05248

