#time	 tcoeff.meanx	 tcoeff.mu	 Meansqdist	  tcoeff.deff  	 abb	 abbdeff
0.009998	 0.0140	 0.70165	 0.0255	 0.63263	 0	 0
0.019998	 0.0354	 0.88438	 0.0514	 0.62705	 0	 0
0.029997	 0.0481	 0.80237	 0.0841	 0.68164	 0	 0
0.039998	 0.0580	 0.72559	 0.1050	 0.63553	 0	 0
0.049998	 0.0632	 0.63156	 0.1180	 0.57008	 0	 0
0.059998	 0.0753	 0.62731	 0.1445	 0.57863	 0	 0
0.069998	 0.0972	 0.69465	 0.1748	 0.59035	 0	 0
0.079998	 0.1222	 0.76347	 0.2049	 0.59375	 0	 0
0.089998	 0.1386	 0.76991	 0.2184	 0.55340	 0	 0
0.099998	 0.1656	 0.82797	 0.2407	 0.53325	 0	 0
0.109998	 0.1937	 0.88042	 0.2793	 0.54957	 0	 0
0.119998	 0.2134	 0.88937	 0.3142	 0.55961	 0	 0
0.129998	 0.2231	 0.85798	 0.3526	 0.58246	 0	 0
0.139998	 0.2228	 0.79589	 0.3864	 0.60139	 0	 0
0.149997	 0.2430	 0.81002	 0.4130	 0.59000	 0	 0
0.159997	 0.2471	 0.77220	 0.4358	 0.58559	 0	 0
0.169997	 0.2433	 0.71558	 0.4297	 0.54488	 0	 0
0.179997	 0.2346	 0.65164	 0.4469	 0.54420	 0	 0
0.189997	 0.2287	 0.60192	 0.4703	 0.55000	 0	 0
0.199997	 0.2609	 0.65218	 0.5156	 0.55940	 0	 0
0.209997	 0.2869	 0.68300	 0.5483	 0.55481	 0	 0
0.219997	 0.2944	 0.66904	 0.5815	 0.56230	 0	 0
0.229997	 0.2868	 0.62358	 0.6064	 0.56975	 0	 0
0.239997	 0.3033	 0.63186	 0.6060	 0.53545	 0	 0
0.249997	 0.3223	 0.64455	 0.6354	 0.53155	 0	 0
0.259997	 0.3361	 0.64640	 0.6940	 0.55864	 0	 0
0.269997	 0.3414	 0.63218	 0.7047	 0.54462	 0	 0
0.279997	 0.3451	 0.61634	 0.7360	 0.55077	 0	 0
0.289997	 0.3550	 0.61204	 0.7713	 0.55632	 0	 0
0.299997	 0.3726	 0.62105	 0.7933	 0.54539	 0	 0
0.010000	 0.0100	 0.49860	 0.1822	 4.55273	 0	 0
0.020000	 0.0218	 0.54429	 0.1903	 2.37275	 0	 0
0.030000	 0.0444	 0.74025	 0.2105	 1.73784	 0	 0
0.040000	 0.0588	 0.73494	 0.2397	 1.47635	 0	 0
0.050000	 0.0756	 0.75575	 0.2621	 1.28191	 0	 0
0.060000	 0.0764	 0.63648	 0.2817	 1.14960	 0	 0
0.070000	 0.0932	 0.66582	 0.2968	 1.02897	 0	 0
0.080000	 0.0890	 0.55613	 0.3221	 0.98189	 0	 0
0.090000	 0.0912	 0.50694	 0.3414	 0.92527	 0	 0
0.100000	 0.0992	 0.49604	 0.3905	 0.95158	 0	 0
0.110000	 0.0862	 0.39182	 0.3971	 0.88557	 0	 0
0.120000	 0.0783	 0.32606	 0.4331	 0.88957	 0	 0
0.130000	 0.1106	 0.42548	 0.4621	 0.86519	 0	 0
0.140000	 0.1030	 0.36778	 0.4639	 0.80938	 0	 0
0.150000	 0.1185	 0.39491	 0.4853	 0.78549	 0	 0
0.160000	 0.1176	 0.36735	 0.5097	 0.77481	 0	 0
0.170000	 0.1364	 0.40114	 0.5191	 0.73606	 0	 0
0.180000	 0.1383	 0.38423	 0.5413	 0.72521	 0	 0
0.190000	 0.1666	 0.43841	 0.5502	 0.68740	 0	 0
0.200000	 0.1565	 0.39129	 0.5765	 0.69000	 0	 0
0.210000	 0.1914	 0.45571	 0.5887	 0.65717	 1	 1
0.220000	 0.1907	 0.43337	 0.6035	 0.64446	 2	 2
0.230000	 0.1874	 0.40740	 0.6172	 0.63270	 3	 3
0.240000	 0.1741	 0.36262	 0.6195	 0.61379	 4	 4
0.250000	 0.1870	 0.37395	 0.6353	 0.60033	 5	 5
0.260000	 0.1941	 0.37335	 0.6424	 0.58148	 6	 6
0.270000	 0.2025	 0.37504	 0.6471	 0.56114	 7	 7
0.280000	 0.2266	 0.40464	 0.6836	 0.56455	 8	 8
0.290000	 0.2149	 0.37045	 0.6970	 0.56109	 9	 9
0.300000	 0.2227	 0.37118	 0.6827	 0.52758	 10	 10
0.310000	 0.2254	 0.36351	 0.6938	 0.51855	 11	 11
0.320000	 0.2634	 0.41150	 0.7336	 0.51897	 12	 12
0.330000	 0.2748	 0.41634	 0.7680	 0.52462	 13	 13
0.340000	 0.2898	 0.42623	 0.8081	 0.53241	 14	 14
0.350000	 0.2976	 0.42510	 0.8262	 0.52686	 15	 15
0.360000	 0.3172	 0.44061	 0.8527	 0.52226	 16	 16
0.370000	 0.3460	 0.46755	 0.8566	 0.49790	 17	 17
0.380000	 0.3343	 0.43987	 0.8678	 0.49738	 18	 18
0.390000	 0.3568	 0.45742	 0.8630	 0.47163	 19	 19
0.400000	 0.3548	 0.44349	 0.8815	 0.47226	 20	 20


Average of all Threads:

msd = 0.75561	 meanspd = 0.88698	 mu = 0.44349	 deff = 0.47226

