#time	 meanx: <x>	 Meansqdist: <x^2> - <x>^2	  deff: (<x^2> - <x>^2)/(2t)	 third cumulant: <x^3>-3<x^2><x>+2<x>^3
0.530000	 0.908797	 1.22639	 0.13332	 6049519941554972717894935981547648608654570727192459823516872544769483396250370759430175486598976419628742415213337666851391322708193504246409695275408180965444888143708911700725119975230001493670703684623049369738549703435744027125711577952810177958126523916329499528210101627945589812382930805533932272916812097317341616528436782813685481527496745179772465853282158493025604237665136651487781220631182427399297966978827682125259942246857004731655891173125161633228612081168905959158599547323345889635293552323237393762902830558394760778188723730073308034837935661242565405544755406397199923987081069190954968097060881486787549402924044764993977560094830294842229398627240477007081015137445098889811661267652146687435011632418382646569992195984788954847630983880183223009097957958157977447215314936086282862062197754190376974094815667980577482430410133309442896848099666160684360645917828439957897133534824841878196715950318018688394478145502477680160108854287802145667689902643783957865037495363910483897393681092836861281420592540505391458327478630846830778773435870341731798311768117922980315695939968359117063285932092797070560842459654292975718236920775176692064804642714411040114394960104900603520932956203618987018490305405805802629867767387234029700623805169332125995820630297714014995425366386113209469252011950961106891626566601707700134188016243581423223817763245471748538266115234165879521836178342227108192004517161277971980035510646927188958993583801646610727832115068257147444579575127995408791420211662306631407968802417349525387823281095008419972608825144039493668638512318740661245035530780608115663147277463601401127719949942702775822883559948613451882584954100888633528726735259760555501524403401868655144144557892104998693137046614556328256820245624309774089296543478650191285118845601794086879338704736338820054860882884404828720948098283044068867957490115498849551803259813888.00000
0.540000	 0.896395	 1.21174	 0.18628	 0.00000
0.550000	 0.937879	 1.29712	 0.16366	 -1176239342273380075042185301443782198925768240507350110057237761450751063756650489370416003135468559750704426072724274304114150506164060641624720709042615973163083804620423317993233483641644301975844992394816852615271646332734361471212467588808452192965004453388631973565246914596014334706483185134380333189082021202427305214480393965945333935102207658034804802083609281172466752703399821831578539763500519127338936531567181194625436401934783188113654164166549778294666126501564013679510257109771885143649735360101193580874851209077445337484090604508698387923205598480388898560694896314228576421584767506881794781300627810936987484320695173939992872297497871531366202196831779342477888025119066401751863987874063404498560070948396574079613456865928904014920842442528585574443365394089170256259846982028081655907753196281840753391792899253777428566524576613112446533443589382896244896178575285263757708294730049987799971229999797028913457367723434352163690886963980121703376236397497845962896430059216393280583758770685864282580927329628439522954615640189940906311035125760.00000
0.560000	 0.946036	 1.30960	 0.19113	 -0.00000
0.570000	 0.945044	 1.36343	 0.19483	 454566892672188894700018538438503310918863136541507238144332620257766867897600817002988592623866910675131939429675527105558001242162920487206780323291651472446011974383255205426736138564514399264935934374167561167800479393095329097518778679296.00000
0.580000	 0.947520	 1.41021	 0.19080	 -339176233192300977837523811694566178621623991188756221780250929651128781041358717531953223076644717289192235392876916892507931413925604083301533895151471987785502884359004279357947635014134140443014439307101643702969638908393341609773257003908356098200310232362401370003629945175605611724698611941968634406814863442062453662159402455292243580842775649524918334993134175105653892086813789423280325996783128701073396460657966180618371853412646581999794347496098880141177904706607487006164701548784821653827133672867512904897721477335554446688131258488441947159192890475002669610921460663818128954403646040932080385151704935021885195212893791067256105436328992353576405935548427724783129898683984280878411005861019096107547991263182422530150308482346501551350707381399265522571308063853388572611631261957490550728472490114213378091223284994993552292131609508242833395010728305673268968921796155110032212873993704031240468816985469596875107728096977478744951335588914250973681129519910979230083659463045510379879242415148420347754128997618728629665902232359350743467514860511805421698808265850764781755778033383083736283769629224112871233397041694336670625646606253982815840457527543554729242987112272412528113905162639169650137828696510740316831970511057625034267636520334291178962402754073551026175047917688271072786648453908688107448698423848860631197424691472639439373132625014289733735126460414802954564783067155312808490733416247059313922297166157294455573523076322121945807140756698086613158757364785847113240382299833579403304729611124864605287398270614684754221172530132863972891277235436801060946083842593161734681116900066199593004083300640360017047447499144220993936781922360811689632438767800006027572361439527607543851368225251555471642668639076386661407182245024013495844333017838243790866295317728411952858319502247777969900559305657255848270527306996694636399918456058358384219538044196511354759448021132458691081640160664652854481245220200212996119226734838660740103200634589998058572572747907842216901716567300042157518499948567810916549768443961942597682119854093623225180152279687235996471150709652386654430620304927273139461844131294565468938629472712125898430732336238803013293212916928535068204053134090167531824051428259799225632971665438163922189274578938133208767793863059362711013353246295468140930048780386694709899655146969413004446741698821128419270227549319632869510283362550504807031547765024090347466882529374943212026003084534328348519879414994568545178885901873474658239133638461036817094115783889091337270134087665513996491095282044969963299766029407974461775905685365804803127141157889440863597624083521996354556311408236755460280620052584800777201391856361407045714449006828472927622837338926023984621025147285109803787052113604056070525177297167544464741066903766118010085023519079882349535199237474245737123584448965243186759398219961691675960087916244513882815964198347394738515558833771515930549713223342060799972562392738124739839370611091647474621807945999186632627513246732307114484537902741396434451541768219767321997785512572415519552969065599802396124881209553479729119392872802787232497408451938052200560370575226714530212517116474095123794172325293116041275974161533936757732820492848558590001269624495794517830641311983654364167164239215181424519044842596190658072555775788169396203464338861257813510115710194155054688571268183851749275881157593893214524076102092431573285793562114315054376734197262505861814344583095000536192390263976239842999098432894296862610288926543107905134051467342247427786774547829617790342696594675720098675144798170829533769779269339301327100864255134333315273077936679065611859062812275983830233549322202587466843775796319748578342474342007477153779190180113447066807449555740009089040025690693611282907724082491695229196528990245555921105762631420174679760107827218393064329274769698764825918368610528206054814977506644671512164622757066083329995283122113210664267086780696079620952283692752412633725031596892797783207571404761053938937290485436037506284438902913184974722704604899231647498124437110645713620739988232845228022660492523225049606768146725088680332561734924782924319459073706682368593055575211608372422458224347726819274360621494751448125295071604413569786967670295664199862999285330449871023241467080735488651438914824858089268098710929298441273887858802129971462936488956696180102379697927363582345806372594716042922714807281557985720778574847919408305540856002789265490318445839011876181575491486965495085536972428386016507986458247682578013112356395818703565486898894424280636421694900694065960083758803273170268957429525300487850766035504082549567491801569280801253617140353178793912745370709906255239459313169503708890220645250837094196902376868274322108378513408.00000
0.590000	 0.931668	 1.40019	 0.12197	 -0.00000
0.600000	 0.909369	 1.43538	 0.19193	 126928449159553665672125704069477040669959317148937875313329549139438749988770049910922574609887935262974987111920777902395903344619225365074258311627653330583426078501702039820094411215465565009084949670172355107652188586658005568544050242220337023950033364842100327070264960087690506661377002335114548092388586542638764860226817664470262137534538768738226949102914541311464750495347586575183382287041705860219772592705860436350846181441468588654163232781443239222666553158470756408901066799920929314574749864549826870695601932617132113957653674405951275230132357749471483756015509888548501001779227107297676647675138572490330987989395275444195960362627559421596029199162932362509429607302154126452910937045291328679907185764219135625161371825125102531496507902517398261175060410687874997480872319779461651565779240873248535892174891294270116185795437215450303783904067894359361740734472673911315677217769143690352366559049989605869669868833142677905489116285950416978189514077856758494915458323938676754955402761946884398465409454994182083628299055577392568084344308824532106456922692645088886454519174236280952544464951776533210339831716695406972644762922987955336342567886774208668492281910098101500888241052497684503125307638032169309258691755443153187022181138572450164049731313213466958320084872636369715664369531779715875505721054737269276711786110927000945646389656987062874523280225506832965615486100133493830584344498800773714199629783360313719882388209928352981969894328917204293582511125235486619977505931619767248786415044215352157533086461472038512472167017678456466034563834147940300900543604883480538546264557379977989086712323471053582163447569199471905754386087095009143449903712045797443507541913419842812999927280500878618057145772003163115121545135220725378891477624283303802161664452472042290687478572958508618341403137627235323024657415352740349693321733588967919897822423442759074404100608330533132102759682512110463799807488505137409370473154728837114872033466949299194495192868766835706950028297086874428047581537283693526188088604120318425238950479660004179270753311931416242464487690853261461759212705677179070362970377096996766863226629881529887719330670218543477795898397023360732684866051363865394767523905233993183945821380924376111648298292332444654527466395931738002452131336445637020427938095878183558774125880458058802174436225764850188399428105022974025169517264470114964030865510883371647552167869169918535378220387268467534649694807866212368666368594795298679013872470800027559749177729436380001406150707388577394480222282313188528776600153929211632132032882542348554176339458825017123984142019928648968436052899183553111288441124964053676380598038447173953028348469786987437921606916464726598523633766704599803885857765437028405231656223851502862686781992283311268071539811781901352707977376934266075218422631664368375316011765979639655050395023200453642405992353314074921848258831219338687191805563755321508893371274563889068695134177179931435801706557506668678357951616561650762026186418891510679747265135196434595152534347745364775349548596981314552650932091646449796264918471678274195955650781106051451976231156986207159278233224305514494114188112119611693433726489589132992252016879812250436871646139500781395500983895456577505619731181311331707128436331677166769789817391196377378965303194760340435352562650457984893780199617126198014420982469754840958525872397936364590384306334613722431573647692043240670283863106756161954764697935327969327624517827804282806316049063250693013493259357013398753749904594759200100466213332697400482411730451751077547785476010838325896503526008567127160484394721654688962611859524029953318202039910380096793136721686634232452274773437026165769970581753765995477223907062928683466948504255636692930873057360345255623140740399412819389773900072096166809609855294632037090156377903581117205486836641096448970000556172456526703252706576012103591326021320704.00000


Average of all Threads:

meanx = 0.54562	 meanxsqu = 1.43538	 mthree = 0.19193

