#time	 tcoeff.meanx	 tcoeff.mu	 Meansqdist	  tcoeff.deff  	 abb	 abbdeff
0.009998	 0.0426	 2.13099	 0.0320	 0.75388	 0	 0
0.019998	 0.0446	 1.11511	 0.0525	 0.63095	 0	 0
0.029997	 0.0292	 0.48616	 0.0722	 0.59494	 0	 0
0.039998	 0.0645	 0.80634	 0.0840	 0.49932	 0	 0
0.049998	 0.0618	 0.61814	 0.1076	 0.51869	 0	 0
0.059998	 0.0649	 0.54059	 0.1224	 0.49232	 0	 0
0.069998	 0.0824	 0.58862	 0.1593	 0.54457	 0	 0
0.079998	 0.0813	 0.50809	 0.1621	 0.48579	 0	 0
0.089998	 0.0856	 0.47553	 0.1516	 0.40090	 0	 0
0.099998	 0.1005	 0.50261	 0.1744	 0.41078	 0	 0
0.109998	 0.0992	 0.45112	 0.1882	 0.40542	 0	 0
0.119998	 0.1139	 0.47451	 0.2038	 0.39749	 0	 0
0.129998	 0.1146	 0.44061	 0.2109	 0.38040	 0	 0
0.139998	 0.1058	 0.37790	 0.2171	 0.36777	 0	 0
0.149997	 0.1151	 0.38357	 0.2276	 0.35735	 0	 0
0.159997	 0.1093	 0.34168	 0.2341	 0.34706	 0	 0
0.169997	 0.1272	 0.37398	 0.2652	 0.36623	 0	 0
0.179997	 0.1498	 0.41600	 0.3029	 0.38957	 0	 0
0.189997	 0.1480	 0.38939	 0.3049	 0.37238	 0	 0
0.199997	 0.1602	 0.40063	 0.3241	 0.37305	 0	 0
0.209997	 0.1507	 0.35880	 0.3413	 0.37928	 0	 0
0.219997	 0.1551	 0.35252	 0.3483	 0.36852	 0	 0
0.229997	 0.1591	 0.34596	 0.3664	 0.37079	 0	 0
0.239997	 0.1659	 0.34561	 0.3605	 0.34691	 0	 0
0.249997	 0.1551	 0.31015	 0.3825	 0.35848	 0	 0
0.259997	 0.1707	 0.32826	 0.4093	 0.36551	 0	 0
0.269997	 0.1718	 0.31806	 0.4163	 0.35813	 0	 0
0.279997	 0.1778	 0.31759	 0.4550	 0.37803	 0	 0
0.289997	 0.1736	 0.29923	 0.4445	 0.35725	 0	 0
0.299997	 0.2004	 0.33403	 0.4864	 0.37186	 0	 0
0.010000	 0.0581	 2.90544	 0.1220	 2.96439	 0	 0
0.020000	 0.0469	 1.17174	 0.1275	 1.56679	 0	 0
0.030000	 0.0424	 0.70643	 0.1205	 0.98878	 0	 0
0.040000	 0.0421	 0.52572	 0.1390	 0.85756	 0	 0
0.050000	 0.0512	 0.51237	 0.1450	 0.71209	 0	 0
0.060000	 0.0452	 0.37665	 0.1516	 0.62327	 0	 0
0.070000	 0.0466	 0.33312	 0.1662	 0.58578	 0	 0
0.080000	 0.0521	 0.32554	 0.1701	 0.52296	 0	 0
0.090000	 0.0404	 0.22450	 0.1788	 0.49220	 0	 0
0.100000	 0.0465	 0.23272	 0.1904	 0.47066	 0	 0
0.110000	 0.0630	 0.28627	 0.1893	 0.42116	 0	 0
0.120000	 0.0623	 0.25977	 0.1889	 0.38546	 0	 0
0.130000	 0.0719	 0.27649	 0.2072	 0.38847	 0	 0
0.140000	 0.0808	 0.28849	 0.2469	 0.42922	 0	 0
0.150000	 0.0828	 0.27597	 0.2626	 0.42630	 0	 0
0.160000	 0.0728	 0.22737	 0.2894	 0.44388	 0	 0
0.170000	 0.0929	 0.27333	 0.3083	 0.44076	 0	 0
0.180000	 0.1077	 0.29923	 0.3097	 0.41396	 0	 0
0.190000	 0.0903	 0.23770	 0.3209	 0.41151	 0	 0
0.200000	 0.0881	 0.22030	 0.3290	 0.40152	 0	 0
0.210000	 0.0921	 0.21922	 0.3317	 0.38484	 1	 1
0.220000	 0.1292	 0.29366	 0.3468	 0.37514	 2	 2
0.230000	 0.1476	 0.32093	 0.3749	 0.38381	 3	 3
0.240000	 0.1340	 0.27920	 0.4041	 0.40219	 4	 4
0.250000	 0.1487	 0.29730	 0.4100	 0.38793	 5	 5
0.260000	 0.1631	 0.31365	 0.4089	 0.36763	 6	 6
0.270000	 0.1693	 0.31350	 0.4403	 0.38115	 7	 7
0.280000	 0.1798	 0.32113	 0.4232	 0.34900	 8	 8
0.290000	 0.1763	 0.30395	 0.4368	 0.34975	 9	 9
0.300000	 0.1875	 0.31247	 0.4660	 0.35904	 10	 10
0.310000	 0.1993	 0.32148	 0.5186	 0.38616	 11	 11
0.320000	 0.1992	 0.31129	 0.5347	 0.38676	 12	 12
0.330000	 0.1828	 0.27701	 0.5260	 0.37314	 13	 13
0.340000	 0.1999	 0.29404	 0.5731	 0.39199	 14	 14
0.350000	 0.1959	 0.27981	 0.6150	 0.41191	 15	 15
0.360000	 0.2038	 0.28304	 0.6328	 0.41058	 16	 16
0.370000	 0.1891	 0.25552	 0.6347	 0.40470	 17	 17
0.380000	 0.1992	 0.26206	 0.6807	 0.42172	 18	 18
0.390000	 0.2048	 0.26253	 0.7042	 0.42451	 19	 19
0.400000	 0.2283	 0.28541	 0.7227	 0.41911	 20	 20


Average of all Threads:

msd = 0.67058	 meanspd = 0.57083	 mu = 0.28541	 deff = 0.41911

