#time	 tcoeff.meanspd	  <x^3>-3<x^2><x>+2<x>^3
0.009998	 1.673183	 0.00089
0.019998	 2.106955	 0.00016
0.029997	 1.457420	 0.00253
0.039998	 1.152834	 0.01186
0.049998	 1.243273	 0.03139
0.059998	 1.440075	 0.02521
0.069998	 1.499095	 0.02151
0.079998	 1.532752	 0.01221
0.089998	 1.478915	 0.02262
0.099998	 1.281846	 0.02362
0.010000	 2.321585	 -0.00748
0.020000	 2.540713	 -0.00802
0.030000	 2.030323	 -0.01562
0.040000	 1.445889	 -0.01154
0.050000	 1.650660	 0.01161
0.060000	 1.347934	 -0.00258
0.070000	 0.930729	 0.01512
0.080000	 0.789693	 0.00458
0.090000	 0.615467	 0.02596
0.100000	 0.556376	 0.04942
0.110000	 0.480858	 0.06759
0.120000	 0.466334	 0.08437
0.130000	 0.482944	 0.08293
0.140000	 0.499507	 0.09063
0.150000	 0.369374	 0.05984
0.160000	 0.471885	 0.05376
0.170000	 0.493132	 0.04312
0.180000	 0.533085	 0.07450
0.190000	 0.497087	 0.07291
0.200000	 0.494531	 0.07011
0.210000	 0.453991	 0.05997
0.220000	 0.491093	 0.07526
0.230000	 0.564702	 0.10886
0.240000	 0.474939	 0.08024
0.250000	 0.464080	 0.06031
0.260000	 0.527369	 0.09428
0.270000	 0.512318	 0.10031
0.280000	 0.529580	 0.07827
0.290000	 0.550015	 0.08365
0.300000	 0.559091	 0.14170
0.310000	 0.581648	 0.14999
0.320000	 0.609753	 0.13070
0.330000	 0.618401	 0.19192
0.340000	 0.563694	 0.17477
0.350000	 0.525327	 0.19458
0.360000	 0.554246	 0.19199
0.370000	 0.597825	 0.18669
0.380000	 0.572531	 0.12504
0.390000	 0.555654	 0.09081
0.400000	 0.551158	 0.13600
0.410000	 0.585564	 0.13241
0.420000	 0.587848	 0.15000
0.430000	 0.592327	 0.16454
0.440000	 0.586710	 0.18695
0.450000	 0.571871	 0.06384
0.460000	 0.596083	 0.02376
0.470000	 0.589737	 0.06355
0.480000	 0.603700	 0.08451
0.490000	 0.619903	 0.07963
0.500000	 0.632275	 0.11302
0.510000	 0.643276	 0.07915
0.520000	 0.617594	 0.10894
0.530000	 0.604443	 -0.04937
0.540000	 0.644913	 -0.00072
0.550000	 0.626362	 -0.00020
0.560000	 0.621816	 -0.03553
0.570000	 0.631215	 -0.09443
0.580000	 0.617623	 -0.12048
0.590000	 0.619018	 -0.09609
0.600000	 0.595324	 -0.06907


Average of all Threads:

meanx = 0.35719	 meanxsqu = 1.01316	 mthree = -0.06907

