#xpositions	 ypositions
0.92478	 -0.85887
0.77669	 -0.17650
0.79032	 -1.04909
0.82725	 -0.58987
0.37787	 0.84351
0.24133	 0.92562
0.12822	 0.87797
0.86816	 -0.28631
0.82310	 0.07296
0.86272	 0.68215
0.80817	 -0.66798
0.82840	 0.54615
0.72631	 -0.43638
0.14113	 0.88146
0.17770	 0.15876
0.45043	 0.48005
0.20045	 0.21424
0.07836	 -0.87546
0.58660	 -0.78007
0.07894	 -0.05470
0.88360	 -0.46279
0.24120	 -0.46643
0.10766	 -0.38811
0.46470	 0.14803
0.57291	 0.21061
0.13548	 -0.80037
0.05208	 -0.92449
0.77178	 -0.68813
0.19277	 -0.79128
0.84457	 -0.50999
0.94570	 0.45997
0.48497	 -0.44570
0.07852	 -1.01363
0.90596	 -0.98739
0.61548	 -0.23258
0.61966	 0.18176
0.60645	 0.93406
0.20820	 0.15895
0.39564	 0.49170
0.91372	 -1.00588
0.47621	 -0.94955
0.42942	 0.70119
0.05668	 0.78700
0.62286	 -0.79386
0.35572	 0.90559
0.17748	 -0.12112
0.77914	 0.53058
0.72524	 -0.69130
0.39214	 -0.64080
0.28533	 -0.84711
0.03567	 -0.04559
0.48733	 -0.01562
0.08571	 0.41880
0.26719	 -0.53267
0.30669	 -0.11124
0.66986	 0.62578
0.80555	 -0.34890
0.87608	 0.29885
0.79644	 0.88510
0.29196	 0.65689
0.31470	 0.56498
0.92136	 -0.17422
0.79582	 -0.27257
0.15475	 0.58681
0.30108	 0.17807
0.82664	 0.22230
0.87050	 0.87827
0.24869	 -0.82445
0.64815	 0.28642
0.67121	 0.84303
0.35157	 -0.94030
0.74562	 -0.58974
0.80153	 -0.73344
0.30591	 -0.16611
0.16761	 0.43870
0.18363	 -0.42969
0.23041	 1.03072
0.24027	 0.85428
0.55745	 0.11308
0.44041	 -0.54548
0.65620	 -0.32452
0.08734	 -0.69599
0.08947	 -0.88637
0.55027	 0.64890
0.39081	 -0.87915
0.88916	 0.62182
0.37808	 0.14566
0.82545	 0.29270
0.05732	 0.73107
0.46701	 0.45657
0.15409	 -0.20457
0.69468	 0.49811
0.46895	 -0.88746
0.28234	 -0.21596
0.37595	 0.05753
0.90537	 -0.32165
0.72741	 0.97028
0.10518	 0.35277
0.45625	 -0.15388
0.73565	 -0.77869
