#time	 meanx: <x>	 meanspeed: <v>	 mu	 abb	 abbdeff
0.019998	 0.0436	 2.18095	 1.0905	  0	 0
0.029997	 0.0424	 1.41216	 0.7061	  0	 0
0.039998	 0.0394	 0.98451	 0.4923	  0	 0
0.049998	 0.0440	 0.87969	 0.4398	  0	 0
0.059998	 0.0439	 0.73206	 0.3660	  0	 0
0.069998	 0.0432	 0.61753	 0.3088	  0	 0
0.079998	 0.0597	 0.74606	 0.3730	  0	 0
0.089998	 0.0630	 0.70055	 0.3503	  0	 0
0.099998	 0.0615	 0.61546	 0.3077	  0	 0
0.010000	 0.0006	 0.06004	 0.0300	  0	 0
0.020000	 0.0112	 0.56067	 0.2803	  0	 0
0.030000	 0.0088	 0.29249	 0.1462	  0	 0
0.040000	 0.0122	 0.30444	 0.1522	  0	 0
0.050000	 0.0378	 0.75572	 0.3779	  0	 0
0.060000	 0.0327	 0.54514	 0.2726	  0	 0
0.070000	 0.0559	 0.79849	 0.3992	  0	 0
0.080000	 0.0585	 0.73165	 0.3658	  0	 0
0.090000	 0.0864	 0.95972	 0.4799	  0	 0
0.100000	 0.0996	 0.99597	 0.4980	  0	 0
0.110000	 0.1185	 1.07700	 0.5385	  0	 0
0.120000	 0.1138	 0.94832	 0.4742	  0	 0
0.130000	 0.1177	 0.90541	 0.4527	  0	 0
0.140000	 0.1345	 0.96060	 0.4803	  0	 0
0.150000	 0.1302	 0.86780	 0.4339	  0	 0
0.160000	 0.1380	 0.86243	 0.4312	  0	 0
0.170000	 0.1433	 0.84310	 0.4216	  0	 0
0.180000	 0.1456	 0.80898	 0.4045	  0	 0
0.190000	 0.1723	 0.90697	 0.4535	  0	 0
0.200000	 0.1955	 0.97766	 0.4888	  0	 0
0.210000	 0.2057	 0.97953	 0.4898	  0	 0
0.220000	 0.2105	 0.95702	 0.4785	  0	 0
0.230000	 0.2340	 1.01718	 0.5086	  0	 0
0.240000	 0.2382	 0.99260	 0.4963	  0	 0
0.250000	 0.2565	 1.02588	 0.5129	  0	 0
0.260000	 0.2626	 1.00987	 0.5049	  0	 0
0.270000	 0.3016	 1.11706	 0.5585	  0	 0
0.280000	 0.2944	 1.05149	 0.5257	  0	 0
0.290000	 0.3131	 1.07980	 0.5399	  0	 0
0.300000	 0.3027	 1.00914	 0.5046	  0	 0
0.310000	 0.3124	 1.00787	 0.5039	  0	 0
0.320000	 0.3069	 0.95910	 0.4795	  0	 0
0.330000	 0.3008	 0.91157	 0.4558	  0	 0
0.340000	 0.3039	 0.89386	 0.4469	  0	 0
0.350000	 0.3120	 0.89151	 0.4458	  0	 0
0.360000	 0.3430	 0.95272	 0.4764	  0	 0
0.370000	 0.3341	 0.90285	 0.4514	  0	 0
0.380000	 0.3457	 0.90986	 0.4549	  0	 0
0.390000	 0.3546	 0.90929	 0.4546	  0	 0
0.400000	 0.3863	 0.96578	 0.4829	  0	 0
0.410000	 0.3856	 0.94060	 0.4703	  1	 1
0.420000	 0.3790	 0.90231	 0.4512	  2	 2
0.430000	 0.3845	 0.89420	 0.4471	  3	 3
0.440000	 0.3896	 0.88549	 0.4427	  4	 4
0.450000	 0.4011	 0.89139	 0.4457	  5	 5
0.460000	 0.4333	 0.94206	 0.4710	  6	 6
0.470000	 0.4267	 0.90793	 0.4540	  7	 7
0.480000	 0.4232	 0.88166	 0.4408	  8	 8
0.490000	 0.4444	 0.90693	 0.4535	  9	 9
0.500000	 0.4660	 0.93208	 0.4660	  10	 10
0.510000	 0.4808	 0.94267	 0.4713	  11	 11
0.520000	 0.4704	 0.90469	 0.4523	  12	 12
0.530000	 0.4671	 0.88127	 0.4406	  13	 13
0.540000	 0.4765	 0.88240	 0.4412	  14	 14
0.550000	 0.4948	 0.89966	 0.4498	  15	 15
0.560000	 0.4739	 0.84623	 0.4231	  16	 16
0.570000	 0.4962	 0.87061	 0.4353	  17	 17
0.580000	 0.4904	 0.84552	 0.4228	  18	 18
0.590000	 0.5070	 0.85926	 0.4296	  19	 19
0.600000	 0.5078	 0.84632	 0.4232	  20	 20


Average of all Threads:

msd = 0.78088	 meanspeed = 0.84632	 mu = 0.42316	 deff = 0.32537

