#time	 meanx: <x>	 meanspeed: <v>	 mu	 abb	 abbdeff
0.049998	 0.1456	 2.91178	 0.5824	  0	 0
0.074998	 0.1944	 2.59145	 0.5183	  0	 0
0.099998	 0.2274	 2.27392	 0.4548	  0	 0
0.124998	 0.2813	 2.25027	 0.4501	  0	 0
0.149997	 0.2983	 1.98898	 0.3978	  0	 0
0.174997	 0.3166	 1.80917	 0.3618	  0	 0
0.199997	 0.3336	 1.66812	 0.3336	  0	 0
0.224997	 0.3797	 1.68741	 0.3375	  0	 0
0.249997	 0.4267	 1.70687	 0.3414	  0	 0
0.025000	 0.1393	 5.57368	 1.1147	  0	 0
0.050000	 0.1686	 3.37126	 0.6743	  0	 0
0.075000	 0.1679	 2.23813	 0.4476	  0	 0
0.100000	 0.1929	 1.92913	 0.3858	  0	 0
0.125000	 0.1971	 1.57655	 0.3153	  0	 0
0.150000	 0.2178	 1.45216	 0.2904	  0	 0
0.175000	 0.2461	 1.40610	 0.2812	  0	 0
0.200000	 0.2852	 1.42604	 0.2852	  0	 0
0.225000	 0.2672	 1.18771	 0.2375	  0	 0
0.250000	 0.3142	 1.25664	 0.2513	  0	 0
0.275000	 0.3210	 1.16721	 0.2334	  0	 0
0.300000	 0.3251	 1.08372	 0.2167	  0	 0
0.325000	 0.3413	 1.05022	 0.2100	  0	 0
0.350000	 0.3673	 1.04940	 0.2099	  0	 0
0.375000	 0.3715	 0.99074	 0.1981	  0	 0
0.400000	 0.4231	 1.05770	 0.2115	  0	 0
0.425000	 0.4663	 1.09718	 0.2194	  0	 0
0.450000	 0.5118	 1.13732	 0.2275	  0	 0
0.475000	 0.4936	 1.03918	 0.2078	  0	 0
0.500000	 0.5189	 1.03789	 0.2076	  0	 0
0.525000	 0.5560	 1.05913	 0.2118	  0	 0
0.550000	 0.5640	 1.02553	 0.2051	  0	 0
0.575000	 0.5659	 0.98419	 0.1968	  0	 0
0.600000	 0.5830	 0.97168	 0.1943	  0	 0
0.625000	 0.6338	 1.01404	 0.2028	  0	 0
0.650000	 0.6572	 1.01108	 0.2022	  0	 0
0.675000	 0.6866	 1.01724	 0.2034	  0	 0
0.700000	 0.7076	 1.01092	 0.2022	  0	 0
0.725000	 0.7183	 0.99072	 0.1981	  0	 0
0.750000	 0.7392	 0.98558	 0.1971	  0	 0
0.775000	 0.7793	 1.00557	 0.2011	  0	 0
0.800000	 0.8110	 1.01372	 0.2027	  0	 0
0.825000	 0.8885	 1.07692	 0.2154	  0	 0
0.850000	 0.9035	 1.06295	 0.2126	  0	 0
0.875000	 0.8624	 0.98559	 0.1971	  0	 0
0.900000	 0.9021	 1.00235	 0.2005	  0	 0
0.925000	 0.9384	 1.01451	 0.2029	  0	 0
0.950000	 0.9543	 1.00448	 0.2009	  0	 0
0.975000	 0.9831	 1.00834	 0.2017	  0	 0
1.000000	 1.0123	 1.01227	 0.2025	  0	 0
1.025000	 1.0056	 0.98107	 0.1962	  1	 1
1.050000	 1.0211	 0.97247	 0.1945	  2	 2
1.075000	 1.0254	 0.95387	 0.1908	  3	 3
1.100000	 1.0462	 0.95110	 0.1902	  4	 4
1.125000	 1.0919	 0.97060	 0.1941	  5	 5
1.150000	 1.1302	 0.98282	 0.1966	  6	 6
1.175000	 1.1451	 0.97455	 0.1949	  7	 7
1.200000	 1.1677	 0.97308	 0.1946	  8	 8
1.225000	 1.2264	 1.00111	 0.2002	  9	 9
1.250000	 1.2505	 1.00042	 0.2001	  10	 10
1.275000	 1.2422	 0.97428	 0.1949	  11	 11
1.300000	 1.2906	 0.99276	 0.1986	  12	 12
1.325000	 1.3203	 0.99648	 0.1993	  13	 13
1.350000	 1.3364	 0.98991	 0.1980	  14	 14
1.375000	 1.3696	 0.99609	 0.1992	  15	 15
1.400000	 1.3830	 0.98789	 0.1976	  16	 16
1.425000	 1.4298	 1.00338	 0.2007	  17	 17
1.450000	 1.4228	 0.98126	 0.1963	  18	 18
1.475000	 1.4794	 1.00301	 0.2006	  19	 19
1.500000	 1.4842	 0.98948	 0.1979	  20	 20


Average of all Threads:

meanx = 1.48423	 meanspeed = 0.98948	 mu = 0.19790

