#time	 tcoeff.meanx	 tcoeff.mu	 Meansqdist	  tcoeff.deff  	 abb	 abbdeff
0.009998	 0.0210	 1.05011	 0.0227	 0.55771	 0	 0
0.019998	 0.0401	 1.00274	 0.0435	 0.52333	 0	 0
0.029997	 0.0583	 0.97254	 0.0686	 0.54310	 0	 0
0.039998	 0.0575	 0.71817	 0.0737	 0.44017	 0	 0
0.049998	 0.0659	 0.65927	 0.0907	 0.43183	 0	 0
0.059998	 0.0929	 0.77430	 0.1083	 0.41510	 0	 0
0.069998	 0.0844	 0.60280	 0.1244	 0.41899	 0	 0
0.079998	 0.0923	 0.57694	 0.1514	 0.44646	 0	 0
0.089998	 0.1202	 0.66783	 0.1769	 0.45127	 0	 0
0.099998	 0.1250	 0.62484	 0.1906	 0.43757	 0	 0
0.010000	 0.0738	 3.68966	 0.1231	 2.94202	 0	 0
0.020000	 0.0871	 2.17759	 0.1364	 1.60969	 0	 0
0.030000	 0.1081	 1.80088	 0.1690	 1.31067	 0	 0
0.040000	 0.1135	 1.41844	 0.1912	 1.11478	 0	 0
0.050000	 0.1107	 1.10691	 0.2051	 0.96422	 0	 0
0.060000	 0.1269	 1.05762	 0.2188	 0.84465	 0	 0
0.070000	 0.1549	 1.10665	 0.2374	 0.76207	 0	 0
0.080000	 0.1494	 0.93381	 0.2424	 0.68775	 0	 0
0.090000	 0.1595	 0.88610	 0.2638	 0.66223	 0	 0
0.100000	 0.1499	 0.74952	 0.2755	 0.63258	 0	 0
0.110000	 0.1478	 0.67188	 0.2884	 0.60577	 0	 0
0.120000	 0.1665	 0.69384	 0.3126	 0.59355	 0	 0
0.130000	 0.1535	 0.59022	 0.3497	 0.62715	 0	 0
0.140000	 0.1809	 0.64595	 0.3484	 0.56380	 0	 0
0.150000	 0.1929	 0.64305	 0.3599	 0.53784	 0	 0
0.160000	 0.2209	 0.69030	 0.3633	 0.49136	 0	 0
0.170000	 0.2142	 0.63012	 0.3531	 0.45179	 0	 0
0.180000	 0.2218	 0.61623	 0.4116	 0.50333	 0	 0
0.190000	 0.2204	 0.57992	 0.4331	 0.50592	 0	 0
0.200000	 0.2294	 0.57338	 0.4670	 0.51800	 0	 0
0.210000	 0.2344	 0.55820	 0.4757	 0.50090	 0	 0
0.220000	 0.2360	 0.53634	 0.4944	 0.49857	 0	 0
0.230000	 0.2388	 0.51913	 0.5025	 0.48425	 0	 0
0.240000	 0.2547	 0.53060	 0.5282	 0.48264	 0	 0
0.250000	 0.2620	 0.52394	 0.5446	 0.47595	 0	 0
0.260000	 0.2370	 0.45574	 0.5462	 0.47120	 0	 0
0.270000	 0.2562	 0.47451	 0.5787	 0.47507	 0	 0
0.280000	 0.2845	 0.50795	 0.6110	 0.47332	 0	 0
0.290000	 0.2828	 0.48757	 0.6217	 0.46704	 0	 0
0.300000	 0.2848	 0.47471	 0.6480	 0.47240	 0	 0
0.310000	 0.2825	 0.45567	 0.6513	 0.46088	 0	 0
0.320000	 0.2873	 0.44891	 0.6717	 0.46025	 0	 0
0.330000	 0.3034	 0.45965	 0.6648	 0.43394	 0	 0
0.340000	 0.3062	 0.45022	 0.7040	 0.44871	 0	 0
0.350000	 0.3090	 0.44137	 0.7287	 0.45229	 0	 0
0.360000	 0.3328	 0.46219	 0.7579	 0.44943	 0	 0
0.370000	 0.3366	 0.45492	 0.7581	 0.43568	 0	 0
0.380000	 0.3537	 0.46533	 0.7687	 0.42347	 0	 0
0.390000	 0.3539	 0.45376	 0.8085	 0.43798	 0	 0
0.400000	 0.3384	 0.42298	 0.8179	 0.43963	 0	 0
0.410000	 0.3563	 0.43453	 0.8587	 0.44619	 1	 1
0.420000	 0.3755	 0.44703	 0.8318	 0.41116	 2	 2
0.430000	 0.3816	 0.44369	 0.8735	 0.42319	 3	 3
0.440000	 0.3950	 0.44890	 0.8924	 0.41841	 4	 4
0.450000	 0.3976	 0.44178	 0.8979	 0.41103	 5	 5
0.460000	 0.4183	 0.45471	 0.9108	 0.39987	 6	 6
0.470000	 0.4262	 0.45335	 0.9323	 0.39929	 7	 7
0.480000	 0.4273	 0.44515	 0.9601	 0.40495	 8	 8
0.490000	 0.4383	 0.44722	 1.0086	 0.41661	 9	 9
0.500000	 0.4580	 0.45799	 0.9997	 0.39496	 10	 10
0.510000	 0.4715	 0.46223	 1.0083	 0.38528	 11	 11
0.520000	 0.4832	 0.46464	 1.0263	 0.38116	 12	 12
0.530000	 0.4778	 0.45072	 1.0147	 0.37096	 13	 13
0.540000	 0.5033	 0.46599	 1.0490	 0.36837	 14	 14
0.550000	 0.4855	 0.44137	 1.0452	 0.36793	 15	 15
0.560000	 0.5048	 0.45068	 1.0843	 0.37032	 16	 16
0.570000	 0.5098	 0.44716	 1.0819	 0.36053	 17	 17
0.580000	 0.5270	 0.45428	 1.1417	 0.37241	 18	 18
0.590000	 0.5229	 0.44313	 1.1681	 0.37912	 19	 19
0.600000	 0.5345	 0.44542	 1.1924	 0.37782	 20	 20


Average of all Threads:

msd = 0.90676	 meanspd = 0.89083	 mu = 0.44542	 deff = 0.37782

