#time	 tcoeff.meanspd	  <x^3>-3<x^2><x>+2<x>^3
0.009998	 2.100218	 0.00062
0.019998	 2.005481	 0.00192
0.029997	 1.945082	 0.00263
0.039998	 1.436340	 -0.00265
0.049998	 1.318543	 0.00698
0.059998	 1.548608	 0.00326
0.069998	 1.205596	 0.00320
0.079998	 1.153876	 0.01554
0.089998	 1.335662	 0.01100
0.099998	 1.249686	 0.00062
0.010000	 7.379321	 0.01024
0.020000	 4.355174	 0.02620
0.030000	 3.601758	 0.05724
0.040000	 2.836879	 0.07349
0.050000	 2.213819	 0.08173
0.060000	 2.115241	 0.07602
0.070000	 2.213296	 0.06372
0.080000	 1.867616	 0.09655
0.090000	 1.772209	 0.09728
0.100000	 1.499039	 0.11377
0.110000	 1.343768	 0.11475
0.120000	 1.387686	 0.10047
0.130000	 1.180441	 0.16058
0.140000	 1.291893	 0.12112
0.150000	 1.286093	 0.08863
0.160000	 1.380609	 0.08392
0.170000	 1.260236	 0.10055
0.180000	 1.232470	 0.08959
0.190000	 1.159845	 0.09863
0.200000	 1.146754	 0.13059
0.210000	 1.116399	 0.11191
0.220000	 1.072671	 0.10380
0.230000	 1.038265	 0.08916
0.240000	 1.061207	 0.07269
0.250000	 1.047878	 0.09611
0.260000	 0.911479	 0.11847
0.270000	 0.949021	 0.13037
0.280000	 1.015905	 0.12737
0.290000	 0.975134	 0.11640
0.300000	 0.949420	 0.10729
0.310000	 0.911345	 0.08296
0.320000	 0.897815	 0.09078
0.330000	 0.919307	 0.11237
0.340000	 0.900442	 0.17155
0.350000	 0.882732	 0.21891
0.360000	 0.924387	 0.22561
0.370000	 0.909846	 0.25637
0.380000	 0.930669	 0.20687
0.390000	 0.907522	 0.28831
0.400000	 0.845965	 0.31100
0.410000	 0.869060	 0.38082
0.420000	 0.894062	 0.32362
0.430000	 0.887373	 0.35375
0.440000	 0.897806	 0.32175
0.450000	 0.883556	 0.35170
0.460000	 0.909417	 0.37114
0.470000	 0.906704	 0.36687
0.480000	 0.890294	 0.43747
0.490000	 0.894442	 0.47645
0.500000	 0.915979	 0.37362
0.510000	 0.924458	 0.40592
0.520000	 0.929273	 0.36249
0.530000	 0.901441	 0.38102
0.540000	 0.931970	 0.31634
0.550000	 0.882740	 0.37015
0.560000	 0.901369	 0.36774
0.570000	 0.894320	 0.32123
0.580000	 0.908570	 0.39385
0.590000	 0.886256	 0.46453
0.600000	 0.890831	 0.42080


Average of all Threads:

meanx = 0.53450	 meanxsqu = 1.19245	 mthree = 0.42080

