#time	 tcoeff.meanspd	  <x^3>-3<x^2><x>+2<x>^3
0.009998	 0.802044	 0.00288
0.019998	 1.247674	 0.00478
0.029997	 1.681772	 0.00823
0.039998	 1.775186	 0.00857
0.049998	 2.008440	 0.00944
0.059998	 1.944595	 0.01703
0.069998	 1.788504	 0.01380
0.079998	 1.848846	 0.01273
0.089998	 1.816209	 0.02843
0.099998	 1.784968	 0.04105
0.010000	 0.701587	 -0.00176
0.020000	 1.300091	 0.00322
0.030000	 0.501605	 -0.00849
0.040000	 0.820612	 0.00802
0.050000	 0.800538	 0.00981
0.060000	 0.995948	 0.02709
0.070000	 0.940185	 0.01395
0.080000	 1.047285	 0.00112
0.090000	 0.909828	 0.00532
0.100000	 0.867140	 0.02174
0.110000	 0.855905	 0.02954
0.120000	 0.801154	 0.01209
0.130000	 0.802678	 0.00437
0.140000	 0.926036	 -0.00188
0.150000	 0.906408	 0.02164
0.160000	 0.924197	 0.01937
0.170000	 0.929013	 0.04393
0.180000	 0.949756	 0.05313
0.190000	 0.903989	 0.03660
0.200000	 0.848593	 0.05651
0.210000	 0.924345	 0.05462
0.220000	 0.910602	 0.04275
0.230000	 0.878671	 0.01104
0.240000	 0.860676	 0.01139
0.250000	 0.887518	 -0.03144
0.260000	 0.834740	 -0.07046
0.270000	 0.814352	 -0.05277
0.280000	 0.823277	 -0.01339
0.290000	 0.836209	 0.00984
0.300000	 0.800971	 -0.02118
0.310000	 0.768365	 0.03378
0.320000	 0.763337	 -0.00569
0.330000	 0.763616	 -0.04729
0.340000	 0.800069	 -0.00166
0.350000	 0.795439	 0.03550
0.360000	 0.804001	 0.00671
0.370000	 0.866493	 -0.04962
0.380000	 0.844540	 -0.06098
0.390000	 0.834743	 -0.08983
0.400000	 0.824251	 -0.06758
0.410000	 0.837703	 -0.06838
0.420000	 0.852305	 -0.06614
0.430000	 0.829356	 -0.05731
0.440000	 0.794937	 -0.11498
0.450000	 0.773489	 -0.07263
0.460000	 0.765803	 -0.08390
0.470000	 0.787470	 -0.11912
0.480000	 0.755270	 -0.11877
0.490000	 0.775476	 -0.12550
0.500000	 0.749803	 -0.06401
0.510000	 0.745799	 -0.04952
0.520000	 0.728282	 -0.04638
0.530000	 0.711578	 0.01861
0.540000	 0.721290	 -0.03641
0.550000	 0.757425	 -0.10086
0.560000	 0.779041	 0.01029
0.570000	 0.774592	 0.04093
0.580000	 0.811186	 -0.07157
0.590000	 0.798684	 -0.08073
0.600000	 0.799236	 -0.08535


Average of all Threads:

meanx = 0.47954	 meanxsqu = 1.22449	 mthree = -0.08535

