#time	 meanx: <x>	 meanspeed: <v>	 mu	 abb	 abbdeff
0.099998	 0.5440	 5.43979	 0.5440	  0	 0
0.149997	 0.8902	 5.93471	 0.5935	  0	 0
0.199997	 1.1841	 5.92076	 0.5921	  0	 0
0.249997	 1.4489	 5.79585	 0.5796	  0	 0
0.299997	 1.6737	 5.57909	 0.5579	  0	 0
0.349998	 1.9342	 5.52640	 0.5526	  0	 0
0.399998	 2.1919	 5.47967	 0.5480	  0	 0
0.449998	 2.4423	 5.42739	 0.5427	  0	 0
0.499998	 2.7047	 5.40947	 0.5409	  0	 0
0.050000	 0.4331	 8.66231	 0.8662	  0	 0
0.100000	 0.6673	 6.67251	 0.6673	  0	 0
0.150000	 0.9652	 6.43455	 0.6435	  0	 0
0.200000	 1.2112	 6.05591	 0.6056	  0	 0
0.250000	 1.4870	 5.94786	 0.5948	  0	 0
0.300000	 1.7735	 5.91166	 0.5912	  0	 0
0.350000	 2.0586	 5.88162	 0.5882	  0	 0
0.400000	 2.3569	 5.89223	 0.5892	  0	 0
0.450000	 2.6506	 5.89029	 0.5890	  0	 0
0.500000	 2.8877	 5.77537	 0.5775	  0	 0
0.550000	 3.1286	 5.68844	 0.5688	  0	 0
0.600000	 3.3888	 5.64793	 0.5648	  0	 0
0.650000	 3.6503	 5.61592	 0.5616	  0	 0
0.700000	 3.9233	 5.60476	 0.5605	  0	 0
0.750000	 4.1720	 5.56266	 0.5563	  0	 0
0.800000	 4.4753	 5.59413	 0.5594	  0	 0
0.850000	 4.7540	 5.59296	 0.5593	  0	 0
0.900000	 5.0147	 5.57186	 0.5572	  0	 0
0.950000	 5.2363	 5.51192	 0.5512	  0	 0
1.000000	 5.5254	 5.52542	 0.5525	  0	 0
1.050000	 5.8052	 5.52873	 0.5529	  0	 0
1.100000	 6.0607	 5.50976	 0.5510	  0	 0
1.150000	 6.3296	 5.50400	 0.5504	  0	 0
1.200000	 6.6288	 5.52401	 0.5524	  0	 0
1.250000	 6.8504	 5.48029	 0.5480	  0	 0
1.300000	 7.1815	 5.52424	 0.5524	  0	 0
1.350000	 7.4475	 5.51669	 0.5517	  0	 0
1.400000	 7.7375	 5.52678	 0.5527	  0	 0
1.450000	 8.0047	 5.52047	 0.5520	  0	 0
1.500000	 8.2808	 5.52056	 0.5521	  0	 0
1.550000	 8.5250	 5.49997	 0.5500	  0	 0
1.600000	 8.7752	 5.48450	 0.5485	  0	 0
1.650000	 9.0186	 5.46581	 0.5466	  0	 0
1.700000	 9.2890	 5.46410	 0.5464	  0	 0
1.750000	 9.5541	 5.45949	 0.5459	  0	 0
1.800000	 9.8450	 5.46943	 0.5469	  0	 0
1.850000	 10.1160	 5.46811	 0.5468	  0	 0
1.900000	 10.3793	 5.46280	 0.5463	  0	 0
1.950000	 10.6628	 5.46812	 0.5468	  0	 0
2.000000	 10.9081	 5.45406	 0.5454	  0	 0
2.050000	 11.1966	 5.46177	 0.5462	  1	 1
2.100000	 11.4406	 5.44791	 0.5448	  2	 2
2.150000	 11.7447	 5.46266	 0.5463	  3	 3
2.200000	 12.0292	 5.46784	 0.5468	  4	 4
2.250000	 12.3391	 5.48405	 0.5484	  5	 5
2.300000	 12.6006	 5.47851	 0.5479	  6	 6
2.350000	 12.9053	 5.49160	 0.5492	  7	 7
2.400000	 13.1725	 5.48855	 0.5489	  8	 8
2.450000	 13.4447	 5.48764	 0.5488	  9	 9
2.500000	 13.7250	 5.49001	 0.5490	  10	 10
2.550000	 14.0129	 5.49527	 0.5495	  11	 11
2.600000	 14.2522	 5.48163	 0.5482	  12	 12
2.650000	 14.5798	 5.50181	 0.5502	  13	 13
2.700000	 14.8397	 5.49618	 0.5496	  14	 14
2.750000	 15.1010	 5.49129	 0.5491	  15	 15
2.800000	 15.3660	 5.48786	 0.5488	  16	 16
2.850000	 15.6341	 5.48565	 0.5486	  17	 17
2.900000	 15.8479	 5.46478	 0.5465	  18	 18
2.950000	 16.1015	 5.45812	 0.5458	  19	 19
3.000000	 16.3672	 5.45572	 0.5456	  20	 20


Average of all Threads:

meanx = 16.36716	 meanspeed = 5.45572	 mu = 0.54557

