#time	 tcoeff.meanspd	  <x^3>-3<x^2><x>+2<x>^3
0.009998	 0.448816	 0.00014
0.019998	 0.831983	 0.00198
0.029997	 1.175383	 0.00652
0.039998	 0.839765	 0.00863
0.049998	 1.043569	 0.00002
0.059998	 1.262577	 0.00278
0.069998	 1.076507	 0.01346
0.079998	 1.200132	 0.02457
0.089998	 1.198536	 0.01616
0.099998	 1.164404	 0.03392
0.109998	 1.111894	 0.05883
0.119998	 0.968704	 0.06834
0.129998	 0.931411	 0.06764
0.139998	 0.952593	 0.08193
0.149997	 0.982162	 0.09695
0.159997	 0.946939	 0.10369
0.169997	 0.807327	 0.11560
0.179997	 0.820750	 0.12038
0.189997	 0.805785	 0.15422
0.199997	 0.935056	 0.11489
0.209997	 0.804443	 0.14408
0.219997	 0.798335	 0.17451
0.229997	 0.807588	 0.15832
0.239997	 0.865166	 0.23506
0.249997	 0.886622	 0.26212
0.259997	 0.918052	 0.27409
0.269997	 0.938310	 0.27945
0.279997	 0.928957	 0.29114
0.289997	 0.835653	 0.35926
0.299997	 0.879798	 0.33605
0.010000	 3.967552	 0.00346
0.020000	 1.860970	 0.00329
0.030000	 1.815963	 0.01658
0.040000	 1.569223	 0.02078
0.050000	 1.442770	 0.02130
0.060000	 1.267954	 0.03554
0.070000	 1.219051	 0.04374
0.080000	 1.116763	 0.02195
0.090000	 1.122988	 0.02039
0.100000	 1.153091	 0.01785
0.110000	 1.133725	 0.03197
0.120000	 1.141141	 0.05950
0.130000	 1.205207	 0.05756
0.140000	 1.228609	 0.01725
0.150000	 1.266117	 0.03584
0.160000	 1.193107	 0.05717
0.170000	 1.260819	 0.06316
0.180000	 1.195772	 0.09028
0.190000	 1.228658	 0.11437
0.200000	 1.155215	 0.08670
0.210000	 1.115318	 0.11700
0.220000	 1.088339	 0.12804
0.230000	 1.051628	 0.14549
0.240000	 1.043977	 0.15091
0.250000	 1.017990	 0.13879
0.260000	 1.049629	 0.11321
0.270000	 1.014102	 0.09944
0.280000	 0.952546	 0.07192
0.290000	 1.012031	 0.06019
0.300000	 0.931962	 0.05299
0.310000	 1.003509	 0.06396
0.320000	 1.001387	 0.06509
0.330000	 0.966348	 0.06449
0.340000	 0.953876	 0.04041
0.350000	 0.939442	 0.06250
0.360000	 0.936579	 0.08714
0.370000	 0.976028	 0.05841
0.380000	 0.897943	 0.01604
0.390000	 0.887268	 -0.01931
0.400000	 0.865363	 0.00390


Average of all Threads:

meanx = 0.34615	 meanxsqu = 0.80580	 mthree = 0.00390

