#time	 tcoeff.meanx	 tcoeff.mu	 Meansqdist	  tcoeff.deff  	 abb	 abbdeff
0.009998	 0.0045	 0.22441	 0.0284	 0.70876	 0	 0
0.019998	 0.0166	 0.41599	 0.0495	 0.61510	 0	 0
0.029997	 0.0353	 0.58769	 0.0711	 0.58239	 0	 0
0.039998	 0.0336	 0.41988	 0.0861	 0.53082	 0	 0
0.049998	 0.0522	 0.52178	 0.0944	 0.45829	 0	 0
0.059998	 0.0758	 0.63129	 0.1111	 0.43908	 0	 0
0.069998	 0.0754	 0.53825	 0.1338	 0.45743	 0	 0
0.079998	 0.0960	 0.60007	 0.1504	 0.44135	 0	 0
0.089998	 0.1079	 0.59927	 0.1575	 0.40529	 0	 0
0.099998	 0.1164	 0.58220	 0.1641	 0.37633	 0	 0
0.109998	 0.1223	 0.55595	 0.1927	 0.40398	 0	 0
0.119998	 0.1162	 0.48435	 0.2125	 0.41450	 0	 0
0.129998	 0.1211	 0.46571	 0.2413	 0.43594	 0	 0
0.139998	 0.1334	 0.47630	 0.2770	 0.46294	 0	 0
0.149997	 0.1473	 0.49108	 0.3024	 0.46779	 0	 0
0.159997	 0.1515	 0.47347	 0.3141	 0.45488	 0	 0
0.169997	 0.1372	 0.40366	 0.3218	 0.44554	 0	 0
0.179997	 0.1477	 0.41037	 0.3525	 0.45929	 0	 0
0.189997	 0.1531	 0.40289	 0.3825	 0.47241	 0	 0
0.199997	 0.1870	 0.46753	 0.4044	 0.46178	 0	 0
0.209997	 0.1689	 0.40222	 0.4199	 0.46590	 0	 0
0.219997	 0.1756	 0.39917	 0.4262	 0.44932	 0	 0
0.229997	 0.1857	 0.40379	 0.4490	 0.45057	 0	 0
0.239997	 0.2076	 0.43258	 0.4859	 0.46121	 0	 0
0.249997	 0.2217	 0.44331	 0.5298	 0.48072	 0	 0
0.259997	 0.2387	 0.45903	 0.5825	 0.50534	 0	 0
0.269997	 0.2533	 0.46916	 0.6008	 0.49686	 0	 0
0.279997	 0.2601	 0.46448	 0.6244	 0.49710	 0	 0
0.289997	 0.2423	 0.41783	 0.6438	 0.50439	 0	 0
0.299997	 0.2639	 0.43990	 0.6841	 0.51203	 0	 0
0.010000	 0.0397	 1.98378	 0.1032	 2.54071	 0	 0
0.020000	 0.0372	 0.93048	 0.1132	 1.39731	 0	 0
0.030000	 0.0545	 0.90798	 0.1194	 0.96991	 0	 0
0.040000	 0.0628	 0.78461	 0.1316	 0.79797	 0	 0
0.050000	 0.0721	 0.72139	 0.1427	 0.68747	 0	 0
0.060000	 0.0761	 0.63398	 0.1773	 0.71464	 0	 0
0.070000	 0.0853	 0.60953	 0.1869	 0.64145	 0	 0
0.080000	 0.0893	 0.55838	 0.1896	 0.56744	 0	 0
0.090000	 0.1011	 0.56149	 0.1999	 0.52699	 0	 0
0.100000	 0.1153	 0.57655	 0.2104	 0.49274	 0	 0
0.110000	 0.1247	 0.56686	 0.2280	 0.48278	 0	 0
0.120000	 0.1369	 0.57057	 0.2486	 0.47886	 0	 0
0.130000	 0.1567	 0.60260	 0.2783	 0.48808	 0	 0
0.140000	 0.1720	 0.61430	 0.2994	 0.48178	 0	 0
0.150000	 0.1899	 0.63306	 0.3192	 0.47185	 0	 0
0.160000	 0.1909	 0.59655	 0.3199	 0.44287	 0	 0
0.170000	 0.2143	 0.63041	 0.3698	 0.47624	 0	 0
0.180000	 0.2152	 0.59789	 0.3918	 0.47978	 0	 0
0.190000	 0.2334	 0.61433	 0.4120	 0.47037	 0	 0
0.200000	 0.2310	 0.57761	 0.4276	 0.46779	 0	 0
0.210000	 0.2342	 0.55766	 0.4571	 0.47884	 1	 1
0.220000	 0.2394	 0.54417	 0.4763	 0.47609	 2	 2
0.230000	 0.2419	 0.52581	 0.4856	 0.46427	 3	 3
0.240000	 0.2506	 0.52199	 0.5115	 0.46739	 4	 4
0.250000	 0.2545	 0.50900	 0.5250	 0.46023	 5	 5
0.260000	 0.2729	 0.52481	 0.5254	 0.43361	 6	 6
0.270000	 0.2738	 0.50705	 0.5226	 0.41444	 7	 7
0.280000	 0.2667	 0.47627	 0.5307	 0.41032	 8	 8
0.290000	 0.2935	 0.50602	 0.5645	 0.41235	 9	 9
0.300000	 0.2796	 0.46598	 0.5733	 0.41263	 10	 10
0.310000	 0.3111	 0.50175	 0.5820	 0.39129	 11	 11
0.320000	 0.3204	 0.50069	 0.6033	 0.39107	 12	 12
0.330000	 0.3189	 0.48317	 0.6092	 0.38450	 13	 13
0.340000	 0.3243	 0.47694	 0.6731	 0.41757	 14	 14
0.350000	 0.3288	 0.46972	 0.7147	 0.43328	 15	 15
0.360000	 0.3372	 0.46829	 0.7213	 0.42197	 16	 16
0.370000	 0.3611	 0.48801	 0.7497	 0.41844	 17	 17
0.380000	 0.3412	 0.44897	 0.7361	 0.40769	 18	 18
0.390000	 0.3460	 0.44363	 0.7691	 0.41625	 19	 19
0.400000	 0.3461	 0.43268	 0.8058	 0.42874	 20	 20


Average of all Threads:

msd = 0.68598	 meanspd = 0.86536	 mu = 0.43268	 deff = 0.42874

