#xpositions	 ypositions
0.85189	 -0.16442
0.13128	 -0.07794
0.29582	 0.03076
0.13907	 0.01176
0.00491	 0.00582
0.89518	 0.05292
0.01762	 0.03398
0.00524	 0.00344
0.25103	 0.04187
0.86686	 -0.04929
0.84276	 0.01379
0.10884	 0.02978
0.79988	 -0.09538
0.18290	 -0.06639
0.99269	 0.01444
0.56974	 -0.03009
0.67895	 -0.16506
0.81330	 0.00818
0.71603	 0.02493
0.03864	 -0.05395
0.69625	 -0.01092
0.07393	 0.04806
0.34521	 0.08316
0.40688	 0.03383
0.44965	 0.11986
0.88113	 -0.05365
0.42026	 0.03201
0.02696	 0.00854
0.61499	 -0.02407
0.00022	 0.03372
0.68855	 0.02486
0.67323	 0.08423
0.63330	 -0.02948
0.29890	 0.00420
0.60201	 -0.05922
0.72781	 -0.01885
0.49741	 -0.02769
0.40003	 0.05404
0.65006	 0.03402
0.89332	 0.07068
0.67194	 0.02356
0.95588	 0.05279
0.22140	 0.06730
0.84923	 -0.03859
0.96228	 -0.00325
0.23389	 0.03982
0.12153	 -0.07237
0.27251	 -0.00388
0.12352	 0.04396
0.93953	 -0.07957
0.60649	 -0.06981
0.98201	 0.04814
0.22130	 -0.05166
0.78073	 -0.13143
0.50629	 0.04206
0.99728	 -0.04398
0.63274	 -0.07099
0.56982	 0.01794
0.52878	 -0.04175
0.73938	 -0.20315
0.94042	 0.08164
0.39965	 -0.03273
0.40806	 0.08113
0.63503	 -0.03850
0.10971	 0.03104
0.94258	 -0.05634
0.95459	 0.05840
0.76570	 -0.10814
0.39288	 -0.05094
0.49906	 -0.03026
0.07277	 0.03955
0.21458	 -0.00344
0.14382	 0.05938
0.96646	 -0.03807
0.30646	 -0.02104
0.01034	 -0.04325
0.91088	 0.04239
0.89526	 -0.08263
0.05757	 -0.03607
0.75055	 0.08682
0.49109	 0.01738
0.94085	 -0.04753
0.83461	 -0.00457
0.84579	 0.02336
0.10390	 0.03308
0.23483	 -0.07425
0.65386	 0.03052
0.95697	 0.07053
0.51021	 -0.00581
0.35067	 0.03057
0.88107	 0.04858
0.65611	 0.05413
0.51163	 -0.09550
0.87050	 0.01393
0.98556	 0.02022
0.50061	 -0.00779
0.24507	 0.02425
0.94785	 0.06053
0.83302	 -0.09905
0.14646	 0.06164
0.32229	 0.01844
0.12320	 -0.02626
0.19866	 -0.08453
0.44134	 -0.06622
0.45584	 -0.06190
0.59107	 0.01323
0.98480	 -0.05132
0.70762	 0.08104
0.62432	 -0.05634
0.02051	 -0.04745
0.45007	 0.02526
0.29093	 -0.09051
0.70627	 -0.08606
0.76598	 0.02555
0.32717	 -0.00850
0.21410	 0.05277
0.49992	 0.13454
0.49984	 0.00724
0.51114	 0.10024
0.63785	 0.07052
0.11189	 0.03008
0.01764	 0.03658
0.92170	 0.07432
0.66416	 0.05857
0.49794	 -0.02777
0.39527	 -0.02385
0.59322	 -0.00463
0.67512	 -0.00018
0.82202	 0.07330
0.00685	 -0.00174
0.39217	 0.04032
0.49302	 0.01974
0.43331	 -0.01289
0.16801	 -0.00456
0.14324	 -0.06590
0.70065	 -0.06724
0.94641	 -0.00687
0.35392	 0.02220
0.00336	 -0.00437
0.83459	 0.01458
0.14731	 -0.00837
0.05077	 -0.03771
0.83322	 -0.00574
0.14640	 0.06441
0.83493	 -0.05453
0.53330	 0.07583
0.97869	 -0.05430
0.32541	 -0.01025
0.34549	 0.06191
0.43256	 0.01528
0.61373	 0.01209
0.07045	 -0.03115
0.02027	 -0.04572
0.55622	 -0.01575
0.72298	 -0.01226
0.12347	 0.09132
0.05148	 0.03231
0.29172	 -0.08190
0.45217	 -0.01034
0.90339	 0.01592
0.67926	 -0.02045
0.54980	 0.02587
0.38781	 -0.06447
0.33074	 0.05604
0.23665	 0.02530
0.26421	 0.02530
0.53334	 0.01739
0.96724	 -0.05981
0.95983	 -0.04467
0.16261	 0.05666
0.20236	 -0.06834
0.51612	 -0.07826
0.95042	 -0.03869
0.81680	 -0.07131
0.36563	 -0.03647
0.22956	 -0.08396
0.48764	 -0.04350
0.45271	 0.01441
0.93809	 0.08581
0.80492	 0.02043
0.43659	 -0.01396
0.48754	 0.07232
0.87552	 -0.03120
0.30338	 -0.05660
0.80238	 0.13536
0.96183	 0.06491
0.33102	 0.06532
0.93483	 -0.08901
0.24901	 0.02999
0.44915	 0.00150
0.14165	 -0.03377
0.85258	 -0.01185
0.66987	 -0.02911
0.95810	 0.03350
0.22561	 -0.00653
0.28181	 0.08545
0.12581	 0.04265
0.50141	 0.01771
0.79981	 0.00327
0.18099	 0.01949
