#time	 tcoeff.meanspd	  <x^3>-3<x^2><x>+2<x>^3
0.000400	 844.174637	 -0.00008
0.000800	 793.507158	 0.00025
0.001200	 804.161263	 -0.00078
0.001600	 844.941137	 -0.00324
0.002000	 872.026916	 -0.00245
0.002400	 891.990607	 -0.00191
0.002800	 906.466091	 -0.00210
0.003200	 915.102359	 -0.00152
0.003600	 921.685484	 -0.00195
0.004000	 927.987246	 -0.00213
0.000400	 1452.506271	 0.00356
0.000800	 1220.969579	 0.00347
0.001200	 1143.817865	 -0.00005
0.001600	 1103.784058	 0.00272
0.002000	 1082.371010	 0.00204
0.002400	 1065.860295	 0.00257
0.002800	 1053.436810	 0.00360
0.003200	 1045.468231	 0.00115
0.003600	 1038.294026	 0.00182
0.004000	 1032.597143	 0.00183
0.004400	 1027.508143	 -0.00094
0.004800	 1023.585012	 0.00280
0.005200	 1021.149060	 0.00138
0.005600	 1018.823972	 0.00543
0.006000	 1017.094376	 0.00436
0.006400	 1015.040778	 0.00596
0.006800	 1013.427948	 0.00701
0.007200	 1012.369632	 0.00335
0.007600	 1011.090694	 0.00492
0.008000	 1010.152925	 0.00550
0.008400	 1009.175657	 0.00498
0.008800	 1007.520572	 0.00594
0.009200	 1006.188536	 0.00624
0.009600	 1004.937672	 0.00579
0.010000	 1004.010208	 0.00697
0.010400	 1003.426846	 0.00682
0.010800	 1002.572771	 0.00605
0.011200	 1002.151233	 0.00730
0.011600	 1001.246906	 0.00567
0.012000	 1001.102234	 0.00677
0.012400	 1000.379837	 0.00522
0.012800	 999.598980	 0.00939
0.013200	 999.774323	 0.00382
0.013600	 998.882947	 0.00260
0.014000	 998.354314	 0.00145
0.014400	 997.873021	 -0.00351
0.014800	 997.783276	 -0.00280
0.015200	 997.459518	 -0.00163
0.015600	 996.854185	 -0.00173
0.016000	 996.484335	 0.00051
0.016400	 996.339480	 -0.00047
0.016800	 995.986591	 -0.00272
0.017200	 995.641378	 -0.00423
0.017600	 995.395367	 -0.00369
0.018000	 995.121932	 -0.00499
0.018400	 994.668666	 -0.00676
0.018800	 994.403490	 -0.00584
0.019200	 994.056142	 -0.00691
0.019600	 993.861991	 -0.00793
0.020000	 993.880814	 -0.00362
0.020400	 993.746818	 -0.00204
0.020800	 993.737349	 -0.00102
0.021200	 993.682850	 -0.00158
0.021600	 993.944884	 -0.00407
0.022000	 993.798411	 0.00035
0.022400	 993.323593	 0.00178
0.022800	 993.236732	 -0.00102
0.023200	 993.169622	 -0.00258
0.023600	 992.982420	 -0.00066
0.024000	 992.702648	 -0.00211


Average of all Threads:

meanx = 23.82486	 meanxsqu = 567.82992	 mthree = -0.00211

