#time	 meanx: <x>	 meanspeed: <v>	 mu	 abb	 abbdeff
3.999990	 0.1687	 0.04217	 0.2636	  0	 0
5.999990	 0.2019	 0.03364	 0.2103	  0	 0
7.999990	 0.6384	 0.07980	 0.4988	  0	 0
9.999990	 0.7427	 0.07427	 0.4642	  0	 0
11.999990	 0.7740	 0.06450	 0.4031	  0	 0
13.999990	 0.8861	 0.06330	 0.3956	  0	 0
15.999990	 1.1960	 0.07475	 0.4672	  0	 0
17.999990	 1.3841	 0.07689	 0.4806	  0	 0
19.999990	 1.6899	 0.08449	 0.5281	  0	 0
2.000000	 0.2016	 0.10080	 0.6300	  0	 0
4.000000	 0.5505	 0.13763	 0.8602	  0	 0
6.000000	 0.7569	 0.12616	 0.7885	  0	 0
8.000000	 0.8472	 0.10589	 0.6618	  0	 0
10.000000	 1.2902	 0.12902	 0.8063	  0	 0
12.000000	 1.6147	 0.13456	 0.8410	  0	 0
14.000000	 2.1136	 0.15097	 0.9436	  0	 0
16.000000	 2.0976	 0.13110	 0.8194	  0	 0
18.000000	 2.6569	 0.14760	 0.9225	  0	 0
20.000000	 2.7570	 0.13785	 0.8615	  0	 0
22.000000	 2.7478	 0.12490	 0.7806	  0	 0
24.000000	 2.8689	 0.11954	 0.7471	  0	 0
26.000000	 2.8463	 0.10947	 0.6842	  0	 0
28.000000	 2.9349	 0.10482	 0.6551	  0	 0
30.000000	 2.7779	 0.09260	 0.5787	  0	 0
32.000000	 2.9778	 0.09306	 0.5816	  0	 0
34.000000	 2.9381	 0.08641	 0.5401	  0	 0
36.000000	 3.1420	 0.08728	 0.5455	  0	 0
38.000000	 3.2884	 0.08654	 0.5409	  0	 0
40.000000	 3.5622	 0.08905	 0.5566	  0	 0
42.000000	 3.3934	 0.08080	 0.5050	  0	 0
44.000000	 3.4975	 0.07949	 0.4968	  0	 0
46.000000	 3.7161	 0.08078	 0.5049	  0	 0
48.000000	 3.9086	 0.08143	 0.5089	  0	 0
50.000000	 4.0937	 0.08187	 0.5117	  0	 0
52.000000	 4.3321	 0.08331	 0.5207	  0	 0
54.000000	 4.5683	 0.08460	 0.5287	  0	 0
56.000000	 4.6200	 0.08250	 0.5156	  0	 0
58.000000	 4.5636	 0.07868	 0.4918	  0	 0
60.000000	 4.5738	 0.07623	 0.4764	  0	 0
62.000000	 4.8109	 0.07760	 0.4850	  0	 0
64.000000	 5.2527	 0.08207	 0.5130	  0	 0
66.000000	 5.4481	 0.08255	 0.5159	  0	 0
68.000000	 5.6320	 0.08282	 0.5176	  0	 0
70.000000	 5.6529	 0.08076	 0.5047	  0	 0
72.000000	 5.7706	 0.08015	 0.5009	  0	 0
74.000000	 5.8474	 0.07902	 0.4939	  0	 0
76.000000	 6.1408	 0.08080	 0.5050	  0	 0
78.000000	 6.5951	 0.08455	 0.5285	  0	 0
80.000000	 6.5682	 0.08210	 0.5131	  0	 0
82.000000	 6.5582	 0.07998	 0.4999	  1	 1
84.000000	 6.7478	 0.08033	 0.5021	  2	 2
86.000000	 6.7161	 0.07809	 0.4881	  3	 3
88.000000	 6.6967	 0.07610	 0.4756	  4	 4
90.000000	 6.6074	 0.07342	 0.4588	  5	 5
92.000000	 6.9271	 0.07529	 0.4706	  6	 6
94.000000	 7.1140	 0.07568	 0.4730	  7	 7
96.000000	 7.1752	 0.07474	 0.4671	  8	 8
98.000000	 7.2633	 0.07412	 0.4632	  9	 9
100.000000	 7.3507	 0.07351	 0.4594	  10	 10
102.000000	 7.4076	 0.07262	 0.4539	  11	 11
104.000000	 7.7662	 0.07467	 0.4667	  12	 12
106.000000	 7.9467	 0.07497	 0.4686	  13	 13
108.000000	 8.0230	 0.07429	 0.4643	  14	 14
110.000000	 8.0666	 0.07333	 0.4583	  15	 15
112.000000	 7.9157	 0.07068	 0.4417	  16	 16
114.000000	 7.9703	 0.06992	 0.4370	  17	 17
116.000000	 8.2016	 0.07070	 0.4419	  18	 18
118.000000	 8.2785	 0.07016	 0.4385	  19	 19
120.000000	 8.5111	 0.07093	 0.4433	  20	 20


Average of all Threads:

meanx = 8.51112	 meanspeed = 0.07093	 mu = 0.44329

