#xpositions	 ypositions
0.62858	 0.27337
0.67561	 -0.12880
0.28560	 -0.11399
0.53269	 0.17462
0.08830	 -0.83628
0.41530	 -0.50536
0.06923	 0.36408
0.66337	 -0.27335
0.21898	 0.45416
0.47223	 -0.21762
0.12131	 -0.01766
0.34073	 0.10642
0.26094	 -0.10207
0.57951	 0.12520
0.18090	 0.27022
0.12462	 0.14612
0.26494	 -0.00877
0.82886	 0.07342
0.52424	 0.42972
0.07588	 0.31494
0.12721	 0.77421
0.68034	 0.11388
0.89285	 0.01976
0.82437	 -0.17087
0.10327	 -0.15491
0.39988	 0.40791
0.28047	 0.51197
0.45907	 -0.09460
0.49383	 0.23820
0.37205	 0.24520
0.65841	 0.02036
0.14659	 -0.73089
0.48904	 0.32310
0.14183	 -0.06079
0.47459	 -0.33088
0.53965	 -0.18202
0.23343	 0.28655
0.42081	 -0.38649
0.10938	 -0.08031
0.33824	 -0.51235
0.48305	 -0.46029
0.34368	 0.28105
0.51374	 0.13382
0.93916	 0.08201
0.11503	 -0.04915
0.05580	 -0.62679
0.70582	 0.05401
0.45148	 -0.28527
0.32094	 0.00357
0.25814	 0.49904
0.69288	 -0.20154
0.65373	 -0.33276
0.59032	 -0.14609
0.35643	 0.06181
0.13332	 -0.67217
0.24899	 -0.58418
0.39272	 -0.52840
0.83953	 0.01612
0.25578	 -0.05400
0.14680	 0.55431
0.34885	 -0.49843
0.10658	 0.33049
0.30514	 -0.40635
0.53373	 0.38056
0.39528	 0.21689
0.27494	 0.53496
0.06621	 0.06184
0.35296	 -0.54443
0.10466	 0.74361
0.24035	 -0.13443
0.26097	 -0.01353
0.53370	 -0.11266
0.43606	 0.47826
0.27159	 -0.63285
0.15400	 0.48777
0.14523	 -0.49446
0.02286	 -0.02361
0.52171	 -0.02599
0.49120	 -0.13257
0.27076	 0.42768
0.52395	 0.12453
0.69842	 0.27684
0.12246	 0.31750
0.71826	 -0.28249
0.37758	 0.10263
0.26227	 0.51691
0.13273	 -0.35924
0.68763	 -0.29594
0.41527	 0.26524
0.58564	 -0.36869
0.44856	 -0.43464
0.45050	 0.36253
0.26503	 -0.65830
0.62953	 -0.13679
0.54380	 -0.24014
0.13159	 0.50148
0.17948	 -0.34292
0.29442	 0.42309
0.26650	 -0.19619
0.10760	 0.36265
0.21214	 -0.29771
0.51496	 0.39686
0.77663	 0.02582
0.37287	 0.31754
0.20707	 -0.01126
0.43710	 0.45587
0.31608	 0.17608
0.29443	 -0.36526
0.56593	 0.33986
0.57866	 -0.39420
0.40396	 0.20735
0.31758	 0.14806
0.28401	 0.56146
0.06036	 0.68993
0.64305	 -0.29121
0.12354	 -0.20339
0.82516	 -0.00239
0.56156	 0.25414
0.42216	 -0.24830
0.23701	 0.38408
0.62855	 -0.25454
0.70819	 -0.10062
0.31522	 -0.25730
0.54601	 0.30319
0.39199	 -0.50691
0.13176	 -0.62776
0.79678	 0.15270
0.99853	 0.03390
0.66312	 0.28806
0.10116	 0.41382
0.20860	 0.70709
0.69993	 0.06358
0.40724	 -0.43994
0.14090	 -0.52185
0.68702	 -0.11222
0.48734	 -0.14093
0.51662	 0.46617
0.13450	 0.60775
0.77516	 0.13017
0.28575	 -0.23131
0.61790	 -0.15497
0.40435	 0.23443
0.19660	 -0.00007
0.26541	 0.59683
0.26304	 0.34526
0.09152	 -0.19630
0.43046	 0.20598
0.63409	 -0.00844
0.65929	 0.21536
0.54733	 -0.35296
0.69923	 0.20278
0.36386	 0.08468
0.29910	 -0.45756
0.45835	 0.39653
0.64179	 -0.18175
0.95258	 -0.01425
0.19397	 -0.00990
0.21448	 -0.61240
0.26376	 0.14589
0.55491	 0.13188
0.58820	 0.39701
0.11405	 -0.66935
0.72801	 0.00559
0.20923	 0.35167
0.49417	 -0.25733
0.13245	 0.36852
0.89469	 -0.06659
0.48852	 -0.19580
0.08006	 0.16788
0.66688	 0.11154
0.49042	 0.31022
0.38320	 0.45350
0.25175	 0.16027
0.52013	 -0.14401
0.20889	 -0.68268
0.19657	 0.48838
0.36750	 -0.09345
0.65139	 0.06261
0.21383	 0.38531
0.39176	 -0.46232
0.20937	 0.01319
0.32954	 0.33450
0.86414	 -0.00727
0.18546	 -0.33326
0.17201	 -0.59238
0.06539	 0.62951
0.32523	 -0.60196
0.66316	 -0.20116
0.12603	 0.79534
0.60122	 0.27954
0.61752	 -0.00665
0.41214	 0.53650
0.23649	 0.58711
0.88829	 -0.02298
0.07256	 -0.18581
0.78909	 0.15441
0.22460	 -0.61434
0.11741	 -0.67125
0.26476	 -0.51250
0.52472	 0.16194
