#time	 tcoeff.meanspd	  <x^3>-3<x^2><x>+2<x>^3
0.009998	 1.843307	 0.00003
0.019998	 1.133207	 -0.00114
0.029997	 0.770214	 -0.00362
0.039998	 1.305219	 -0.00021
0.049998	 1.139369	 0.00140
0.059998	 1.036224	 0.00432
0.069998	 0.788738	 0.00178
0.079998	 0.882933	 -0.00175
0.089998	 0.790234	 -0.00782
0.099998	 0.737885	 -0.00633
0.109998	 0.768681	 -0.00535
0.119998	 0.720273	 0.00163
0.129998	 0.782193	 0.02830
0.139998	 0.698908	 0.02542
0.149997	 0.617891	 0.03186
0.159997	 0.792202	 -0.00886
0.169997	 0.689267	 -0.00727
0.179997	 0.650312	 0.04595
0.189997	 0.670679	 0.06816
0.199997	 0.673396	 0.07202
0.209997	 0.579828	 0.12500
0.219997	 0.527629	 0.12397
0.229997	 0.478712	 0.13413
0.239997	 0.459684	 0.09445
0.249997	 0.530848	 0.15288
0.259997	 0.588161	 0.13536
0.269997	 0.659881	 0.13728
0.279997	 0.687046	 0.18904
0.289997	 0.726506	 0.18123
0.299997	 0.724081	 0.16146
0.010000	 3.432929	 -0.00333
0.020000	 1.476729	 0.01660
0.030000	 0.932911	 0.01574
0.040000	 1.178785	 0.01382
0.050000	 0.864721	 0.02550
0.060000	 0.778534	 0.01383
0.070000	 0.839980	 0.03223
0.080000	 0.794620	 0.03087
0.090000	 0.625480	 0.02910
0.100000	 0.688010	 0.04049
0.110000	 0.598633	 0.03813
0.120000	 0.509357	 0.00027
0.130000	 0.418008	 0.00301
0.140000	 0.579763	 0.00287
0.150000	 0.663799	 0.02598
0.160000	 0.652144	 0.01070
0.170000	 0.604837	 0.00025
0.180000	 0.680819	 -0.00133
0.190000	 0.738104	 -0.00480
0.200000	 0.701971	 0.01753
0.210000	 0.731003	 0.02322
0.220000	 0.776898	 0.05075
0.230000	 0.746099	 0.03597
0.240000	 0.728626	 0.07764
0.250000	 0.800061	 0.12453
0.260000	 0.844310	 0.13535
0.270000	 0.861007	 0.15837
0.280000	 0.835396	 0.17526
0.290000	 0.759078	 0.10684
0.300000	 0.801745	 0.05544
0.310000	 0.797452	 0.03110
0.320000	 0.799139	 0.03405
0.330000	 0.763161	 0.03965
0.340000	 0.777018	 0.06150
0.350000	 0.772167	 0.10333
0.360000	 0.796279	 0.14012
0.370000	 0.750783	 0.09511
0.380000	 0.743199	 0.06500
0.390000	 0.754492	 0.08385
0.400000	 0.772342	 0.10387


Average of all Threads:

meanx = 0.30894	 meanxsqu = 0.73780	 mthree = 0.10387

