0.160	 0.332874	 0.376943	 splitter_hard_spheres_2020_9_24_23h_41min_43sec_R_0.050_F_0.16_setn_1
0.160	 0.362254	 0.370390	 splitter_hard_spheres_2020_9_24_23h_43min_16sec_R_0.050_F_0.16_setn_1
0.160	 0.358475	 0.392240	 splitter_hard_spheres_2020_9_24_23h_52min_1sec_R_0.050_F_0.16_setn_1
0.160	 0.427156	 0.358173	 splitter_hard_spheres_2020_10_3_22h_53min_16sec_R_0.050_F_0.16_setn_1
0.160	 0.337913	 0.357904	 splitter_hard_spheres_2020_10_3_23h_23min_13sec_R_0.050_F_0.16_setn_1
0.160	 0.363257	 0.288927	 splitter_hard_spheres_2020_10_4_0h_2min_11sec_R_0.050_F_0.16_setn_1
0.160	 0.013652	 0.377156	 splitter_hard_spheres_2020_11_2_9h_51min_56sec_R_0.050_F_0.16_setn_1
0.160	 0.155987	 0.375340	 splitter_hard_spheres_2020_11_2_12h_22min_21sec_R_0.050_F_0.16_setn_1
0.160	 0.591480	 0.338707	 splitter_hard_spheres_2020_11_2_12h_52min_3sec_R_0.050_F_0.16_setn_1
0.160	 0.538293	 0.399002	 splitter_hard_spheres_2020_11_2_12h_54min_2sec_R_0.050_F_0.16_setn_1
0.160	 0.253272	 0.412694	 splitter_hard_spheres_2020_11_2_12h_55min_10sec_R_0.050_F_0.16_setn_1
0.160	 0.260967	 0.352929	 splitter_hard_spheres_2020_11_2_14h_16min_27sec_R_0.050_F_0.16_setn_1
0.160	 0.395694	 0.370755	 splitter_hard_spheres_2020_11_2_14h_24min_56sec_R_0.050_F_0.16_setn_1
0.160	 0.357262	 0.374263	 splitter_hard_spheres_2020_11_2_17h_11min_45sec_R_0.050_F_0.16_setn_1
0.160	 0.378389	 0.362034	 splitter_hard_spheres_2020_11_2_17h_42min_4sec_R_0.050_F_0.16_setn_1
0.160	 0.376376	 0.405160	 splitter_hard_spheres_2020_11_14_22h_13min_27sec_R_0.050_F_0.16_setn_1
0.160	 0.357169	 0.314711	 splitter_hard_spheres_2020_11_14_22h_17min_36sec_R_0.050_F_0.16_setn_1
0.160	 0.325574	 0.341148	 splitter_hard_spheres_2020_11_14_22h_36min_30sec_R_0.050_F_0.16_setn_1
0.160	 0.390815	 0.366233	 splitter_hard_spheres_2020_11_14_23h_7min_42sec_R_0.050_F_0.16_setn_1
0.160	 0.452192	 0.350093	 splitter_LJ_pot_2020_11_14_23h_22min_32sec_R_0.050_F_0.16_setn_1
0.160	 0.417782	 0.336465	 splitter_hard_spheres_2020_11_18_14h_24min_52sec_R_0.050_F_0.16_setn_1
0.160	 0.186019	 0.193127	 sept_hard_spheres_2020_12_11_20h_19min_14sec_R_0.050_F_0.16_setn_1
0.160	 0.218312	 0.184701	 sept_hard_spheres_2020_12_11_20h_28min_8sec_R_0.050_F_0.16_setn_1
0.160	 0.302528	 0.336565	 splitter_hard_spheres_2020_12_11_20h_41min_10sec_R_0.050_F_0.16_setn_1
0.160	 0.414740	 0.369191	 splitter_hard_spheres_2020_12_11_20h_51min_11sec_R_0.050_F_0.16_setn_1
0.160	 0.562268	 0.461008	 cos_hard_spheres_2020_12_11_20h_58min_48sec_R_0.050_F_0.16_setn_1
0.160	 0.443287	 0.524650	 cos_hard_spheres_2020_12_11_21h_25min_42sec_R_0.050_F_0.16_setn_1
0.160	 0.377537	 0.355603	 splitter_LJ_pot_2020_12_11_21h_36min_48sec_R_0.050_F_0.16_setn_1
5.000	 0.193302	 0.331460	 sept_hard_spheres_2021_2_6_22h_46min_35sec_R_0.050_F_5.00_setn_1
5.000	 0.192335	 0.261285	 sept_hard_spheres_2021_2_6_23h_17min_29sec_R_0.050_F_5.00_setn_1
5.000	 0.046372	 0.054624	 sept_LJ_pot_2021_8_14_22h_38min_43sec_R_0.050_F_5.00_setn_1
5.000	 0.177352	 0.276698	 sept_LJ_pot_2021_8_14_22h_44min_21sec_R_0.050_F_5.00_setn_1
10.000	 -0.463681	 0.000000	 splitter_LJ_pot_2025_8_30_1h_47min_34sec_R_0.050_LJMIN_0.100_EPS_2.00_F_10.00_setn_1
19.000	 2.206405	 0.000000	 sept_LJ_pot_2025_10_2_0h_40min_16sec_R_0.050_LJMIN_0.100_EPS_2.00_F_19.00_setn_1
19.000	 0.665712	 0.572690	 sept_LJ_pot_2025_10_2_0h_42min_40sec_R_0.050_LJMIN_0.100_EPS_2.00_F_19.00_setn_1
19.000	 0.199021	 1.359068	 sept_LJ_pot_2025_10_2_0h_44min_8sec_R_0.050_LJMIN_0.100_EPS_2.00_F_19.00_setn_1
