#time	 tcoeff.meanx	 tcoeff.mu	 Meansqdist	  tcoeff.deff  	 abb	 abbdeff
0.000400	 0.3478	 0.86962	 0.1258	 3.01102	 0	 0
0.000800	 0.6505	 0.81323	 0.4369	 4.29006	 0	 0
0.001200	 1.0014	 0.83460	 1.0316	 5.99171	 0	 0
0.001600	 1.3854	 0.86591	 1.9562	 5.76675	 0	 0
0.002000	 1.7690	 0.88452	 3.1675	 4.79418	 0	 0
0.002400	 2.1630	 0.90130	 4.7183	 4.13323	 0	 0
0.002800	 2.5598	 0.91423	 6.5932	 3.64153	 0	 0
0.003200	 2.9519	 0.92250	 8.7581	 3.46488	 0	 0
0.003600	 3.3460	 0.92946	 11.2405	 3.12170	 0	 0
0.004000	 3.7414	 0.93536	 14.0443	 2.90436	 0	 0
0.000400	 0.4905	 1.22616	 0.3816	 88.17208	 0	 0
0.000800	 0.8823	 1.10284	 0.9218	 44.82574	 0	 0
0.001200	 1.2726	 1.06051	 1.7692	 31.16900	 0	 0
0.001600	 1.6643	 1.04020	 2.9213	 23.64210	 0	 0
0.002000	 2.0589	 1.02947	 4.3951	 19.48889	 0	 0
0.002400	 2.4499	 1.02079	 6.1531	 15.73723	 0	 0
0.002800	 2.8447	 1.01597	 8.2434	 13.47808	 0	 0
0.003200	 3.2415	 1.01297	 10.6598	 11.91415	 0	 0
0.003600	 3.6345	 1.00959	 13.3618	 10.56756	 0	 0
0.004000	 4.0275	 1.00688	 16.3736	 9.54421	 0	 0
0.004400	 4.4208	 1.00472	 19.6962	 8.68359	 0	 0
0.004800	 4.8156	 1.00325	 23.3462	 8.13243	 0	 0
0.005200	 5.2064	 1.00122	 27.2621	 7.50174	 0	 0
0.005600	 5.5996	 0.99992	 31.5111	 6.95941	 0	 0
0.006000	 5.9912	 0.99854	 36.0548	 6.67250	 0	 0
0.006400	 6.3841	 0.99752	 40.9126	 6.08221	 0	 0
0.006800	 6.7763	 0.99651	 46.0776	 5.88358	 0	 0
0.007200	 7.1698	 0.99581	 51.5697	 5.65878	 0	 0
0.007600	 7.5594	 0.99465	 57.3090	 5.42761	 0	 0
0.008000	 7.9493	 0.99366	 63.3577	 5.21800	 0	 0
0.008400	 8.3412	 0.99300	 69.7416	 4.95490	 0	 0
0.008800	 8.7406	 0.99325	 76.5654	 4.73892	 0	 0
0.009200	 9.1343	 0.99286	 83.6054	 4.59434	 0	 0
0.009600	 9.5326	 0.99298	 91.0390	 4.39295	 0	 0
0.010000	 9.9234	 0.99234	 98.6477	 4.33986	 0	 0
0.010400	 10.3200	 0.99231	 106.6785	 4.22316	 0	 0
0.010800	 10.7178	 0.99239	 115.0514	 4.15335	 0	 0
0.011200	 11.1064	 0.99164	 123.5374	 4.13989	 0	 0
0.011600	 11.5040	 0.99173	 132.5320	 4.07288	 0	 0
0.012000	 11.8995	 0.99163	 141.7912	 4.02057	 0	 0
0.012400	 12.2949	 0.99153	 151.3604	 3.94225	 0	 0
0.012800	 12.6885	 0.99129	 161.1938	 3.84398	 0	 0
0.013200	 13.0839	 0.99120	 171.3874	 3.79040	 0	 0
0.013600	 13.4749	 0.99080	 181.7746	 3.69277	 0	 0
0.014000	 13.8671	 0.99051	 192.4949	 3.52584	 0	 0
0.014400	 14.2512	 0.98966	 203.2942	 3.44719	 0	 0
0.014800	 14.6463	 0.98961	 214.7150	 3.39316	 0	 0
0.015200	 15.0414	 0.98957	 226.4467	 3.33937	 0	 0
0.015600	 15.4295	 0.98907	 238.2785	 3.33358	 0	 0
0.016000	 15.8252	 0.98907	 250.6477	 3.31453	 0	 0
0.016400	 16.2229	 0.98920	 263.3984	 3.27045	 1	 1
0.016800	 16.6175	 0.98914	 276.3631	 3.28574	 2	 2
0.017200	 17.0049	 0.98866	 289.3859	 3.19766	 3	 3
0.017600	 17.3933	 0.98826	 302.7512	 3.16386	 4	 4
0.018000	 17.7863	 0.98813	 316.5718	 3.06280	 5	 5
0.018400	 18.1780	 0.98793	 330.6627	 3.04822	 6	 6
0.018800	 18.5700	 0.98776	 345.0673	 2.97436	 7	 7
0.019200	 18.9616	 0.98758	 359.7719	 3.01151	 8	 8
0.019600	 19.3546	 0.98748	 374.8320	 2.97078	 9	 9
0.020000	 19.7460	 0.98730	 390.1379	 2.94085	 10	 10
0.020400	 20.1330	 0.98691	 405.5752	 2.89653	 11	 11
0.020800	 20.5246	 0.98676	 421.5017	 2.89778	 12	 12
0.021200	 20.9162	 0.98662	 437.7306	 2.84440	 13	 13
0.021600	 21.3040	 0.98630	 454.1011	 2.78840	 14	 14
0.022000	 21.6984	 0.98629	 471.0598	 2.73509	 15	 15
0.022400	 22.0911	 0.98621	 488.2565	 2.67078	 16	 16
0.022800	 22.4827	 0.98608	 505.7140	 2.63722	 17	 17
0.023200	 22.8772	 0.98609	 523.6090	 2.60035	 18	 18
0.023600	 23.2725	 0.98612	 541.8562	 2.63369	 19	 19
0.024000	 23.6685	 0.98619	 560.4494	 2.60699	 20	 20


Average of all Threads:

msd = 0.25027	 meanspd = 986.18856	 mu = 0.98619	 deff = 2.60699

