#time	 meanx: <x>	 meanspeed: <v>	 mu	 abb	 abbdeff
3.999990	 0.0407	 0.01017	 0.0636	  0	 0
5.999990	 0.1500	 0.02500	 0.1562	  0	 0
7.999990	 0.2134	 0.02668	 0.1667	  0	 0
9.999990	 0.4347	 0.04347	 0.2717	  0	 0
11.999990	 0.5015	 0.04179	 0.2612	  0	 0
13.999990	 0.8468	 0.06049	 0.3781	  0	 0
15.999990	 1.1004	 0.06878	 0.4299	  0	 0
17.999990	 1.1788	 0.06549	 0.4093	  0	 0
19.999990	 1.3850	 0.06925	 0.4328	  0	 0
2.000000	 0.2557	 0.12785	 0.7991	  0	 0
4.000000	 0.2119	 0.05299	 0.3312	  0	 0
6.000000	 0.2803	 0.04671	 0.2920	  0	 0
8.000000	 0.3161	 0.03951	 0.2469	  0	 0
10.000000	 0.2909	 0.02909	 0.1818	  0	 0
12.000000	 0.4522	 0.03768	 0.2355	  0	 0
14.000000	 0.7405	 0.05289	 0.3306	  0	 0
16.000000	 0.7751	 0.04844	 0.3028	  0	 0
18.000000	 0.7566	 0.04204	 0.2627	  0	 0
20.000000	 1.0382	 0.05191	 0.3244	  0	 0
22.000000	 1.2950	 0.05886	 0.3679	  0	 0
24.000000	 1.5083	 0.06284	 0.3928	  0	 0
26.000000	 1.8623	 0.07163	 0.4477	  0	 0
28.000000	 2.0708	 0.07396	 0.4622	  0	 0
30.000000	 2.1961	 0.07320	 0.4575	  0	 0
32.000000	 2.3266	 0.07270	 0.4544	  0	 0
34.000000	 2.4371	 0.07168	 0.4480	  0	 0
36.000000	 2.4948	 0.06930	 0.4331	  0	 0
38.000000	 2.5765	 0.06780	 0.4238	  0	 0
40.000000	 2.7835	 0.06959	 0.4349	  0	 0
42.000000	 2.7945	 0.06654	 0.4158	  0	 0
44.000000	 3.0723	 0.06983	 0.4364	  0	 0
46.000000	 3.2159	 0.06991	 0.4369	  0	 0
48.000000	 3.1547	 0.06572	 0.4108	  0	 0
50.000000	 3.0722	 0.06144	 0.3840	  0	 0
52.000000	 3.3405	 0.06424	 0.4015	  0	 0
54.000000	 3.3280	 0.06163	 0.3852	  0	 0
56.000000	 3.7027	 0.06612	 0.4132	  0	 0
58.000000	 3.8535	 0.06644	 0.4152	  0	 0
60.000000	 3.9161	 0.06527	 0.4079	  0	 0
62.000000	 3.9982	 0.06449	 0.4030	  0	 0
64.000000	 4.2455	 0.06634	 0.4146	  0	 0
66.000000	 4.4976	 0.06814	 0.4259	  0	 0
68.000000	 4.4497	 0.06544	 0.4090	  0	 0
70.000000	 4.6101	 0.06586	 0.4116	  0	 0
72.000000	 4.7607	 0.06612	 0.4133	  0	 0
74.000000	 4.9911	 0.06745	 0.4215	  0	 0
76.000000	 5.2109	 0.06856	 0.4285	  0	 0
78.000000	 5.3901	 0.06910	 0.4319	  0	 0
80.000000	 5.6196	 0.07024	 0.4390	  0	 0
82.000000	 5.4463	 0.06642	 0.4151	  1	 1
84.000000	 5.4149	 0.06446	 0.4029	  2	 2
86.000000	 5.3875	 0.06265	 0.3915	  3	 3
88.000000	 5.4470	 0.06190	 0.3869	  4	 4
90.000000	 5.6713	 0.06301	 0.3938	  5	 5
92.000000	 5.6242	 0.06113	 0.3821	  6	 6
94.000000	 5.7455	 0.06112	 0.3820	  7	 7
96.000000	 5.7213	 0.05960	 0.3725	  8	 8
98.000000	 5.8111	 0.05930	 0.3706	  9	 9
100.000000	 5.8892	 0.05889	 0.3681	  10	 10
102.000000	 5.9926	 0.05875	 0.3672	  11	 11
104.000000	 6.3422	 0.06098	 0.3811	  12	 12
106.000000	 6.2529	 0.05899	 0.3687	  13	 13
108.000000	 6.4611	 0.05982	 0.3739	  14	 14
110.000000	 6.6931	 0.06085	 0.3803	  15	 15
112.000000	 6.9437	 0.06200	 0.3875	  16	 16
114.000000	 7.0074	 0.06147	 0.3842	  17	 17
116.000000	 7.1858	 0.06195	 0.3872	  18	 18
118.000000	 7.3762	 0.06251	 0.3907	  19	 19
120.000000	 7.5036	 0.06253	 0.3908	  20	 20


Average of all Threads:

meanx = 7.50365	 meanspeed = 0.06253	 mu = 0.39082

