#time	 meanx: <x>	 meanspeed: <v>	 mu	 abb	 abbdeff
0.049998	 0.0281	 0.56234	 0.5623	  0	 0
0.074998	 0.0482	 0.64278	 0.6428	  0	 0
0.099998	 0.0789	 0.78876	 0.7888	  0	 0
0.124998	 0.0901	 0.72068	 0.7207	  0	 0
0.149997	 0.0983	 0.65520	 0.6552	  0	 0
0.174997	 0.1158	 0.66154	 0.6615	  0	 0
0.199997	 0.1045	 0.52227	 0.5223	  0	 0
0.224997	 0.1196	 0.53174	 0.5317	  0	 0
0.249997	 0.1201	 0.48058	 0.4806	  0	 0
0.025000	 -0.0874	 -3.49480	 -3.4948	  0	 0
0.050000	 -0.0875	 -1.75040	 -1.7504	  0	 0
0.075000	 -0.1142	 -1.52216	 -1.5222	  0	 0
0.100000	 -0.1248	 -1.24789	 -1.2479	  0	 0
0.125000	 -0.1013	 -0.81056	 -0.8106	  0	 0
0.150000	 -0.0857	 -0.57155	 -0.5716	  0	 0
0.175000	 -0.0784	 -0.44772	 -0.4477	  0	 0
0.200000	 -0.0444	 -0.22212	 -0.2221	  0	 0
0.225000	 -0.0224	 -0.09954	 -0.0995	  0	 0
0.250000	 0.0219	 0.08775	 0.0877	  0	 0
0.275000	 0.0623	 0.22648	 0.2265	  0	 0
0.300000	 0.0772	 0.25733	 0.2573	  0	 0
0.325000	 0.1093	 0.33643	 0.3364	  0	 0
0.350000	 0.1149	 0.32835	 0.3284	  0	 0
0.375000	 0.1729	 0.46116	 0.4612	  0	 0
0.400000	 0.2120	 0.53002	 0.5300	  0	 0
0.425000	 0.2156	 0.50730	 0.5073	  0	 0
0.450000	 0.2301	 0.51134	 0.5113	  0	 0
0.475000	 0.2816	 0.59292	 0.5929	  0	 0
0.500000	 0.3014	 0.60290	 0.6029	  0	 0
0.525000	 0.3135	 0.59708	 0.5971	  0	 0
0.550000	 0.3141	 0.57100	 0.5710	  0	 0
0.575000	 0.3396	 0.59066	 0.5907	  0	 0
0.600000	 0.3544	 0.59059	 0.5906	  0	 0
0.625000	 0.3511	 0.56171	 0.5617	  0	 0
0.650000	 0.3253	 0.50041	 0.5004	  0	 0
0.675000	 0.3606	 0.53421	 0.5342	  0	 0
0.700000	 0.3534	 0.50485	 0.5049	  0	 0
0.725000	 0.3615	 0.49857	 0.4986	  0	 0
0.750000	 0.3749	 0.49991	 0.4999	  0	 0
0.775000	 0.4169	 0.53793	 0.5379	  0	 0
0.800000	 0.4215	 0.52690	 0.5269	  0	 0
0.825000	 0.4488	 0.54404	 0.5440	  0	 0
0.850000	 0.4379	 0.51513	 0.5151	  0	 0
0.875000	 0.4754	 0.54326	 0.5433	  0	 0
0.900000	 0.4821	 0.53568	 0.5357	  0	 0
0.925000	 0.4980	 0.53843	 0.5384	  0	 0
0.950000	 0.5011	 0.52743	 0.5274	  0	 0
0.975000	 0.4752	 0.48734	 0.4873	  0	 0
1.000000	 0.5201	 0.52012	 0.5201	  0	 0
1.025000	 0.5009	 0.48869	 0.4887	  1	 1
1.050000	 0.5108	 0.48650	 0.4865	  2	 2
1.075000	 0.5036	 0.46848	 0.4685	  3	 3
1.100000	 0.5066	 0.46052	 0.4605	  4	 4
1.125000	 0.5302	 0.47125	 0.4713	  5	 5
1.150000	 0.5598	 0.48675	 0.4867	  6	 6
1.175000	 0.5406	 0.46008	 0.4601	  7	 7
1.200000	 0.5951	 0.49595	 0.4960	  8	 8
1.225000	 0.6506	 0.53110	 0.5311	  9	 9
1.250000	 0.6201	 0.49605	 0.4961	  10	 10
1.275000	 0.6399	 0.50187	 0.5019	  11	 11
1.300000	 0.6378	 0.49062	 0.4906	  12	 12
1.325000	 0.6610	 0.49891	 0.4989	  13	 13
1.350000	 0.6932	 0.51347	 0.5135	  14	 14
1.375000	 0.7057	 0.51326	 0.5133	  15	 15
1.400000	 0.7501	 0.53577	 0.5358	  16	 16
1.425000	 0.7196	 0.50495	 0.5049	  17	 17
1.450000	 0.7245	 0.49968	 0.4997	  18	 18
1.475000	 0.7367	 0.49943	 0.4994	  19	 19
1.500000	 0.7623	 0.50819	 0.5082	  20	 20


Average of all Threads:

meanx = 0.76228	 meanspeed = 0.50819	 mu = 0.50819

