#xpositions	 ypositions
6.88747	 -0.05572
3.04415	 0.32250
4.30860	 0.18569
2.75237	 -0.27256
2.81894	 0.14645
9.82653	 0.09235
4.69261	 0.18477
9.37772	 -0.00000
3.98476	 0.24978
2.49975	 -0.00523
6.60789	 0.05812
4.48112	 -0.10012
5.03593	 0.13733
0.59978	 -0.17611
5.44859	 0.16875
5.36541	 -0.10812
1.74345	 -0.09201
5.11698	 -0.07244
4.38603	 -0.20710
2.30205	 0.33168
0.00110	 0.20267
6.30067	 -0.09191
4.59188	 -0.04448
3.06565	 0.20326
6.90460	 0.03077
3.30837	 0.27529
4.03266	 0.26423
0.87999	 0.25984
2.79313	 -0.17428
1.56007	 -0.33921
4.12001	 0.16815
0.90227	 -0.16170
2.10714	 -0.25394
4.33119	 0.04793
7.03989	 0.03904
2.01873	 -0.35167
4.98505	 0.07383
7.87598	 -0.04452
3.55257	 0.11313
5.11447	 -0.01859
3.09333	 0.24591
7.60192	 -0.02606
3.52200	 0.22472
3.32381	 -0.05569
2.40353	 -0.17024
4.01964	 -0.12149
8.97764	 -0.04616
7.18783	 -0.04528
4.62207	 -0.13574
0.21422	 0.04143
9.40908	 0.09950
4.93345	 -0.00441
3.90775	 -0.28965
1.48131	 -0.01100
4.01756	 0.06782
5.14688	 0.05250
1.26651	 0.19832
1.57457	 0.01670
5.39719	 0.13423
1.81139	 0.27238
4.45403	 0.05297
8.36132	 0.06634
7.79647	 0.03360
2.78732	 0.23224
1.91955	 -0.10275
4.40644	 -0.03250
3.52655	 0.26957
9.92879	 -0.15910
3.41973	 -0.24458
6.19577	 0.00069
2.24776	 -0.27037
6.00458	 -0.05273
3.52382	 -0.16273
6.19485	 -0.09776
4.22211	 -0.23256
4.89043	 -0.15777
2.23701	 -0.01018
5.22509	 -0.01234
8.41583	 -0.03921
5.11933	 -0.19891
3.17940	 0.19569
3.57198	 -0.31484
7.34389	 -0.04634
2.25870	 -0.02845
5.19919	 -0.00111
9.11790	 0.11043
9.79457	 -0.06714
1.80283	 -0.04776
4.42648	 -0.26548
8.30808	 0.04260
2.44843	 -0.15526
2.61002	 0.11153
3.64704	 -0.23699
3.45440	 -0.21757
1.89362	 0.04091
4.13278	 0.14671
1.14178	 -0.14537
6.87477	 -0.04539
4.39375	 -0.01852
1.60972	 0.20085
4.80117	 0.07010
3.49754	 0.21029
2.89713	 -0.24963
4.68735	 -0.19305
3.83569	 0.30814
9.93223	 0.18964
1.25999	 -0.22091
3.55303	 0.17448
3.41599	 -0.00510
0.43358	 0.25123
6.51405	 -0.05003
1.68919	 0.21200
3.20492	 0.13205
4.19061	 0.01669
1.96543	 0.03513
5.70958	 0.13764
3.05012	 -0.12267
9.43705	 0.08603
4.68419	 -0.12621
2.33002	 -0.26765
3.09015	 0.29413
0.02011	 0.17037
2.34537	 -0.30212
4.38190	 -0.06422
4.47068	 0.17417
5.14425	 0.06462
5.89704	 0.04060
2.10510	 -0.22753
1.96011	 -0.04442
1.86301	 0.14821
8.65872	 0.08754
1.58098	 0.24347
2.31523	 0.08912
3.43258	 0.27824
5.37559	 -0.11237
3.65962	 0.15726
3.95592	 -0.27416
6.87018	 -0.06021
2.22117	 0.27346
0.14623	 -0.10361
8.56827	 0.02382
3.27486	 0.02046
5.87173	 -0.04702
5.52883	 0.04058
6.81445	 -0.01610
4.01944	 0.26084
1.00757	 -0.06406
6.81440	 0.02092
4.17447	 0.18102
3.80631	 -0.26810
1.51168	 -0.22436
8.34383	 0.06526
3.01443	 0.12060
4.96703	 0.13967
3.05294	 0.31194
7.48751	 0.05337
5.14689	 0.00078
2.79655	 -0.18558
3.50942	 0.05910
9.72966	 -0.13675
3.25716	 -0.31672
8.50646	 -0.00159
0.35619	 -0.13222
4.83654	 -0.04800
1.45909	 0.32266
5.05899	 0.05589
3.69166	 -0.24989
6.91236	 0.01082
9.90350	 -0.00726
6.35313	 0.06332
3.24872	 0.12926
3.75388	 0.29401
5.85780	 -0.03761
2.82556	 0.25087
8.77797	 -0.08140
5.86549	 -0.13149
5.08036	 -0.20413
7.94225	 -0.03060
7.07592	 0.03772
9.73342	 -0.08487
0.97940	 -0.27682
6.14209	 0.00560
2.38734	 0.04995
4.44481	 -0.22670
0.38057	 -0.08690
5.33748	 -0.02643
4.44570	 0.26493
3.43811	 0.17927
2.92685	 -0.35054
4.09227	 0.02617
8.83193	 0.03391
4.33175	 -0.05126
8.37258	 0.06060
1.14155	 -0.14187
1.52350	 0.12502
9.53419	 -0.11457
1.28985	 -0.03878
0.07095	 0.00284
3.24843	 -0.17981
4.42076	 -0.03881
