#time	 meanx: <x>	 meanspeed: <v>	 mu	 abb	 abbdeff
3.999990	 0.2999	 0.07497	 0.4686	  0	 0
5.999990	 0.5891	 0.09819	 0.6137	  0	 0
7.999990	 0.6497	 0.08121	 0.5076	  0	 0
9.999990	 0.7530	 0.07530	 0.4706	  0	 0
11.999990	 0.8201	 0.06834	 0.4271	  0	 0
13.999990	 1.1057	 0.07898	 0.4936	  0	 0
15.999990	 0.9786	 0.06116	 0.3823	  0	 0
17.999990	 1.1760	 0.06533	 0.4083	  0	 0
19.999990	 1.1101	 0.05550	 0.3469	  0	 0
2.000000	 0.3101	 0.15506	 0.9691	  0	 0
4.000000	 0.3229	 0.08073	 0.5046	  0	 0
6.000000	 0.4210	 0.07016	 0.4385	  0	 0
8.000000	 0.7906	 0.09883	 0.6177	  0	 0
10.000000	 0.9275	 0.09275	 0.5797	  0	 0
12.000000	 1.1391	 0.09493	 0.5933	  0	 0
14.000000	 1.1485	 0.08203	 0.5127	  0	 0
16.000000	 1.3243	 0.08277	 0.5173	  0	 0
18.000000	 1.5067	 0.08370	 0.5231	  0	 0
20.000000	 1.7890	 0.08945	 0.5591	  0	 0
22.000000	 1.8171	 0.08259	 0.5162	  0	 0
24.000000	 1.7467	 0.07278	 0.4549	  0	 0
26.000000	 2.0667	 0.07949	 0.4968	  0	 0
28.000000	 2.1697	 0.07749	 0.4843	  0	 0
30.000000	 2.2370	 0.07457	 0.4660	  0	 0
32.000000	 2.5296	 0.07905	 0.4941	  0	 0
34.000000	 2.6855	 0.07898	 0.4937	  0	 0
36.000000	 2.6120	 0.07256	 0.4535	  0	 0
38.000000	 2.5808	 0.06792	 0.4245	  0	 0
40.000000	 2.6497	 0.06624	 0.4140	  0	 0
42.000000	 2.6798	 0.06380	 0.3988	  0	 0
44.000000	 2.7555	 0.06263	 0.3914	  0	 0
46.000000	 2.9301	 0.06370	 0.3981	  0	 0
48.000000	 2.9828	 0.06214	 0.3884	  0	 0
50.000000	 3.0411	 0.06082	 0.3801	  0	 0
52.000000	 3.1027	 0.05967	 0.3729	  0	 0
54.000000	 3.4475	 0.06384	 0.3990	  0	 0
