#time	 tcoeff.meanspd	  <x^3>-3<x^2><x>+2<x>^3
0.009998	 -1.852961	 0.00033
0.019998	 -0.260686	 0.00387
0.029997	 0.563013	 0.00896
0.039998	 0.825844	 0.00697
0.049998	 0.457186	 0.00680
0.059998	 0.602312	 0.00455
0.069998	 0.796937	 -0.00654
0.079998	 0.879239	 -0.00164
0.089998	 0.783389	 0.00215
0.099998	 0.732381	 0.00765
0.010000	 3.637981	 0.00827
0.020000	 1.471702	 0.01242
0.030000	 0.995352	 0.01478
0.040000	 0.712777	 0.02003
0.050000	 0.858912	 0.00667
0.060000	 0.578413	 0.04083
0.070000	 0.649710	 0.04353
0.080000	 0.484316	 0.06499
0.090000	 0.505901	 0.06673
0.100000	 0.412787	 0.05742
0.110000	 0.543308	 0.03647
0.120000	 0.646772	 0.02851
0.130000	 0.600412	 -0.02199
0.140000	 0.630134	 -0.03784
0.150000	 0.573109	 -0.01664
0.160000	 0.643517	 0.02675
0.170000	 0.503062	 0.01718
0.180000	 0.526042	 0.03457
0.190000	 0.472073	 0.04577
0.200000	 0.452821	 0.03091
0.210000	 0.527331	 0.05389
0.220000	 0.557066	 0.01216
0.230000	 0.566182	 0.01228
0.240000	 0.620250	 0.00352
0.250000	 0.613497	 0.06602
0.260000	 0.560546	 0.08271
0.270000	 0.626395	 0.11351
0.280000	 0.708804	 0.16666
0.290000	 0.715208	 0.22876
0.300000	 0.704074	 0.24273
0.310000	 0.735452	 0.31838
0.320000	 0.705301	 0.27174
0.330000	 0.745895	 0.24407
0.340000	 0.781152	 0.31532
0.350000	 0.746088	 0.28215
0.360000	 0.761380	 0.31214
0.370000	 0.789274	 0.26563
0.380000	 0.772358	 0.33059
0.390000	 0.782751	 0.28399
0.400000	 0.742121	 0.33618
0.410000	 0.704303	 0.26006
0.420000	 0.706136	 0.25582
0.430000	 0.699710	 0.33164
0.440000	 0.702268	 0.30777
0.450000	 0.716509	 0.32901
0.460000	 0.730236	 0.28721
0.470000	 0.702701	 0.24877
0.480000	 0.726890	 0.21463
0.490000	 0.738746	 0.22331
0.500000	 0.730127	 0.26456
0.510000	 0.702732	 0.28601
0.520000	 0.704758	 0.29019
0.530000	 0.663731	 0.30438
0.540000	 0.643971	 0.26597
0.550000	 0.654795	 0.23556
0.560000	 0.666758	 0.20900
0.570000	 0.641472	 0.18435
0.580000	 0.635151	 0.15639
0.590000	 0.654707	 0.13030
0.600000	 0.629672	 0.10234


Average of all Threads:

meanx = 0.37780	 meanxsqu = 1.21035	 mthree = 0.10234

