#xpositions	 ypositions
0.99293	 -0.14635
0.27760	 0.33326
0.37268	 -0.01000
0.07729	 -0.16177
0.47518	 0.10580
0.38011	 -0.07557
0.98207	 -0.05312
0.79053	 0.04409
0.99821	 0.16159
0.52507	 0.08439
0.26633	 0.35047
0.79379	 0.01594
0.16473	 -0.08200
0.30900	 -0.17208
0.17488	 -0.26089
0.72615	 0.00036
0.16551	 0.32767
0.40890	 -0.20089
0.40796	 0.27583
0.40736	 0.05167
0.26639	 -0.15310
0.13380	 0.06357
0.91979	 -0.11440
0.31642	 0.25106
0.50766	 0.03632
0.36930	 -0.18477
0.54747	 0.11309
0.06981	 0.02878
0.41678	 0.24977
0.67107	 -0.06107
0.49181	 -0.00772
0.08008	 -0.18060
0.77484	 -0.03000
0.07200	 0.11828
0.30919	 0.31934
0.03513	 0.09331
0.98587	 -0.19476
0.08638	 -0.31354
0.46312	 0.00903
0.31897	 0.25992
0.29288	 -0.12233
0.28653	 0.10166
0.36575	 -0.05295
0.18146	 -0.21125
0.24288	 -0.01492
0.46575	 0.02379
0.06688	 -0.11099
0.37406	 0.27417
0.58658	 -0.08250
0.18368	 -0.12022
0.15214	 -0.11131
0.60445	 0.02321
0.16945	 0.21355
0.50655	 -0.02557
0.29560	 0.02942
0.32585	 0.32203
0.46715	 0.18339
0.33528	 0.19623
0.07017	 -0.03774
0.57917	 -0.05900
0.04099	 -0.15396
0.21904	 -0.22662
0.75734	 -0.03475
0.90167	 0.14471
0.47956	 -0.12797
0.39058	 -0.22725
0.10666	 0.33246
0.45086	 0.16790
0.97107	 -0.09963
0.01226	 -0.24273
0.47095	 -0.21366
0.80011	 -0.01319
0.89748	 -0.13897
0.90947	 0.01540
0.45766	 -0.04648
0.14443	 0.27896
0.56840	 -0.08053
0.22943	 0.19512
0.01467	 0.18416
0.93061	 0.11576
0.71671	 0.02128
0.06014	 -0.07153
0.89737	 -0.10285
0.13623	 -0.17016
0.42481	 -0.02085
0.40555	 -0.01206
0.31252	 0.23398
0.44576	 0.14230
0.34747	 0.07860
0.01372	 0.10000
0.22959	 -0.12649
0.43489	 -0.10762
0.57798	 -0.08082
0.09311	 0.31033
0.82496	 0.02189
0.93569	 -0.02119
0.63543	 0.05180
0.12653	 -0.17876
0.30769	 0.14783
0.50373	 0.15402
0.09326	 -0.25850
0.39760	 0.08855
0.12045	 0.33839
0.91585	 -0.00847
0.14308	 0.06831
0.30217	 -0.25420
0.18860	 0.35660
0.15425	 -0.01423
0.77955	 0.01016
0.88121	 0.11021
0.00450	 -0.05802
0.96508	 -0.09597
0.02614	 0.22587
0.23481	 -0.01241
0.69566	 -0.03272
0.35909	 -0.10009
0.61033	 -0.04114
0.31940	 0.30710
0.29538	 0.00772
0.15990	 0.10660
0.19191	 0.31627
0.25867	 -0.31510
0.19469	 0.18718
0.18933	 -0.23455
0.36379	 0.09385
0.86830	 0.10777
0.12896	 0.21441
0.55206	 0.12620
0.54955	 -0.10513
0.16589	 -0.15370
0.54945	 -0.13387
0.11904	 -0.11900
0.33422	 0.01242
0.09289	 -0.30609
0.38489	 -0.23242
0.23331	 0.23022
0.07177	 0.22059
0.38657	 0.23007
0.10029	 -0.03710
0.01188	 -0.08898
0.62998	 -0.03899
0.22971	 0.12171
0.19831	 -0.30354
0.23285	 -0.04519
0.87901	 -0.06524
0.45513	 -0.09022
0.75756	 -0.05516
0.08737	 0.29953
0.00092	 0.00544
0.37465	 -0.27134
0.19153	 -0.32618
0.30421	 -0.25055
0.21940	 0.00873
0.40699	 -0.11271
0.26890	 0.31114
0.09935	 0.14313
0.59569	 0.05727
0.37839	 -0.02535
0.31783	 -0.19227
0.06186	 -0.19309
0.30923	 0.13447
0.52935	 0.05163
0.27333	 -0.12185
0.94098	 -0.05188
0.23531	 0.23558
0.17133	 -0.18740
0.81194	 -0.00242
0.39449	 0.17437
0.95286	 0.10027
0.23868	 0.24890
0.40087	 0.21886
0.72129	 -0.03142
0.01927	 0.16192
0.19673	 -0.11509
0.02225	 -0.12025
0.40047	 0.22914
0.13065	 -0.06154
0.16634	 -0.32261
0.12899	 0.14160
0.42735	 0.03839
0.21092	 -0.06040
0.93160	 -0.17990
0.39199	 0.05304
0.08361	 -0.25869
0.38295	 -0.19267
0.12504	 0.27929
0.41393	 -0.01055
0.63248	 0.05419
0.98971	 0.01415
0.15672	 0.01304
0.93446	 0.10359
0.21670	 -0.17308
0.04784	 0.14269
0.81492	 -0.00080
0.29888	 -0.30264
0.52822	 0.14124
0.16503	 0.13851
0.01839	 -0.07720
0.24319	 0.00570
0.80450	 -0.00952
