#time	 tcoeff.meanspd	  <x^3>-3<x^2><x>+2<x>^3
0.009998	 0.952095	 0.00102
0.019998	 0.817079	 0.00292
0.029997	 0.551680	 0.00313
0.039998	 0.858366	 0.00065
0.049998	 0.625403	 0.01235
0.059998	 0.960153	 0.00469
0.069998	 0.803414	 -0.00697
0.079998	 0.760431	 0.00789
0.089998	 0.803393	 -0.00104
0.099998	 0.839542	 -0.00937
0.109998	 0.917161	 -0.00918
0.119998	 0.764453	 -0.00409
0.129998	 0.802091	 0.00579
0.139998	 0.964051	 -0.02472
0.149997	 1.080838	 -0.01483
0.159997	 1.149473	 0.00195
0.169997	 1.331797	 -0.00786
0.179997	 1.349812	 -0.00174
0.189997	 1.347418	 0.00222
0.199997	 1.310326	 0.01291
0.209997	 1.296562	 0.00780
0.219997	 1.227971	 0.01340
0.229997	 1.282461	 -0.01733
0.239997	 1.226614	 0.00367
0.249997	 1.259826	 -0.01525
0.259997	 1.220782	 -0.03865
0.269997	 1.240609	 0.00799
0.279997	 1.323889	 -0.01108
0.289997	 1.293049	 0.01221
0.299997	 1.292171	 -0.00070
0.010000	 1.821782	 -0.00046
0.020000	 1.412742	 0.00276
0.030000	 1.773138	 0.00949
0.040000	 1.681638	 0.01166
0.050000	 1.551182	 0.02061
0.060000	 1.177900	 0.03855
0.070000	 1.064001	 0.05164
0.080000	 1.065883	 0.03628
0.090000	 1.364978	 0.02931
0.100000	 1.259480	 0.04949
0.110000	 1.147342	 0.01957
0.120000	 1.059238	 0.03785
0.130000	 1.118679	 0.08223
0.140000	 1.098811	 0.07592
0.150000	 0.926564	 0.05995
0.160000	 0.947404	 0.03313
0.170000	 1.012389	 0.03464
0.180000	 0.948565	 0.03355
0.190000	 0.915069	 0.06411
0.200000	 0.934338	 0.01862
0.210000	 0.963200	 0.00240
0.220000	 0.849583	 0.04483
0.230000	 0.845289	 0.10022
0.240000	 0.858489	 0.07191
0.250000	 0.921710	 0.00432
0.260000	 0.919183	 0.01601
0.270000	 0.886161	 0.03776
0.280000	 0.869583	 0.05368
0.290000	 0.854288	 0.05953
0.300000	 0.903886	 0.12218
0.310000	 0.876138	 0.09515
0.320000	 0.903909	 0.15991
0.330000	 0.873760	 0.14141
0.340000	 0.945260	 0.12800
0.350000	 0.944272	 0.10143
0.360000	 0.889383	 0.07232
0.370000	 0.875590	 0.04787
0.380000	 0.836163	 0.04522
0.390000	 0.768428	 0.04323
0.400000	 0.764100	 -0.01603


Average of all Threads:

meanx = 0.30564	 meanxsqu = 0.87188	 mthree = -0.01603

