#time	 tcoeff.meanspd	  <x^3>-3<x^2><x>+2<x>^3
0.009998	 2.321116	 -0.00133
0.019998	 2.119449	 -0.00018
0.029997	 1.973320	 -0.00362
0.039998	 1.396019	 -0.00559
0.049998	 0.910197	 -0.01150
0.059998	 0.823404	 -0.00536
0.069998	 0.944706	 -0.00861
0.079998	 0.890197	 -0.00396
0.089998	 0.979703	 -0.00216
0.099998	 1.085699	 -0.00426
0.109998	 1.051732	 0.00572
0.119998	 1.178289	 0.01948
0.129998	 1.108473	 0.03199
0.139998	 0.988955	 0.04793
0.149997	 1.082721	 0.04368
0.159997	 1.280644	 0.03200
0.169997	 1.237016	 0.03940
0.179997	 1.276727	 0.00604
0.189997	 1.195831	 0.01713
0.199997	 1.207626	 0.00796
0.209997	 1.189046	 0.02017
0.219997	 1.133036	 0.01783
0.229997	 1.188494	 0.03636
0.239997	 1.142006	 0.05596
0.249997	 1.116625	 0.07541
0.259997	 1.084272	 0.08668
0.269997	 1.155548	 0.07618
0.279997	 1.247547	 0.07030
0.289997	 1.250116	 0.06405
0.299997	 1.309550	 0.08770
0.010000	 6.847014	 -0.01189
0.020000	 3.960813	 -0.00240
0.030000	 2.645862	 -0.01337
0.040000	 2.206502	 0.01105
0.050000	 1.794901	 0.02642
0.060000	 2.217026	 0.01311
0.070000	 2.210361	 0.02690
0.080000	 1.936508	 0.01519
0.090000	 2.037438	 0.02081
0.100000	 2.049944	 0.01505
0.110000	 2.005717	 0.04099
0.120000	 2.073550	 0.04667
0.130000	 1.803343	 0.01376
0.140000	 1.733936	 0.00703
0.150000	 1.749625	 0.03013
0.160000	 1.611337	 0.02733
0.170000	 1.622948	 0.01938
0.180000	 1.591647	 0.03207
0.190000	 1.528474	 0.03550
0.200000	 1.624025	 0.07304
0.210000	 1.663719	 0.09127
0.220000	 1.588521	 0.06799
0.230000	 1.517037	 0.07477
0.240000	 1.543351	 0.09336
0.250000	 1.561944	 0.08622
0.260000	 1.535782	 0.08467
0.270000	 1.502016	 0.04666
0.280000	 1.477155	 0.05908
0.290000	 1.419461	 0.03740
0.300000	 1.446937	 0.03551
0.310000	 1.472021	 0.03255
0.320000	 1.472853	 0.02371
0.330000	 1.467332	 0.07321
0.340000	 1.466119	 0.04387
0.350000	 1.439800	 0.06165
0.360000	 1.436910	 0.09114
0.370000	 1.450642	 0.10218
0.380000	 1.517587	 0.12867
0.390000	 1.472587	 0.20452
0.400000	 1.457556	 0.19812


Average of all Threads:

meanx = 0.58302	 meanxsqu = 1.10645	 mthree = 0.19812

