#time	 tcoeff.meanspd	  <x^3>-3<x^2><x>+2<x>^3
0.009998	 1.866413	 0.00003
0.019998	 1.390053	 -0.00135
0.029997	 0.975002	 0.00001
0.039998	 1.243349	 0.01075
0.049998	 1.293263	 0.01642
0.059998	 1.352474	 0.02939
0.069998	 1.342014	 0.03650
0.079998	 1.358158	 0.03814
0.089998	 1.490042	 0.03566
0.099998	 1.407734	 0.03739
0.109998	 1.291158	 0.04174
0.119998	 1.255902	 0.05839
0.129998	 1.283863	 0.05415
0.139998	 1.380264	 0.04695
0.149997	 1.437277	 0.06138
0.159997	 1.506350	 0.04689
0.169997	 1.443473	 0.03760
0.179997	 1.506144	 0.06242
0.189997	 1.452815	 0.07632
0.199997	 1.433032	 0.08138
0.209997	 1.408413	 0.05338
0.219997	 1.342837	 0.04816
0.229997	 1.383031	 0.05164
0.239997	 1.304067	 0.02130
0.249997	 1.298269	 0.01077
0.259997	 1.261609	 0.00212
0.269997	 1.282771	 -0.00717
0.279997	 1.275107	 -0.01219
0.289997	 1.231166	 -0.01877
0.299997	 1.193171	 0.00577
0.010000	 -1.922665	 0.00960
0.020000	 -0.279864	 0.02856
0.030000	 -0.157941	 0.02879
0.040000	 -0.482039	 0.02470
0.050000	 0.236003	 0.04137
0.060000	 0.326283	 0.04439
0.070000	 0.540549	 0.07689
0.080000	 0.707582	 0.06328
0.090000	 0.734905	 0.08913
0.100000	 0.799775	 0.08414
0.110000	 0.719020	 0.10590
0.120000	 0.853272	 0.10105
0.130000	 0.903502	 0.13715
0.140000	 1.020883	 0.14284
0.150000	 0.994767	 0.13286
0.160000	 0.882246	 0.17616
0.170000	 0.926055	 0.15758
0.180000	 0.939296	 0.22001
0.190000	 1.030724	 0.17003
0.200000	 1.111175	 0.14418
0.210000	 1.195789	 0.17790
0.220000	 1.132545	 0.20546
0.230000	 1.162017	 0.24260
0.240000	 1.203169	 0.26654
0.250000	 1.166671	 0.22096
0.260000	 1.183211	 0.21031
0.270000	 1.173164	 0.24686
0.280000	 1.160055	 0.31883
0.290000	 1.186501	 0.26871
0.300000	 1.150746	 0.27280
0.310000	 1.139292	 0.27061
0.320000	 1.165540	 0.32232
0.330000	 1.164376	 0.31052
0.340000	 1.068169	 0.36186
0.350000	 1.113313	 0.33090
0.360000	 1.160629	 0.35669
0.370000	 1.114371	 0.30466
0.380000	 1.068104	 0.28108
0.390000	 1.037119	 0.23779
0.400000	 0.965457	 0.25929


Average of all Threads:

meanx = 0.38618	 meanxsqu = 0.99275	 mthree = 0.25929

