#time	 tcoeff.meanx	 tcoeff.mu	 Meansqdist	  tcoeff.deff  	 abb	 abbdeff
0.009998	 0.0187	 0.93321	 0.0256	 0.63072	 0	 0
0.019998	 0.0278	 0.69503	 0.0550	 0.67781	 0	 0
0.029997	 0.0292	 0.48750	 0.0818	 0.67419	 0	 0
0.039998	 0.0497	 0.62167	 0.1109	 0.67790	 0	 0
0.049998	 0.0647	 0.64663	 0.1391	 0.67470	 0	 0
0.059998	 0.0811	 0.67624	 0.1609	 0.64290	 0	 0
0.069998	 0.0939	 0.67101	 0.1661	 0.56166	 0	 0
0.079998	 0.1086	 0.67908	 0.1740	 0.50689	 0	 0
0.089998	 0.1341	 0.74502	 0.2012	 0.50893	 0	 0
0.099998	 0.1408	 0.70387	 0.2215	 0.50411	 0	 0
0.109998	 0.1420	 0.64558	 0.2251	 0.46571	 0	 0
0.119998	 0.1507	 0.62795	 0.2483	 0.46992	 0	 0
0.129998	 0.1669	 0.64193	 0.2609	 0.44808	 0	 0
0.139998	 0.1932	 0.69013	 0.2915	 0.45385	 0	 0
0.149997	 0.2156	 0.71864	 0.3130	 0.44420	 0	 0
0.159997	 0.2410	 0.75318	 0.3168	 0.40421	 0	 0
0.169997	 0.2454	 0.72174	 0.3503	 0.42658	 0	 0
0.179997	 0.2711	 0.75307	 0.3868	 0.43518	 0	 0
0.189997	 0.2760	 0.72641	 0.3877	 0.40991	 0	 0
0.199997	 0.2866	 0.71652	 0.4165	 0.41797	 0	 0
0.209997	 0.2958	 0.70421	 0.4460	 0.42676	 0	 0
0.219997	 0.2954	 0.67142	 0.4841	 0.45093	 0	 0
0.229997	 0.3181	 0.69152	 0.5068	 0.44085	 0	 0
0.239997	 0.3130	 0.65203	 0.5030	 0.42197	 0	 0
0.249997	 0.3246	 0.64913	 0.5277	 0.42232	 0	 0
0.259997	 0.3280	 0.63080	 0.5687	 0.44333	 0	 0
0.269997	 0.3463	 0.64139	 0.5791	 0.42515	 0	 0
0.279997	 0.3570	 0.63755	 0.5947	 0.41718	 0	 0
0.289997	 0.3570	 0.61558	 0.6343	 0.43691	 0	 0
0.299997	 0.3579	 0.59659	 0.6339	 0.42145	 0	 0
0.010000	 -0.0192	 -0.96133	 0.1712	 4.27048	 0	 0
0.020000	 -0.0056	 -0.13993	 0.1927	 2.40804	 0	 0
0.030000	 -0.0047	 -0.07897	 0.2089	 1.74104	 0	 0
0.040000	 -0.0193	 -0.24102	 0.2252	 1.40532	 0	 0
0.050000	 0.0118	 0.11800	 0.2506	 1.25208	 0	 0
0.060000	 0.0196	 0.16314	 0.2680	 1.11528	 0	 0
0.070000	 0.0378	 0.27027	 0.2933	 1.04245	 0	 0
0.080000	 0.0566	 0.35379	 0.3092	 0.95611	 0	 0
0.090000	 0.0661	 0.36745	 0.3369	 0.92374	 0	 0
0.100000	 0.0800	 0.39989	 0.3648	 0.89605	 0	 0
0.110000	 0.0791	 0.35951	 0.3833	 0.85699	 0	 0
0.120000	 0.1024	 0.42664	 0.4257	 0.86498	 0	 0
0.130000	 0.1175	 0.45175	 0.4531	 0.84489	 0	 0
0.140000	 0.1429	 0.51044	 0.5143	 0.88192	 0	 0
0.150000	 0.1492	 0.49738	 0.5166	 0.82386	 0	 0
0.160000	 0.1412	 0.44112	 0.5193	 0.78034	 0	 0
0.170000	 0.1574	 0.46303	 0.5560	 0.78121	 0	 0
0.180000	 0.1691	 0.46965	 0.5710	 0.75333	 0	 0
0.190000	 0.1958	 0.51536	 0.6139	 0.75734	 0	 0
0.200000	 0.2222	 0.55559	 0.6225	 0.71634	 0	 0
0.210000	 0.2511	 0.59789	 0.6869	 0.74270	 1	 1
0.220000	 0.2492	 0.56627	 0.7051	 0.73068	 2	 2
0.230000	 0.2673	 0.58101	 0.7348	 0.72107	 3	 3
0.240000	 0.2888	 0.60158	 0.7442	 0.68831	 4	 4
0.250000	 0.2917	 0.58334	 0.7431	 0.65803	 5	 5
0.260000	 0.3076	 0.59161	 0.7871	 0.66578	 6	 6
0.270000	 0.3168	 0.58658	 0.8463	 0.69072	 7	 7
0.280000	 0.3248	 0.58003	 0.9134	 0.72131	 8	 8
0.290000	 0.3441	 0.59325	 0.9106	 0.68291	 9	 9
0.300000	 0.3452	 0.57537	 0.9254	 0.67188	 10	 10
0.310000	 0.3532	 0.56965	 0.9335	 0.65219	 11	 11
0.320000	 0.3730	 0.58277	 0.9388	 0.62474	 12	 12
0.330000	 0.3842	 0.58219	 0.9514	 0.60890	 13	 13
0.340000	 0.3632	 0.53408	 0.9595	 0.60853	 14	 14
0.350000	 0.3897	 0.55666	 0.9829	 0.59365	 15	 15
0.360000	 0.4178	 0.58031	 1.0118	 0.58139	 16	 16
0.370000	 0.4123	 0.55719	 0.9990	 0.56011	 17	 17
0.380000	 0.4059	 0.53405	 1.0213	 0.56355	 18	 18
0.390000	 0.4045	 0.51856	 1.0096	 0.54233	 19	 19
0.400000	 0.3862	 0.48273	 0.9927	 0.52726	 20	 20


Average of all Threads:

msd = 0.84361	 meanspd = 0.96546	 mu = 0.48273	 deff = 0.52726

