#time	 meanx: <x>	 meanspeed: <v>	 mu	 abb	 abbdeff
3.999990	 0.1374	 0.03436	 0.2147	  0	 0
5.999990	 0.4239	 0.07065	 0.4416	  0	 0
7.999990	 0.5494	 0.06868	 0.4292	  0	 0
9.999990	 0.5878	 0.05878	 0.3674	  0	 0
11.999990	 0.5873	 0.04894	 0.3059	  0	 0
13.999990	 0.7041	 0.05029	 0.3143	  0	 0
15.999990	 0.7493	 0.04683	 0.2927	  0	 0
17.999990	 0.9114	 0.05064	 0.3165	  0	 0
19.999990	 0.9745	 0.04873	 0.3045	  0	 0
2.000000	 -0.0196	 -0.00982	 -0.0614	  0	 0
4.000000	 0.1178	 0.02946	 0.1841	  0	 0
6.000000	 0.2345	 0.03908	 0.2443	  0	 0
8.000000	 0.2533	 0.03166	 0.1979	  0	 0
10.000000	 0.2320	 0.02320	 0.1450	  0	 0
12.000000	 0.2336	 0.01946	 0.1216	  0	 0
14.000000	 0.2612	 0.01866	 0.1166	  0	 0
16.000000	 0.1773	 0.01108	 0.0693	  0	 0
18.000000	 0.2652	 0.01473	 0.0921	  0	 0
20.000000	 0.4422	 0.02211	 0.1382	  0	 0
22.000000	 0.5005	 0.02275	 0.1422	  0	 0
24.000000	 0.6586	 0.02744	 0.1715	  0	 0
26.000000	 0.6951	 0.02673	 0.1671	  0	 0
28.000000	 0.8204	 0.02930	 0.1831	  0	 0
30.000000	 0.7945	 0.02648	 0.1655	  0	 0
32.000000	 0.9196	 0.02874	 0.1796	  0	 0
34.000000	 1.0264	 0.03019	 0.1887	  0	 0
36.000000	 1.0730	 0.02980	 0.1863	  0	 0
38.000000	 1.0364	 0.02727	 0.1705	  0	 0
40.000000	 1.0613	 0.02653	 0.1658	  0	 0
42.000000	 1.1722	 0.02791	 0.1744	  0	 0
44.000000	 1.3697	 0.03113	 0.1946	  0	 0
46.000000	 1.4025	 0.03049	 0.1906	  0	 0
48.000000	 1.4155	 0.02949	 0.1843	  0	 0
50.000000	 1.7213	 0.03443	 0.2152	  0	 0
52.000000	 1.8542	 0.03566	 0.2229	  0	 0
54.000000	 1.8027	 0.03338	 0.2086	  0	 0
56.000000	 1.9546	 0.03490	 0.2182	  0	 0
58.000000	 2.1031	 0.03626	 0.2266	  0	 0
60.000000	 2.1628	 0.03605	 0.2253	  0	 0
62.000000	 2.2551	 0.03637	 0.2273	  0	 0
64.000000	 2.2687	 0.03545	 0.2216	  0	 0
66.000000	 2.4847	 0.03765	 0.2353	  0	 0
68.000000	 2.4994	 0.03676	 0.2297	  0	 0
70.000000	 2.5417	 0.03631	 0.2269	  0	 0
72.000000	 2.4524	 0.03406	 0.2129	  0	 0
74.000000	 2.5197	 0.03405	 0.2128	  0	 0
76.000000	 2.8254	 0.03718	 0.2324	  0	 0
78.000000	 2.8380	 0.03638	 0.2274	  0	 0
80.000000	 2.8713	 0.03589	 0.2243	  0	 0
82.000000	 2.9868	 0.03642	 0.2277	  1	 1
84.000000	 3.1597	 0.03762	 0.2351	  2	 2
86.000000	 3.3524	 0.03898	 0.2436	  3	 3
88.000000	 3.4194	 0.03886	 0.2429	  4	 4
90.000000	 3.4046	 0.03783	 0.2364	  5	 5
92.000000	 3.4126	 0.03709	 0.2318	  6	 6
94.000000	 3.5378	 0.03764	 0.2352	  7	 7
96.000000	 3.5381	 0.03686	 0.2303	  8	 8
98.000000	 3.6664	 0.03741	 0.2338	  9	 9
100.000000	 3.7074	 0.03707	 0.2317	  10	 10
102.000000	 3.7033	 0.03631	 0.2269	  11	 11
104.000000	 3.7337	 0.03590	 0.2244	  12	 12
106.000000	 3.7593	 0.03546	 0.2217	  13	 13
108.000000	 3.9146	 0.03625	 0.2265	  14	 14
110.000000	 3.9538	 0.03594	 0.2246	  15	 15
112.000000	 4.0611	 0.03626	 0.2266	  16	 16
114.000000	 4.1169	 0.03611	 0.2257	  17	 17
116.000000	 4.3709	 0.03768	 0.2355	  18	 18
118.000000	 4.2387	 0.03592	 0.2245	  19	 19
120.000000	 4.1916	 0.03493	 0.2183	  20	 20


Average of all Threads:

meanx = 4.19160	 meanspeed = 0.03493	 mu = 0.21831

