#time	 tcoeff.meanspd	  <x^3>-3<x^2><x>+2<x>^3
0.009998	 3.547476	 0.00128
0.019998	 2.800211	 0.00107
0.029997	 1.979185	 -0.00219
0.039998	 1.376453	 -0.00350
0.049998	 1.320434	 0.00016
0.059998	 1.121742	 0.00113
0.069998	 1.087727	 0.01752
0.079998	 1.244073	 0.01145
0.089998	 1.118385	 0.00423
0.099998	 1.149536	 0.00360
0.010000	 8.779981	 0.00280
0.020000	 5.057782	 0.00621
0.030000	 2.951338	 0.01584
0.040000	 2.194190	 0.01764
0.050000	 1.817868	 0.02351
0.060000	 1.461945	 0.02950
0.070000	 1.217598	 0.03027
0.080000	 1.213157	 0.03006
0.090000	 1.299397	 0.01834
0.100000	 1.433263	 0.04874
0.110000	 1.177690	 0.08254
0.120000	 1.202008	 0.05021
0.130000	 1.156670	 0.06088
0.140000	 1.167789	 0.03617
0.150000	 1.060429	 0.06753
0.160000	 1.007019	 0.05735
0.170000	 0.972830	 0.05434
0.180000	 0.980410	 0.07458
0.190000	 1.058788	 0.05323
0.200000	 1.045663	 0.03538
0.210000	 0.962290	 0.02460
0.220000	 1.134366	 0.03932
0.230000	 1.167268	 0.03772
0.240000	 1.250782	 0.04311
0.250000	 1.235421	 0.09879
0.260000	 1.222844	 0.14016
0.270000	 1.088871	 0.17018
0.280000	 1.040302	 0.15562
0.290000	 1.021457	 0.19616
0.300000	 0.998490	 0.26348
0.310000	 1.007809	 0.26008
0.320000	 1.034649	 0.25659
0.330000	 1.008294	 0.20714
0.340000	 1.000125	 0.15906
0.350000	 0.952733	 0.22076
0.360000	 0.924649	 0.19940
0.370000	 0.887437	 0.22282
0.380000	 0.868174	 0.20269
0.390000	 0.906644	 0.28539
0.400000	 0.872239	 0.30478
0.410000	 0.882647	 0.30223
0.420000	 0.891671	 0.31965
0.430000	 0.899304	 0.36139
0.440000	 0.900658	 0.31940
0.450000	 0.865472	 0.33331
0.460000	 0.888512	 0.29807
0.470000	 0.867884	 0.29811
0.480000	 0.896553	 0.27625
0.490000	 0.898537	 0.21864
0.500000	 0.875949	 0.20931
0.510000	 0.869212	 0.21900
0.520000	 0.836503	 0.20181
0.530000	 0.875628	 0.19728
0.540000	 0.862634	 0.17599
0.550000	 0.883570	 0.17614
0.560000	 0.884662	 0.21138
0.570000	 0.907109	 0.20615
0.580000	 0.936365	 0.15854
0.590000	 0.923977	 0.17904
0.600000	 0.931531	 0.21353


Average of all Threads:

meanx = 0.55892	 meanxsqu = 1.16213	 mthree = 0.21353

