#xpositions	 ypositions
0.26350	 0.13726
0.61336	 -0.34478
0.83782	 0.03563
0.63653	 0.29449
0.48303	 0.40241
0.75430	 -0.15331
0.23898	 0.34189
0.13920	 0.10327
0.12119	 -0.23476
0.32695	 -0.48751
0.18210	 0.19576
0.28382	 0.44966
0.13725	 -0.01725
0.94060	 0.06233
0.36774	 0.52054
0.33595	 -0.00549
0.64794	 0.20546
0.85492	 -0.06993
0.18309	 -0.11257
0.40358	 -0.26342
0.92250	 0.08111
0.38291	 0.46689
0.48625	 -0.06651
0.30849	 0.01955
0.16152	 0.74148
0.28842	 -0.40723
0.71285	 0.21762
0.31652	 0.62323
0.70819	 0.00768
0.45158	 -0.35766
0.08279	 -0.28765
0.92620	 0.05118
0.69541	 0.03261
0.07391	 -0.47223
0.73381	 -0.11205
0.38424	 -0.45976
0.52289	 0.39135
0.37136	 0.59127
0.23611	 -0.10307
0.20344	 0.07383
0.54940	 0.26187
0.27905	 -0.65385
0.50650	 -0.18664
0.31471	 0.47038
0.08419	 0.02020
0.53860	 0.37380
0.06925	 0.27044
0.32742	 0.55942
0.09104	 0.02907
0.61820	 -0.20632
0.45265	 0.23123
0.51356	 -0.23069
0.12508	 0.77858
0.76729	 -0.13337
0.20946	 -0.39360
0.56172	 -0.41538
0.17664	 0.16457
0.09274	 -0.55923
0.65712	 0.00416
0.19234	 -0.62919
0.17437	 0.26506
0.11718	 0.82463
0.04625	 -0.01759
0.58276	 -0.38347
0.05758	 0.09718
0.22187	 0.42848
0.77677	 0.22833
0.77166	 0.01900
0.31699	 -0.29098
0.19537	 0.53321
0.60992	 0.14332
0.58061	 -0.38274
0.24378	 0.38826
0.84014	 0.12630
0.32993	 0.01562
0.14874	 -0.23323
0.64088	 -0.13025
0.09013	 0.22133
0.52568	 -0.00380
0.39675	 -0.37810
0.28804	 0.03841
0.15784	 -0.71550
0.76086	 0.18816
0.05171	 0.69045
0.08892	 -0.80481
0.62061	 -0.27311
0.51892	 0.34252
0.10139	 -0.32325
0.18221	 -0.23416
0.95626	 0.05552
0.14079	 -0.39233
0.25751	 0.51199
0.48694	 0.42932
0.68249	 -0.25334
0.34089	 -0.18259
0.14302	 -0.29123
0.48593	 -0.06044
0.52589	 0.44536
0.52711	 -0.18381
0.68803	 -0.07259
0.13922	 -0.68565
0.23916	 -0.36219
0.06977	 0.26154
0.45198	 -0.24530
0.07260	 0.62196
0.35928	 -0.58838
0.24978	 0.49093
0.37971	 0.12860
0.20005	 -0.13169
0.55505	 0.24245
0.75619	 0.24088
0.56650	 0.28367
0.96454	 0.01001
0.06696	 0.36318
0.68349	 0.08894
0.22547	 0.42214
0.46959	 -0.38335
0.70428	 -0.20522
0.52111	 0.12723
0.35046	 0.34776
0.26141	 0.07121
0.49352	 -0.35262
0.59230	 -0.16269
0.14730	 -0.01588
0.17457	 -0.17385
0.82360	 0.00633
0.39428	 0.34353
0.29918	 -0.25723
0.68228	 -0.13336
0.06261	 -0.17443
0.77623	 0.07051
0.33555	 0.48345
0.50677	 -0.44302
0.73681	 0.17875
0.15665	 -0.23005
0.85892	 0.15557
0.68761	 0.01969
0.91884	 0.06566
0.14813	 -0.16246
0.49961	 0.23208
0.14784	 -0.65331
0.89223	 -0.07514
0.39102	 -0.25553
0.61268	 0.32643
0.62512	 0.09481
0.10290	 -0.20541
0.30979	 0.07317
0.23297	 0.71417
0.47890	 0.44106
0.25123	 0.34303
0.19991	 -0.16760
0.32569	 0.01028
0.82470	 0.16080
0.64249	 -0.16055
0.74106	 -0.02862
0.06510	 0.21905
0.26310	 -0.38608
0.22189	 0.53354
0.55556	 -0.23728
0.15291	 -0.41181
0.49883	 -0.46726
0.44489	 0.12585
0.07785	 -0.82743
0.40249	 -0.08539
0.28291	 0.02789
0.62210	 0.28005
0.80521	 -0.10264
0.44725	 0.48986
0.36230	 0.24383
0.13098	 0.22885
0.58534	 0.38011
0.43980	 0.27913
0.42349	 0.42996
0.46219	 -0.20763
0.72411	 -0.11320
0.38911	 0.19697
0.27422	 -0.02598
0.07610	 0.16878
0.27194	 0.07658
0.29483	 -0.28372
0.97429	 0.05159
0.37420	 0.15753
0.18808	 -0.34016
0.36476	 -0.59515
0.57360	 0.40536
0.56743	 -0.04495
0.77007	 -0.17777
0.19541	 0.16963
0.58746	 -0.37711
0.38346	 0.15530
0.78247	 0.07311
0.73021	 0.20176
0.26975	 0.43702
0.36809	 0.22863
0.15831	 -0.55947
0.51479	 -0.19995
0.66666	 -0.29291
0.21766	 0.44592
0.13729	 -0.62016
0.15619	 0.21542
