#time	 tcoeff.meanx	 tcoeff.mu	 Meansqdist	  tcoeff.deff  	 abb	 abbdeff
0.002000	 0.1761	 0.88056	 0.0383	 0.91873	 0	 0
0.004000	 0.3241	 0.81037	 0.1207	 0.97950	 0	 0
0.005999	 0.4632	 0.77201	 0.2400	 1.06201	 0	 0
0.007999	 0.6061	 0.75762	 0.4044	 1.15870	 0	 0
0.009999	 0.7629	 0.76297	 0.6349	 1.32194	 0	 0
0.012000	 0.9301	 0.77515	 0.9334	 1.42218	 0	 0
0.014000	 1.0943	 0.78168	 1.2812	 1.49427	 0	 0
0.016000	 1.2598	 0.78738	 1.6864	 1.55207	 0	 0
0.018000	 1.4288	 0.79382	 2.1485	 1.48486	 0	 0
0.020000	 1.6160	 0.80803	 2.7313	 1.49750	 0	 0
0.002000	 0.3658	 1.82890	 0.2626	 16.10002	 0	 0
0.004000	 0.5367	 1.34172	 0.4186	 8.15865	 0	 0
0.006000	 0.7213	 1.20224	 0.6719	 6.31562	 0	 0
0.008000	 0.9003	 1.12537	 0.9923	 5.67985	 0	 0
0.010000	 1.0826	 1.08265	 1.3610	 4.72093	 0	 0
0.012000	 1.2690	 1.05754	 1.8161	 4.28385	 0	 0
0.014000	 1.4532	 1.03803	 2.3309	 3.90992	 0	 0
0.016000	 1.6261	 1.01634	 2.8765	 3.62755	 0	 0
0.018000	 1.7997	 0.99986	 3.4907	 3.49479	 0	 0
0.020000	 1.9766	 0.98830	 4.1710	 3.29971	 0	 0
0.022000	 2.1612	 0.98238	 4.9411	 3.07015	 0	 0
0.024000	 2.3449	 0.97703	 5.7877	 3.01313	 0	 0
0.026000	 2.5203	 0.96936	 6.6525	 2.88815	 0	 0
0.028000	 2.6996	 0.96413	 7.6037	 2.82284	 0	 0
0.030000	 2.8687	 0.95623	 8.5656	 2.80230	 0	 0
0.032000	 3.0354	 0.94857	 9.5655	 2.74826	 0	 0
0.034000	 3.2123	 0.94479	 10.6726	 2.60160	 0	 0
0.036000	 3.3950	 0.94307	 11.8839	 2.48316	 0	 0
0.038000	 3.5776	 0.94148	 13.1708	 2.44359	 0	 0
0.040000	 3.7653	 0.94132	 14.5681	 2.44261	 0	 0
0.042000	 3.9433	 0.93889	 15.9474	 2.36705	 0	 0
0.044000	 4.1292	 0.93845	 17.4490	 2.26614	 0	 0
0.046000	 4.2980	 0.93435	 18.8854	 2.24147	 0	 0
0.048000	 4.4806	 0.93346	 20.5056	 2.23743	 0	 0
0.050000	 4.6639	 0.93278	 22.1898	 2.18829	 0	 0
0.052000	 4.8459	 0.93189	 23.9388	 2.19479	 0	 0
0.054000	 5.0203	 0.92969	 25.6746	 2.18128	 0	 0
0.056000	 5.1964	 0.92793	 27.4800	 2.13040	 0	 0
0.058000	 5.3780	 0.92724	 29.4063	 2.08435	 0	 0
0.060000	 5.5487	 0.92478	 31.2739	 2.02489	 0	 0
0.062000	 5.7170	 0.92210	 33.1808	 2.00259	 0	 0
0.064000	 5.8953	 0.92114	 35.2837	 2.06639	 0	 0
0.066000	 6.0713	 0.91989	 37.3997	 2.04281	 0	 0
0.068000	 6.2547	 0.91980	 39.6658	 2.00387	 0	 0
0.070000	 6.4128	 0.91612	 41.6812	 1.98799	 0	 0
0.072000	 6.5949	 0.91596	 44.0441	 1.91472	 0	 0
0.074000	 6.7712	 0.91502	 46.4151	 1.91422	 0	 0
0.076000	 6.9432	 0.91358	 48.7858	 1.89996	 0	 0
0.078000	 7.1153	 0.91222	 51.2153	 1.88322	 0	 0
0.080000	 7.2917	 0.91146	 53.7778	 1.90231	 0	 0
0.082000	 7.4646	 0.91032	 56.3512	 1.92397	 1	 1
0.084000	 7.6356	 0.90900	 58.9496	 1.92672	 2	 2
0.086000	 7.8164	 0.90888	 61.7406	 1.87322	 3	 3
0.088000	 7.9960	 0.90864	 64.6045	 1.89847	 4	 4
0.090000	 8.1620	 0.90689	 67.2838	 1.84672	 5	 5
0.092000	 8.3524	 0.90787	 70.4369	 1.83308	 6	 6
0.094000	 8.5260	 0.90702	 73.3816	 1.83131	 7	 7
0.096000	 8.7071	 0.90699	 76.5090	 1.81267	 8	 8
0.098000	 8.8855	 0.90669	 79.6493	 1.77671	 9	 9
0.100000	 9.0567	 0.90567	 82.7199	 1.74037	 10	 10
0.102000	 9.2278	 0.90468	 85.8692	 1.75896	 11	 11
0.104000	 9.4017	 0.90401	 89.1349	 1.78747	 12	 12
0.106000	 9.5701	 0.90284	 92.3294	 1.75031	 13	 13
0.108000	 9.7430	 0.90213	 95.6842	 1.75459	 14	 14
0.110000	 9.9218	 0.90198	 99.2107	 1.74649	 15	 15
0.112000	 10.0876	 0.90068	 102.5333	 1.72827	 16	 16
0.114000	 10.2561	 0.89966	 105.9768	 1.73111	 17	 17
0.116000	 10.4195	 0.89823	 109.3441	 1.67800	 18	 18
0.118000	 10.5818	 0.89676	 112.7330	 1.60646	 19	 19
0.120000	 10.7670	 0.89725	 116.6846	 1.57776	 20	 20


Average of all Threads:

msd = 0.75732	 meanspd = 89.72459	 mu = 0.89725	 deff = 1.57776

