#time	 tcoeff.meanspd	  <x^3>-3<x^2><x>+2<x>^3
0.002000	 88.056337	 0.00019
0.004000	 81.036731	 0.00001
0.005999	 77.200652	 0.00026
0.007999	 75.762200	 -0.00025
0.009999	 76.296981	 0.00036
0.012000	 77.514851	 -0.00248
0.014000	 78.167600	 -0.00722
0.016000	 78.738307	 -0.00582
0.018000	 79.382343	 -0.01107
0.020000	 80.803387	 -0.01230
0.002000	 182.890359	 -0.00292
0.004000	 134.172166	 0.00602
0.006000	 120.224390	 0.01078
0.008000	 112.536855	 0.01005
0.010000	 108.264832	 0.00286
0.012000	 105.754069	 -0.00286
0.014000	 103.802950	 0.00738
0.016000	 101.634101	 0.00835
0.018000	 99.986056	 0.01072
0.020000	 98.830399	 0.01889
0.022000	 98.238195	 0.01397
0.024000	 97.702915	 0.01074
0.026000	 96.936372	 0.00533
0.028000	 96.412581	 -0.00225
0.030000	 95.622770	 -0.01761
0.032000	 94.856711	 -0.04656
0.034000	 94.478843	 -0.04440
0.036000	 94.306939	 -0.05943
0.038000	 94.147945	 -0.07574
0.040000	 94.131867	 -0.07148
0.042000	 93.888519	 -0.07701
0.044000	 93.845077	 -0.09087
0.046000	 93.435119	 -0.09429
0.048000	 93.346390	 -0.10384
0.050000	 93.278384	 -0.12102
0.052000	 93.189462	 -0.12851
0.054000	 92.968594	 -0.12328
0.056000	 92.793219	 -0.12390
0.058000	 92.723836	 -0.12602
0.060000	 92.478107	 -0.14828
0.062000	 92.209738	 -0.16239
0.064000	 92.114274	 -0.20167
0.066000	 91.989016	 -0.19032
0.068000	 91.980290	 -0.22037
0.070000	 91.612033	 -0.24089
0.072000	 91.595823	 -0.20532
0.074000	 91.502063	 -0.20493
0.076000	 91.358065	 -0.19130
0.078000	 91.222009	 -0.18217
0.080000	 91.146411	 -0.16574
0.082000	 91.031575	 -0.15426
0.084000	 90.899890	 -0.14306
0.086000	 90.888416	 -0.13359
0.088000	 90.863783	 -0.14528
0.090000	 90.689381	 -0.14605
0.092000	 90.786792	 -0.17609
0.094000	 90.702346	 -0.20166
0.096000	 90.698547	 -0.20366
0.098000	 90.668801	 -0.19516
0.100000	 90.566942	 -0.18182
0.102000	 90.468249	 -0.17673
0.104000	 90.400653	 -0.21159
0.106000	 90.284176	 -0.20371
0.108000	 90.213047	 -0.22577
0.110000	 90.198249	 -0.17918
0.112000	 90.067571	 -0.17336
0.114000	 89.965695	 -0.20127
0.116000	 89.823100	 -0.20294
0.118000	 89.676356	 -0.21238
0.120000	 89.724589	 -0.20430


Average of all Threads:

meanx = 10.76695	 meanxsqu = 116.68455	 mthree = -0.20430

