#time	 meanx: <x>	 meanspeed: <v>	 mu	 abb	 abbdeff
0.049998	 0.1384	 2.76738	 0.5535	  0	 0
0.074998	 0.1597	 2.12892	 0.4258	  0	 0
0.099998	 0.1980	 1.97968	 0.3959	  0	 0
0.124998	 0.2127	 1.70150	 0.3403	  0	 0
0.149997	 0.2297	 1.53130	 0.3063	  0	 0
0.174997	 0.2672	 1.52706	 0.3054	  0	 0
0.199997	 0.3178	 1.58907	 0.3178	  0	 0
0.224997	 0.3195	 1.41984	 0.2840	  0	 0
0.249997	 0.3327	 1.33088	 0.2662	  0	 0
0.025000	 0.1470	 5.88062	 1.1761	  0	 0
0.050000	 0.1830	 3.65935	 0.7319	  0	 0
0.075000	 0.2161	 2.88158	 0.5763	  0	 0
0.100000	 0.2099	 2.09874	 0.4197	  0	 0
0.125000	 0.2030	 1.62402	 0.3248	  0	 0
0.150000	 0.2155	 1.43688	 0.2874	  0	 0
0.175000	 0.2346	 1.34073	 0.2681	  0	 0
0.200000	 0.2965	 1.48231	 0.2965	  0	 0
0.225000	 0.3282	 1.45858	 0.2917	  0	 0
0.250000	 0.3386	 1.35421	 0.2708	  0	 0
0.275000	 0.4133	 1.50302	 0.3006	  0	 0
0.300000	 0.4235	 1.41165	 0.2823	  0	 0
0.325000	 0.4726	 1.45430	 0.2909	  0	 0
0.350000	 0.4821	 1.37746	 0.2755	  0	 0
0.375000	 0.5222	 1.39261	 0.2785	  0	 0
0.400000	 0.5621	 1.40517	 0.2810	  0	 0
0.425000	 0.6150	 1.44714	 0.2894	  0	 0
0.450000	 0.6470	 1.43788	 0.2876	  0	 0
0.475000	 0.6397	 1.34665	 0.2693	  0	 0
0.500000	 0.6605	 1.32106	 0.2642	  0	 0
0.525000	 0.6838	 1.30245	 0.2605	  0	 0
0.550000	 0.7102	 1.29130	 0.2583	  0	 0
0.575000	 0.7315	 1.27219	 0.2544	  0	 0
0.600000	 0.7075	 1.17924	 0.2358	  0	 0
0.625000	 0.7363	 1.17803	 0.2356	  0	 0
0.650000	 0.7825	 1.20383	 0.2408	  0	 0
0.675000	 0.7970	 1.18074	 0.2361	  0	 0
0.700000	 0.8534	 1.21917	 0.2438	  0	 0
0.725000	 0.9119	 1.25774	 0.2515	  0	 0
0.750000	 0.9521	 1.26941	 0.2539	  0	 0
0.775000	 0.9608	 1.23975	 0.2480	  0	 0
0.800000	 0.9677	 1.20961	 0.2419	  0	 0
0.825000	 0.9787	 1.18632	 0.2373	  0	 0
0.850000	 1.0112	 1.18966	 0.2379	  0	 0
0.875000	 1.0172	 1.16252	 0.2325	  0	 0
0.900000	 1.0188	 1.13200	 0.2264	  0	 0
0.925000	 1.0555	 1.14108	 0.2282	  0	 0
0.950000	 1.0690	 1.12523	 0.2250	  0	 0
0.975000	 1.0680	 1.09541	 0.2191	  0	 0
1.000000	 1.0981	 1.09810	 0.2196	  0	 0
1.025000	 1.1140	 1.08687	 0.2174	  1	 1
1.050000	 1.1495	 1.09473	 0.2189	  2	 2
1.075000	 1.1696	 1.08804	 0.2176	  3	 3
1.100000	 1.2146	 1.10419	 0.2208	  4	 4
1.125000	 1.2375	 1.09997	 0.2200	  5	 5
1.150000	 1.2605	 1.09609	 0.2192	  6	 6
1.175000	 1.3072	 1.11254	 0.2225	  7	 7
1.200000	 1.3336	 1.11132	 0.2223	  8	 8
1.225000	 1.3149	 1.07337	 0.2147	  9	 9
1.250000	 1.3332	 1.06654	 0.2133	  10	 10
1.275000	 1.3412	 1.05188	 0.2104	  11	 11
1.300000	 1.3325	 1.02498	 0.2050	  12	 12
1.325000	 1.3181	 0.99477	 0.1990	  13	 13
1.350000	 1.3329	 0.98730	 0.1975	  14	 14
1.375000	 1.3817	 1.00485	 0.2010	  15	 15
1.400000	 1.3905	 0.99320	 0.1986	  16	 16
1.425000	 1.4428	 1.01252	 0.2025	  17	 17
1.450000	 1.4923	 1.02920	 0.2058	  18	 18
1.475000	 1.5186	 1.02957	 0.2059	  19	 19
1.500000	 1.5035	 1.00233	 0.2005	  20	 20


Average of all Threads:

meanx = 1.50349	 meanspeed = 1.00233	 mu = 0.20047

