#time	 tcoeff.meanspd	  <x^3>-3<x^2><x>+2<x>^3
0.009998	 -1.075583	 0.00018
0.019998	 1.064723	 -0.00273
0.029997	 0.636316	 0.00078
0.039998	 0.691486	 0.00150
0.049998	 0.697104	 0.00140
0.059998	 0.569477	 -0.00330
0.069998	 0.559961	 -0.00975
0.079998	 0.587003	 -0.01814
0.089998	 0.687775	 -0.01291
0.099998	 0.682464	 0.00341
0.109998	 0.557536	 0.01292
0.119998	 0.555370	 0.02627
0.129998	 0.529047	 0.03328
0.139998	 0.603675	 0.02198
0.149997	 0.639492	 0.02884
0.159997	 0.751190	 0.02977
0.169997	 0.777651	 0.04303
0.179997	 0.651309	 0.04884
0.189997	 0.695676	 0.05701
0.199997	 0.715849	 0.08717
0.209997	 0.736878	 0.09116
0.219997	 0.833757	 0.09117
0.229997	 0.730305	 0.08303
0.239997	 0.667255	 0.09294
0.249997	 0.675998	 0.13826
0.259997	 0.680459	 0.18509
0.269997	 0.651563	 0.23600
0.279997	 0.598086	 0.16617
0.289997	 0.649523	 0.17262
0.299997	 0.707681	 0.13684
0.010000	 4.490023	 0.01423
0.020000	 2.346468	 -0.00262
0.030000	 2.026784	 -0.00322
0.040000	 1.788856	 -0.00175
0.050000	 1.281209	 0.01997
0.060000	 1.035442	 0.02150
0.070000	 1.453737	 0.02038
0.080000	 1.403567	 0.01873
0.090000	 1.369812	 0.02443
0.100000	 1.506878	 0.03753
0.110000	 1.409743	 0.02871
0.120000	 1.447685	 0.03914
0.130000	 1.458350	 0.03901
0.140000	 1.500455	 0.04275
0.150000	 1.655104	 0.05292
0.160000	 1.713129	 0.04559
0.170000	 1.665630	 0.01745
0.180000	 1.552772	 0.03689
0.190000	 1.517758	 0.03302
0.200000	 1.574480	 0.04023
0.210000	 1.541973	 0.08264
0.220000	 1.604658	 0.08829
0.230000	 1.603324	 0.08106
0.240000	 1.602570	 0.07223
0.250000	 1.669902	 0.07946
0.260000	 1.534875	 0.11252
0.270000	 1.501027	 0.16497
0.280000	 1.481583	 0.13173
0.290000	 1.455671	 0.09944
0.300000	 1.467734	 0.10839
0.310000	 1.504932	 0.04297
0.320000	 1.471338	 0.01426
0.330000	 1.507283	 0.01679
0.340000	 1.497023	 0.09485
0.350000	 1.436925	 0.03550
0.360000	 1.371430	 0.06056
0.370000	 1.395186	 0.11456
0.380000	 1.404095	 0.07851
0.390000	 1.404525	 0.03994
0.400000	 1.349485	 0.00855


Average of all Threads:

meanx = 0.53979	 meanxsqu = 0.88425	 mthree = 0.00855

