#time	 tcoeff.meanspd	  <x^3>-3<x^2><x>+2<x>^3
0.009998	 2.775046	 -0.00008
0.019998	 2.347935	 -0.00223
0.029997	 2.027315	 0.00320
0.039998	 0.993733	 0.00417
0.049998	 0.965133	 -0.00521
0.059998	 1.002992	 0.01126
0.069998	 0.972236	 0.01354
0.079998	 0.969907	 -0.00280
0.089998	 1.045004	 -0.00948
0.099998	 1.141990	 -0.00906
0.109998	 1.067315	 -0.01209
0.119998	 0.988600	 0.00343
0.129998	 0.793283	 -0.01009
0.139998	 0.616604	 -0.00397
0.149997	 0.490915	 0.00767
0.159997	 0.613338	 0.00906
0.169997	 0.469702	 0.00584
0.179997	 0.461940	 0.01759
0.189997	 0.495456	 0.03442
0.199997	 0.514153	 0.04216
0.209997	 0.496000	 0.06545
0.219997	 0.552281	 0.06284
0.229997	 0.588435	 0.05255
0.239997	 0.484346	 0.08049
0.249997	 0.555528	 0.07907
0.259997	 0.530811	 0.11297
0.269997	 0.473963	 0.12345
0.279997	 0.518641	 0.12369
0.289997	 0.480749	 0.15364
0.299997	 0.481508	 0.19237
0.010000	 3.687633	 -0.00736
0.020000	 2.589837	 -0.00724
0.030000	 2.165543	 0.00535
0.040000	 1.524037	 0.00173
0.050000	 1.323913	 0.00874
0.060000	 1.351840	 0.02180
0.070000	 1.303034	 0.04099
0.080000	 0.813848	 0.03944
0.090000	 0.897641	 0.03356
0.100000	 0.885709	 0.02543
0.110000	 0.820105	 0.02834
0.120000	 0.997472	 0.03053
0.130000	 0.888224	 0.00924
0.140000	 0.896034	 0.02706
0.150000	 0.736574	 0.04462
0.160000	 0.711620	 0.03408
0.170000	 0.743830	 0.05550
0.180000	 0.744780	 0.05824
0.190000	 0.705068	 0.03325
0.200000	 0.746293	 0.05795
0.210000	 0.733242	 0.04568
0.220000	 0.762987	 0.05075
0.230000	 0.719361	 0.07403
0.240000	 0.749014	 0.05144
0.250000	 0.735978	 0.06454
0.260000	 0.778639	 0.06813
0.270000	 0.715425	 0.06058
0.280000	 0.652020	 0.07548
0.290000	 0.641722	 0.06304
0.300000	 0.689923	 0.06128
0.310000	 0.639694	 0.04992
0.320000	 0.671511	 0.05085
0.330000	 0.641256	 0.04601
0.340000	 0.611719	 0.07175
0.350000	 0.615301	 0.09791
0.360000	 0.638210	 0.09981
0.370000	 0.605387	 0.11303
0.380000	 0.589899	 0.15279
0.390000	 0.608957	 0.12691
0.400000	 0.569120	 0.13969


Average of all Threads:

meanx = 0.22765	 meanxsqu = 0.47952	 mthree = 0.13969

