#time	 tcoeff.meanx	 tcoeff.mu	 Meansqdist	  tcoeff.deff  	 abb	 abbdeff
0.009998	 0.0277	 1.38752	 0.0388	 0.95166	 0	 0
0.019998	 0.0470	 1.17397	 0.0650	 0.78548	 0	 0
0.029997	 0.0608	 1.01366	 0.0906	 0.72404	 0	 0
0.039998	 0.0397	 0.49687	 0.1084	 0.66741	 0	 0
0.049998	 0.0483	 0.48257	 0.1309	 0.64284	 0	 0
0.059998	 0.0602	 0.50150	 0.1415	 0.57439	 0	 0
0.069998	 0.0681	 0.48612	 0.1394	 0.48137	 0	 0
0.079998	 0.0776	 0.48495	 0.1736	 0.52367	 0	 0
0.089998	 0.0940	 0.52250	 0.1791	 0.47307	 0	 0
0.099998	 0.1142	 0.57099	 0.1902	 0.44290	 0	 0
0.109998	 0.1174	 0.53366	 0.2070	 0.43907	 0	 0
0.119998	 0.1186	 0.49430	 0.2177	 0.42419	 0	 0
0.129998	 0.1031	 0.39664	 0.2378	 0.43694	 0	 0
0.139998	 0.0863	 0.30830	 0.2687	 0.46655	 0	 0
0.149997	 0.0736	 0.24546	 0.2838	 0.46393	 0	 0
0.159997	 0.0981	 0.30667	 0.2953	 0.44630	 0	 0
0.169997	 0.0798	 0.23485	 0.2895	 0.41631	 0	 0
0.179997	 0.0831	 0.23097	 0.3078	 0.41793	 0	 0
0.189997	 0.0941	 0.24773	 0.2996	 0.38255	 0	 0
0.199997	 0.1028	 0.25708	 0.2772	 0.33332	 0	 0
0.209997	 0.1042	 0.24800	 0.2888	 0.33093	 0	 0
0.219997	 0.1215	 0.27614	 0.2938	 0.31710	 0	 0
0.229997	 0.1353	 0.29422	 0.2973	 0.30321	 0	 0
0.239997	 0.1162	 0.24217	 0.3126	 0.31159	 0	 0
0.249997	 0.1389	 0.27776	 0.3268	 0.30747	 0	 0
0.259997	 0.1380	 0.26541	 0.3335	 0.30238	 0	 0
0.269997	 0.1280	 0.23698	 0.3328	 0.29296	 0	 0
0.279997	 0.1452	 0.25932	 0.3300	 0.27580	 0	 0
0.289997	 0.1394	 0.24037	 0.3624	 0.29564	 0	 0
0.299997	 0.1445	 0.24075	 0.3794	 0.29877	 0	 0
0.010000	 0.0369	 1.84382	 0.1437	 3.55854	 0	 0
0.020000	 0.0518	 1.29492	 0.1618	 1.98901	 0	 0
0.030000	 0.0650	 1.08277	 0.1742	 1.41639	 0	 0
0.040000	 0.0610	 0.76202	 0.1750	 1.07083	 0	 0
0.050000	 0.0662	 0.66196	 0.1919	 0.93753	 0	 0
0.060000	 0.0811	 0.67592	 0.1922	 0.77342	 0	 0
0.070000	 0.0912	 0.65152	 0.1984	 0.67884	 0	 0
0.080000	 0.0651	 0.40692	 0.2094	 0.64125	 0	 0
0.090000	 0.0808	 0.44882	 0.1992	 0.53507	 0	 0
0.100000	 0.0886	 0.44285	 0.2206	 0.53197	 0	 0
0.110000	 0.0902	 0.41005	 0.2246	 0.49185	 0	 0
0.120000	 0.1197	 0.49874	 0.2221	 0.43284	 0	 0
0.130000	 0.1155	 0.44411	 0.2153	 0.38832	 0	 0
0.140000	 0.1254	 0.44802	 0.2260	 0.37552	 0	 0
0.150000	 0.1105	 0.36829	 0.2372	 0.37500	 0	 0
0.160000	 0.1139	 0.35581	 0.2477	 0.36673	 0	 0
0.170000	 0.1265	 0.37192	 0.2549	 0.35135	 0	 0
0.180000	 0.1341	 0.37239	 0.2538	 0.32750	 0	 0
0.190000	 0.1340	 0.35253	 0.2558	 0.31291	 0	 0
0.200000	 0.1493	 0.37315	 0.2640	 0.30217	 0	 0
0.210000	 0.1540	 0.36662	 0.2757	 0.30001	 1	 1
0.220000	 0.1679	 0.38149	 0.3035	 0.31285	 2	 2
0.230000	 0.1655	 0.35968	 0.2926	 0.28826	 3	 3
0.240000	 0.1798	 0.37451	 0.3058	 0.28493	 4	 4
0.250000	 0.1840	 0.36799	 0.2901	 0.25629	 5	 5
0.260000	 0.2024	 0.38932	 0.3052	 0.25408	 6	 6
0.270000	 0.1932	 0.35771	 0.3260	 0.26730	 7	 7
0.280000	 0.1826	 0.32601	 0.3511	 0.28373	 8	 8
0.290000	 0.1861	 0.32086	 0.3364	 0.26011	 9	 9
0.300000	 0.2070	 0.34496	 0.3536	 0.25893	 10	 10
0.310000	 0.1983	 0.31985	 0.3560	 0.25535	 11	 11
0.320000	 0.2149	 0.33576	 0.3527	 0.23947	 12	 12
0.330000	 0.2116	 0.32063	 0.3622	 0.24048	 13	 13
0.340000	 0.2080	 0.30586	 0.3948	 0.25846	 14	 14
0.350000	 0.2154	 0.30765	 0.4156	 0.26376	 15	 15
0.360000	 0.2298	 0.31911	 0.4448	 0.27223	 16	 16
0.370000	 0.2240	 0.30269	 0.4638	 0.27948	 17	 17
0.380000	 0.2242	 0.29495	 0.4698	 0.27601	 18	 18
0.390000	 0.2375	 0.30448	 0.4704	 0.26540	 19	 19
0.400000	 0.2276	 0.28456	 0.4795	 0.26731	 20	 20


Average of all Threads:

msd = 0.42770	 meanspd = 0.56912	 mu = 0.28456	 deff = 0.26731

