#time	 tcoeff.meanx	 tcoeff.mu	 Meansqdist	  tcoeff.deff  	 abb	 abbdeff
0.009998	 0.0032	 0.16177	 0.0279	 0.69838	 0	 0
0.019998	 0.0076	 0.18986	 0.0451	 0.56252	 0	 0
0.029997	 0.0109	 0.18246	 0.0646	 0.53733	 0	 0
0.039998	 0.0315	 0.39372	 0.0947	 0.58566	 0	 0
0.049998	 0.0323	 0.32273	 0.1104	 0.54678	 0	 0
0.059998	 0.0544	 0.45309	 0.1334	 0.54370	 0	 0
0.069998	 0.0787	 0.56219	 0.1533	 0.52544	 0	 0
0.079998	 0.0987	 0.61682	 0.1787	 0.52793	 0	 0
0.089998	 0.0869	 0.48269	 0.1884	 0.50249	 0	 0
0.099998	 0.0998	 0.49920	 0.2090	 0.49755	 0	 0
0.010000	 0.0665	 3.32744	 0.1437	 3.48208	 0	 0
0.020000	 0.0503	 1.25766	 0.1592	 1.95778	 0	 0
0.030000	 0.0763	 1.27179	 0.1792	 1.44498	 0	 0
0.040000	 0.0695	 0.86839	 0.2003	 1.22190	 0	 0
0.050000	 0.0698	 0.69849	 0.2049	 1.00027	 0	 0
0.060000	 0.0890	 0.74191	 0.2455	 0.98983	 0	 0
0.070000	 0.0867	 0.61931	 0.2411	 0.83430	 0	 0
0.080000	 0.0997	 0.62311	 0.2567	 0.77112	 0	 0
0.090000	 0.1042	 0.57899	 0.2686	 0.71583	 0	 0
0.100000	 0.1075	 0.53764	 0.2836	 0.68005	 0	 0
0.110000	 0.1125	 0.51155	 0.3002	 0.65339	 0	 0
0.120000	 0.1056	 0.44012	 0.3092	 0.62089	 0	 0
0.130000	 0.1106	 0.42520	 0.3040	 0.56120	 0	 0
0.140000	 0.1506	 0.53784	 0.3485	 0.58185	 0	 0
0.150000	 0.1634	 0.54457	 0.3776	 0.58483	 0	 0
0.160000	 0.1648	 0.51501	 0.4058	 0.59157	 0	 0
0.170000	 0.1934	 0.56878	 0.4589	 0.61982	 0	 0
0.180000	 0.2136	 0.59339	 0.4684	 0.58720	 0	 0
0.190000	 0.2152	 0.56619	 0.4708	 0.55861	 0	 0
0.200000	 0.2329	 0.58214	 0.4990	 0.55598	 0	 0
0.210000	 0.2456	 0.58481	 0.5311	 0.56038	 0	 0
0.220000	 0.2391	 0.54333	 0.5364	 0.54458	 0	 0
0.230000	 0.2502	 0.54393	 0.5698	 0.55129	 0	 0
0.240000	 0.2435	 0.50721	 0.5637	 0.52543	 0	 0
0.250000	 0.2635	 0.52699	 0.5935	 0.52409	 0	 0
0.260000	 0.2554	 0.49120	 0.6150	 0.52859	 0	 0
0.270000	 0.2680	 0.49625	 0.6656	 0.54977	 0	 0
0.280000	 0.2801	 0.50011	 0.7057	 0.56002	 0	 0
0.290000	 0.2632	 0.45383	 0.7358	 0.57457	 0	 0
0.300000	 0.2642	 0.44028	 0.7315	 0.55145	 0	 0
0.310000	 0.2872	 0.46331	 0.7444	 0.53382	 0	 0
0.320000	 0.3085	 0.48199	 0.7594	 0.51898	 0	 0
0.330000	 0.3304	 0.50064	 0.8038	 0.52625	 0	 0
0.340000	 0.3341	 0.49128	 0.8108	 0.51414	 0	 0
0.350000	 0.3464	 0.49493	 0.8833	 0.54522	 0	 0
0.360000	 0.3437	 0.47737	 0.9225	 0.55861	 0	 0
0.370000	 0.3614	 0.48834	 0.9216	 0.53449	 0	 0
0.380000	 0.3472	 0.45688	 0.9108	 0.51991	 0	 0
0.390000	 0.3381	 0.43343	 0.9259	 0.52024	 0	 0
0.400000	 0.3452	 0.43155	 0.9620	 0.52679	 0	 0
0.410000	 0.3515	 0.42865	 1.0045	 0.53714	 1	 1
0.420000	 0.3403	 0.40514	 0.9671	 0.50669	 2	 2
0.430000	 0.3665	 0.42616	 1.0404	 0.52676	 3	 3
0.440000	 0.3619	 0.41121	 1.0337	 0.51292	 4	 4
0.450000	 0.3636	 0.40395	 1.0654	 0.51848	 5	 5
0.460000	 0.3681	 0.40011	 1.0769	 0.51161	 6	 6
0.470000	 0.3916	 0.41659	 1.1583	 0.53456	 7	 7
0.480000	 0.3924	 0.40876	 1.2217	 0.55611	 8	 8
0.490000	 0.4112	 0.41958	 1.2548	 0.55396	 9	 9
0.500000	 0.4259	 0.42588	 1.2722	 0.54540	 10	 10
0.510000	 0.4289	 0.42045	 1.3152	 0.55456	 11	 11
0.520000	 0.4114	 0.39559	 1.3163	 0.55148	 12	 12
0.530000	 0.4244	 0.40037	 1.3804	 0.56618	 13	 13
0.540000	 0.4423	 0.40950	 1.3899	 0.55290	 14	 14
0.550000	 0.4335	 0.39413	 1.4370	 0.56774	 15	 15
0.560000	 0.4429	 0.39544	 1.4295	 0.55059	 16	 16
0.570000	 0.4770	 0.41839	 1.5047	 0.56016	 17	 17
0.580000	 0.4710	 0.40605	 1.5496	 0.57229	 18	 18
0.590000	 0.4796	 0.40645	 1.5936	 0.57778	 19	 19
0.600000	 0.4747	 0.39555	 1.6602	 0.59788	 20	 20


Average of all Threads:

msd = 1.43491	 meanspd = 0.79110	 mu = 0.39555	 deff = 0.59788

