#time	 xpos	 ypos
0.00950	0.43846	 -0.05247	0.59635	 0.12531	0.64569	 -0.01371	0.32201	 0.05986	0.05345	 0.64193	
0.00956	0.43262	 -0.05094	0.59881	 0.14214	0.63084	 -0.03184	0.34478	 0.07552	0.07526	 0.64223	
0.00961	0.43631	 -0.06240	0.57946	 0.15115	0.63357	 -0.02317	0.34340	 0.04989	0.07444	 0.64129	
0.00966	0.44734	 -0.06408	0.59822	 0.12041	0.63618	 -0.02826	0.36949	 0.04203	0.08203	 0.63177	
0.00971	0.44506	 -0.05149	0.57856	 0.10792	0.62128	 -0.00458	0.38015	 0.03076	0.08209	 0.66094	
0.00977	0.43639	 -0.05583	0.60816	 0.09684	0.62176	 -0.01219	0.37998	 0.03773	0.07110	 0.65729	
0.00982	0.45639	 -0.05563	0.60866	 0.11233	0.64231	 0.01202	0.39005	 0.03088	0.07567	 0.66501	
0.00987	0.44446	 -0.06846	0.60614	 0.10739	0.65924	 0.00799	0.37008	 0.01888	0.08653	 0.66686	
0.00992	0.46130	 -0.05940	0.59756	 0.09531	0.67093	 0.01367	0.36899	 0.03851	0.06533	 0.65130	
0.00998	0.45992	 -0.05877	0.61386	 0.08555	0.68532	 -0.00215	0.37365	 0.05702	0.05390	 0.65341	
0.01003	0.43925	 -0.04611	0.65576	 0.09050	0.69844	 -0.00249	0.38501	 0.05987	0.06135	 0.61812	
0.01008	0.44559	 -0.02783	0.63700	 0.10323	0.67720	 -0.00420	0.36354	 0.06340	0.06445	 0.61354	
0.01013	0.46011	 -0.04244	0.63747	 0.09022	0.65386	 -0.02055	0.36761	 0.04048	0.05809	 0.58838	
0.01019	0.48379	 -0.04634	0.62735	 0.06712	0.66918	 -0.02770	0.39247	 0.03758	0.06762	 0.61188	
0.01024	0.50563	 -0.02792	0.61925	 0.06133	0.66644	 -0.02891	0.38672	 0.05427	0.07168	 0.58099	
0.01029	0.53051	 -0.05154	0.62927	 0.06230	0.68387	 -0.03958	0.38418	 0.05678	0.07386	 0.57807	
0.01034	0.51341	 -0.05481	0.63027	 0.08727	0.67120	 -0.01784	0.40088	 0.03844	0.06397	 0.59175	
0.01040	0.50688	 -0.06497	0.64100	 0.07003	0.68961	 -0.02469	0.39529	 0.06390	0.05640	 0.59347	
0.01045	0.55674	 -0.05154	0.63158	 0.10461	0.66788	 -0.03097	0.42932	 0.04258	0.07068	 0.59290	
0.01050	0.54879	 -0.05638	0.64694	 0.09204	0.66860	 -0.01271	0.46042	 0.03785	0.06930	 0.57970	
0.01055	0.53309	 -0.06522	0.65553	 0.12206	0.64244	 -0.02870	0.48093	 0.02184	0.07305	 0.57512	
0.01061	0.54697	 -0.08914	0.65253	 0.14333	0.61913	 -0.01638	0.47218	 0.01092	0.05411	 0.57108	
0.01066	0.51898	 -0.09594	0.64672	 0.14907	0.60948	 -0.03253	0.46643	 0.01596	0.06720	 0.57658	
0.01071	0.49103	 -0.09187	0.67087	 0.15284	0.61867	 -0.04198	0.45599	 0.00877	0.06973	 0.58154	
0.01076	0.50086	 -0.08761	0.67496	 0.16249	0.61795	 -0.04085	0.47663	 0.01291	0.06986	 0.57729	
0.01082	0.49100	 -0.08431	0.68989	 0.16427	0.61772	 -0.01478	0.46373	 0.02626	0.07279	 0.57988	
0.01087	0.49481	 -0.09558	0.68832	 0.18823	0.59255	 0.01652	0.44437	 0.00703	0.08324	 0.61335	
0.01092	0.47895	 -0.08006	0.70565	 0.20161	0.59651	 0.03631	0.44392	 0.02671	0.09317	 0.62294	
0.01097	0.46004	 -0.07496	0.70360	 0.22198	0.61630	 0.07651	0.45466	 0.04295	0.08262	 0.59880	
0.01103	0.46413	 -0.06553	0.69960	 0.23142	0.61138	 0.06757	0.45846	 0.04701	0.09806	 0.58350	
0.01108	0.46498	 -0.09368	0.69624	 0.23524	0.60139	 0.07711	0.46112	 0.01629	0.09113	 0.57150	
0.01113	0.44851	 -0.08902	0.71202	 0.21058	0.60529	 0.08611	0.48088	 0.01181	0.08815	 0.59022	
0.01118	0.42819	 -0.11627	0.69102	 0.20730	0.60585	 0.07866	0.46838	 0.00619	0.10491	 0.56672	
0.01124	0.43562	 -0.10862	0.70522	 0.21261	0.62289	 0.07203	0.48524	 0.03038	0.10715	 0.58165	
0.01129	0.41938	 -0.10880	0.70996	 0.22031	0.64104	 0.08086	0.49782	 0.02801	0.10425	 0.59322	
0.01134	0.39590	 -0.13866	0.69089	 0.20883	0.63964	 0.07414	0.48978	 0.02114	0.10075	 0.59318	
0.01139	0.39078	 -0.13374	0.69051	 0.19520	0.62220	 0.08523	0.47527	 0.04119	0.11783	 0.61041	
0.01145	0.39911	 -0.14470	0.69579	 0.20027	0.62698	 0.10299	0.47325	 0.02741	0.11561	 0.61542	
0.01150	0.39991	 -0.14872	0.69420	 0.19884	0.64391	 0.11012	0.48136	 0.01453	0.11251	 0.60569	
