#time	 meanx: <x>	 meanspeed: <v>	 mu	 abb	 abbdeff
3.999990	 0.1943	 0.04856	 0.3035	  0	 0
5.999990	 0.2832	 0.04720	 0.2950	  0	 0
7.999990	 0.4299	 0.05374	 0.3359	  0	 0
9.999990	 0.4583	 0.04583	 0.2864	  0	 0
11.999990	 0.6279	 0.05233	 0.3270	  0	 0
13.999990	 0.8555	 0.06111	 0.3819	  0	 0
15.999990	 1.0217	 0.06385	 0.3991	  0	 0
17.999990	 1.2116	 0.06731	 0.4207	  0	 0
19.999990	 1.3606	 0.06803	 0.4252	  0	 0
2.000000	 0.1323	 0.06615	 0.4135	  0	 0
4.000000	 -0.0286	 -0.00714	 -0.0447	  0	 0
6.000000	 0.1002	 0.01670	 0.1044	  0	 0
8.000000	 0.2197	 0.02747	 0.1717	  0	 0
10.000000	 0.3761	 0.03761	 0.2351	  0	 0
12.000000	 0.7214	 0.06012	 0.3757	  0	 0
14.000000	 0.9693	 0.06924	 0.4327	  0	 0
16.000000	 1.2215	 0.07635	 0.4772	  0	 0
18.000000	 1.2886	 0.07159	 0.4474	  0	 0
20.000000	 1.5386	 0.07693	 0.4808	  0	 0
22.000000	 1.9632	 0.08923	 0.5577	  0	 0
24.000000	 1.9688	 0.08203	 0.5127	  0	 0
26.000000	 2.0372	 0.07835	 0.4897	  0	 0
28.000000	 2.1468	 0.07667	 0.4792	  0	 0
30.000000	 2.2651	 0.07550	 0.4719	  0	 0
32.000000	 2.1769	 0.06803	 0.4252	  0	 0
34.000000	 2.2618	 0.06652	 0.4158	  0	 0
36.000000	 2.3573	 0.06548	 0.4093	  0	 0
38.000000	 2.5796	 0.06789	 0.4243	  0	 0
40.000000	 2.6550	 0.06638	 0.4148	  0	 0
42.000000	 2.6790	 0.06379	 0.3987	  0	 0
44.000000	 2.8247	 0.06420	 0.4012	  0	 0
46.000000	 2.9795	 0.06477	 0.4048	  0	 0
48.000000	 3.1802	 0.06625	 0.4141	  0	 0
50.000000	 3.5060	 0.07012	 0.4382	  0	 0
52.000000	 3.7936	 0.07295	 0.4560	  0	 0
54.000000	 3.9567	 0.07327	 0.4579	  0	 0
56.000000	 3.8516	 0.06878	 0.4299	  0	 0
58.000000	 4.1177	 0.07099	 0.4437	  0	 0
60.000000	 4.3289	 0.07215	 0.4509	  0	 0
62.000000	 4.4448	 0.07169	 0.4481	  0	 0
64.000000	 4.4984	 0.07029	 0.4393	  0	 0
66.000000	 4.6484	 0.07043	 0.4402	  0	 0
68.000000	 4.7064	 0.06921	 0.4326	  0	 0
70.000000	 4.9285	 0.07041	 0.4400	  0	 0
72.000000	 5.1089	 0.07096	 0.4435	  0	 0
74.000000	 5.2097	 0.07040	 0.4400	  0	 0
76.000000	 5.2205	 0.06869	 0.4293	  0	 0
78.000000	 5.5509	 0.07117	 0.4448	  0	 0
80.000000	 5.4868	 0.06859	 0.4287	  0	 0
82.000000	 5.7591	 0.07023	 0.4390	  1	 1
84.000000	 5.9421	 0.07074	 0.4421	  2	 2
86.000000	 5.9952	 0.06971	 0.4357	  3	 3
88.000000	 5.9524	 0.06764	 0.4228	  4	 4
90.000000	 6.0878	 0.06764	 0.4228	  5	 5
92.000000	 6.0576	 0.06584	 0.4115	  6	 6
94.000000	 6.3108	 0.06714	 0.4196	  7	 7
96.000000	 6.7571	 0.07039	 0.4399	  8	 8
98.000000	 7.0019	 0.07145	 0.4465	  9	 9
100.000000	 7.1262	 0.07126	 0.4454	  10	 10
102.000000	 7.1857	 0.07045	 0.4403	  11	 11
104.000000	 7.2811	 0.07001	 0.4376	  12	 12
106.000000	 7.3619	 0.06945	 0.4341	  13	 13
108.000000	 7.5484	 0.06989	 0.4368	  14	 14
110.000000	 7.7995	 0.07090	 0.4432	  15	 15
112.000000	 8.1745	 0.07299	 0.4562	  16	 16
114.000000	 8.3212	 0.07299	 0.4562	  17	 17
116.000000	 8.4734	 0.07305	 0.4565	  18	 18
118.000000	 8.4072	 0.07125	 0.4453	  19	 19
120.000000	 8.6821	 0.07235	 0.4522	  20	 20


Average of all Threads:

meanx = 8.68209	 meanspeed = 0.07235	 mu = 0.45219

